Name,Male,Female,Incidence,Frequency
Mohamed,0,0,2185508,1:12
Saleh,0,0,1401273,1:19
Abdo,0,0,1268275,1:21
Ali,0,0,994599,1:26
Ahmed,0,0,946741,1:28
Abdullah,0,0,652677,1:40
Nabil,0,0,573746,1:46
Hassan,0,0,513793,1:51
Nasr,0,0,343075,1:77
Khaled,0,0,304927,1:86
Fayez,0,0,295917,1:89
Anwar,0,0,290312,1:91
Naji,0,0,268417,1:98
Fatima,0,0,264451,1:99
Bandar,0,0,201170,1:131
Yahya,0,0,199314,1:132
Ibrahim,0,0,195871,1:134
Hussein,0,0,187271,1:140
Fahmy,0,0,180512,1:146
Mahdi,0,0,176835,1:149
Nayef,0,0,156692,1:168
Mohsen,0,0,154881,1:170
Mahfouz,0,0,153133,1:172
Adel,0,0,150903,1:174
Sultan,0,0,149955,1:175
Hilal,0,0,147708,1:178
Mabrouk,0,0,142874,1:184
Fahd,0,0,139473,1:189
Abda,0,0,138701,1:190
Nasser,0,0,136318,1:193
Nashwan,0,0,132895,1:198
Salem,0,0,129534,1:203
Abdel Rahman,0,0,128884,1:204
Yousif,0,0,127834,1:206
Amin,0,0,122443,1:215
Bashir,0,0,118168,1:223
Saeed,0,0,117343,1:224
Shawky,0,0,114824,1:229
Omar,0,0,113112,1:232
Waleed,0,0,102096,1:258
Mona,0,0,101782,1:258
Sadiq,0,0,97909,1:269
Amal,0,0,94303,1:279
Majed,0,0,89851,1:293
Mansour,0,0,88449,1:297
Jamila,0,0,88021,1:299
Zain,0,0,86619,1:304
Faisal,0,0,84414,1:312
Taha,0,0,84003,1:313
Hached,0,0,83836,1:314
Mariam,0,0,82268,1:320
Yasser,0,0,79380,1:331
Hoda,0,0,76404,1:344
Abdul Karim,0,0,76171,1:345
Hana,0,0,75223,1:350
Abdel,0,0,74557,1:353
Nour,0,0,74555,1:353
Raed,0,0,74532,1:353
Afrah,0,0,72833,1:361
Mahmoud,0,0,72029,1:365
Wafa,0,0,71450,1:368
Jamal,0,0,71416,1:368
Hanan,0,0,71147,1:370
Samira,0,0,69601,1:378
Adeeb,0,0,69191,1:380
Iman,0,0,69013,1:381
Jamieh,0,0,68678,1:383
Yousef,0,0,67045,1:392
Ahlam,0,0,66416,1:396
Fouad,0,0,64537,1:407
Hamoud,0,0,64475,1:408
Salah,0,0,64391,1:408
Hamid,0,0,63737,1:413
Naguib,0,0,63692,1:413
Jamil,0,0,62378,1:422
Turki,0,0,61546,1:427
Faro,0,0,60172,1:437
Ramzy,0,0,57865,1:454
Abdul Aziz,0,0,57730,1:456
Qasim,0,0,57100,1:461
Ammar,0,0,56058,1:469
Rabie,0,0,55842,1:471
Khadija,0,0,54550,1:482
Nasher,0,0,53460,1:492
Arwa,0,0,53353,1:493
Abdel Salam,0,0,53203,1:494
Sabah,0,0,52437,1:501
Fadl,0,0,52119,1:505
Zainab,0,0,51845,1:507
Adnan,0,0,51450,1:511
Essam,0,0,50902,1:517
