Name,Male,Female,Incidence,Frequency
Mariama,3,97,396484,1:48
Abdou,93,7,282966,1:68
Moussa,96,4,273871,1:70
Hadiza,3,97,265841,1:72
Ibrahim,96,4,255723,1:75
Haoua,3,97,203614,1:94
Zeinabou,4,96,196916,1:97
Rabi,3,97,190651,1:101
Amina,3,97,189847,1:101
Mahamadou,96,4,187075,1:103
Oumarou,96,4,183561,1:105
Nana,3,97,178799,1:107
Fati,3,97,177840,1:108
Abdoul,97,3,168042,1:114
Adamou,95,5,163754,1:117
Halima,3,97,158944,1:121
Maman,95,5,157175,1:122
Aicha,3,97,153488,1:125
Amadou,96,4,148684,1:129
Ali,96,4,138032,1:139
Issoufou,97,3,131918,1:145
Issa,95,5,130571,1:147
Harouna,96,4,129821,1:148
Sani,96,4,128553,1:149
Ramatou,3,97,123659,1:155
Maimouna,3,97,118894,1:161
Boubacar,97,3,105973,1:181
Souley,95,5,105481,1:182
Aissa,4,96,104031,1:184
Rakia,3,97,99753,1:192
Aichatou,3,97,98996,1:194
Hadjara,3,97,94544,1:203
Abou,38,62,90418,1:212
Fatchima,3,97,89261,1:215
Aboubacar,97,3,87488,1:219
Hassane,94,6,84916,1:226
Djamila,4,96,84683,1:227
Balki,3,97,83170,1:231
Abdoulaye,97,3,82327,1:233
Issaka,96,4,80889,1:237
Rachida,4,96,80278,1:239
Zara,3,97,76724,1:250
Chaibou,96,4,75271,1:255
Saidou,96,4,73949,1:259
Idi,95,5,73769,1:260
Habsou,3,97,72952,1:263
Nafissa,4,96,72669,1:264
Salamatou,4,96,72094,1:266
Adama,9,91,69756,1:275
Hamadou,96,4,69157,1:277
Yacouba,96,4,69048,1:278
Mamane,96,4,68845,1:279
Fassouma,3,97,68445,1:280
Laouali,97,3,68167,1:281
Aminatou,4,96,66983,1:286
Salissou,97,3,65931,1:291
Lawali,96,4,63927,1:300
Ai,3,97,63764,1:301
Zouera,3,97,63047,1:304
Yahaya,95,5,61649,1:311
Hama,95,5,61631,1:311
Fatima,3,97,60379,1:318
Ousmane,96,4,58566,1:328
Idrissa,97,3,58096,1:330
