Name,Male,Female,Incidence,Frequency
John,0,0,3058,1:64
Margaret,0,0,2100,1:93
Peter,0,0,1963,1:99
David,0,0,1826,1:107
Maria,0,0,1826,1:107
Michael,0,0,1826,1:107
Anna,0,0,1552,1:126
Richard,0,0,1552,1:126
Tanya,0,0,1506,1:130
Sina,0,0,1415,1:138
Theresa,0,0,1415,1:138
Leota,0,100,1369,1:143
Andrew,0,0,1278,1:153
James,0,0,1278,1:153
Robert,0,0,1278,1:153
Mark,0,0,1232,1:158
Patrick,0,0,1232,1:158
Elizabeth,0,0,1187,1:164
Henry,0,0,1187,1:164
Mary,0,0,1187,1:164
Francis,0,0,1141,1:171
Paul,0,0,1141,1:171
Agnes,0,0,1095,1:178
Alan,0,0,1095,1:178
Leilani,0,0,1095,1:178
George,0,0,1050,1:186
Sara,0,0,1050,1:186
Ana,0,0,1004,1:194
