Name,Male,Female,Incidence,Frequency
Siti,0,100,4264270,1:60
Sri,1,99,2580658,1:100
Muhammad,100,0,1898648,1:136
Nur,14,86,1596302,1:162
Ahmad,100,0,1452007,1:178
Agus,99,1,1450243,1:178
Ni,16,84,1400017,1:184
Abdul,100,0,1166200,1:221
Mohamad,100,0,827559,1:312
Haji,89,11,797914,1:323
Dewi,1,99,735682,1:351
Muhamad,99,1,689526,1:374
Ade,55,45,649642,1:397
Asep,98,2,590787,1:437
Slamet,99,1,570743,1:452
Endang,1,99,555389,1:464
Andi,79,21,548395,1:470
Edi,100,0,529204,1:487
Dede,81,19,518314,1:498
Budi,97,3,497605,1:518
Ali,99,1,484753,1:532
Maria,0,100,477462,1:540
Ida,40,60,470892,1:548
Nurul,23,77,433139,1:596
Dedi,100,0,427755,1:603
Wayan,50,50,418757,1:616
Bambang,100,0,416142,1:620
Achmad,100,0,410307,1:629
Imam,100,0,408202,1:632
Nurhayati,1,99,404021,1:638
Adi,99,1,382862,1:674
Wahyu,84,16,374312,1:689
Dian,12,88,371317,1:695
Made,53,47,367418,1:702
Heri,97,3,362586,1:711
Iwan,100,0,350707,1:736
Moch,100,0,320367,1:805
Ketut,47,53,320134,1:806
Ratna,0,100,313722,1:822
Fitri,1,99,311412,1:828
Rudi,99,1,307784,1:838
Umi,0,100,304108,1:848
Indra,84,16,302326,1:853
Hendra,98,2,297895,1:866
Ari,84,16,293546,1:879
Rina,0,100,289640,1:891
Ani,1,99,287603,1:897
Joko,100,0,286794,1:899
Sulastri,1,99,286080,1:902
Nyoman,44,56,282124,1:914
Herman,100,0,282024,1:915
Lilis,1,99,281104,1:918
Sumiati,1,99,278649,1:926
Ai,6,94,277884,1:928
Rahmat,99,1,275722,1:936
Rini,0,100,269785,1:956
Deni,84,16,265160,1:973
Arif,99,1,264774,1:974
Agung,95,5,263436,1:979
Yuli,6,94,262802,1:982
Eni,3,97,262475,1:983
Hadi,98,2,257876,1:1000
Wawan,99,1,256992,1:1004
Yanti,0,100,252072,1:1023
Ujang,100,0,251589,1:1025
Sumarni,1,99,248277,1:1039
Desi,1,99,246709,1:1046
Andri,94,6,244926,1:1053
Ika,1,99,244803,1:1054
Yuliana,1,99,242342,1:1064
Yeni,0,100,235878,1:1094
Nani,1,99,234968,1:1098
Titin,0,100,233575,1:1104
La,0,0,232787,1:1108
Sugeng,97,3,231230,1:1116
Iis,4,96,228956,1:1127
Hasan,100,0,226924,1:1137
Sutrisno,100,0,225194,1:1146
Aris,93,7,222723,1:1158
Indah,1,99,220389,1:1170
Mohammad,100,0,220051,1:1172
Ayu,0,100,219123,1:1177
Rita,1,99,217369,1:1187
Wa,29,71,216692,1:1190
Puji,12,88,216159,1:1193
Lina,0,100,212394,1:1215
Ridwan,100,0,212218,1:1216
Santi,1,99,211476,1:1220
Samsul,100,0,210496,1:1226
Linda,0,100,208450,1:1238
Aminah,0,100,208430,1:1238
Erna,1,99,206639,1:1248
Sunarti,1,99,206011,1:1252
Tuti,0,100,201849,1:1278
Susi,1,99,201735,1:1279
Usman,99,1,200155,1:1289
Ismail,100,0,198975,1:1296
Imas,5,95,198216,1:1301
Evi,1,99,196221,1:1315
Kartini,1,99,191838,1:1345
Erni,0,100,191729,1:1345
Nanang,98,2,190527,1:1354
Anita,0,100,190099,1:1357
Yani,6,94,188596,1:1368
Heni,0,100,188553,1:1368
Lia,1,99,188300,1:1370
Reni,1,99,188135,1:1371
Teguh,99,1,187885,1:1373
Yuni,1,99,187846,1:1373
Yusuf,99,1,185701,1:1389
Eti,0,100,185654,1:1389
Sari,5,95,182590,1:1413
Yudi,98,2,182519,1:1413
Fatimah,0,100,181309,1:1423
Yati,0,100,181298,1:1423
Eva,1,99,180695,1:1428
Ernawati,1,99,179327,1:1439
Dadang,100,0,177207,1:1456
Putri,1,99,175213,1:1472
Tati,1,99,175026,1:1474
Lilik,2,98,174811,1:1476
Neneng,0,100,173941,1:1483
Mulyadi,100,0,173393,1:1488
Edy,100,0,172746,1:1493
Gusti,48,52,170493,1:1513
Irwan,99,1,168795,1:1528
Maman,99,1,168417,1:1532
Putu,44,56,166487,1:1549
Novi,7,93,164986,1:1564
Devi,2,98,163749,1:1575
Irma,1,99,162887,1:1584
Abdullah,100,0,162165,1:1591
Heru,99,1,162165,1:1591
Nana,7,93,159873,1:1614
Hendri,94,6,158441,1:1628
Wahyudi,98,2,158201,1:1631
Lukman,100,0,154391,1:1671
Diana,0,100,153921,1:1676
Taufik,100,0,152077,1:1696
Rika,1,99,151543,1:1702
Akhmad,100,0,151532,1:1702
Supardi,99,1,150953,1:1709
Wiwin,8,92,150743,1:1711
Iin,1,99,150347,1:1716
Anwar,100,0,149300,1:1728
Euis,0,100,149241,1:1729
Mochamad,100,0,148797,1:1734
Aan,95,5,148421,1:1738
Halimah,1,99,147443,1:1750
Umar,99,1,147345,1:1751
Nia,0,100,146743,1:1758
Ana,1,99,145973,1:1767
Eli,13,87,145947,1:1768
Amin,99,1,145058,1:1778
Susanti,0,100,144272,1:1788
Yuyun,4,96,143780,1:1794
Nurdin,99,1,143327,1:1800
