Name,Male,Female,Incidence,Frequency
Jan,100,0,319142,1:33
Petr,100,0,286471,1:37
Jana,0,100,278331,1:38
Marie,0,100,272559,1:39
Jiří,100,0,270747,1:39
Josef,100,0,221620,1:48
Pavel,100,0,211190,1:50
Martin,100,0,199870,1:53
Jaroslav,100,0,180860,1:59
Eva,0,100,160361,1:66
Miroslav,100,0,153862,1:69
Hana,0,100,152669,1:70
Anna,0,100,141591,1:75
Michal,100,0,129962,1:82
Zdenek,100,0,129440,1:82
František,100,0,128122,1:83
Lenka,0,100,125214,1:85
Václav,100,0,123461,1:86
Lucie,0,100,116975,1:91
Tomas,100,0,116940,1:91
Milan,100,0,112776,1:94
Jakub,78,22,112095,1:95
Karel,99,1,110087,1:97
Alena,0,100,109791,1:97
Petra,0,100,109114,1:98
David,100,0,105677,1:101
Zdenka,0,100,99393,1:107
Veronika,0,100,92276,1:115
Jaroslava,0,100,88146,1:121
Martina,0,100,86633,1:123
Lukas,100,0,86586,1:123
Tereza,0,100,85400,1:125
Michaela,0,100,82533,1:129
Jitka,0,100,82383,1:129
Helena,0,100,78237,1:136
Kateřina,0,100,77091,1:138
Ludmila,0,100,76246,1:140
Ondrej,100,0,74787,1:142
Věra,5,95,74740,1:143
Ladislav,100,0,72857,1:146
Ivana,0,100,72179,1:148
Roman,100,0,70396,1:151
Tomáš,100,0,66895,1:159
Monika,0,100,66704,1:160
Marek,100,0,65315,1:163
Stanislav,100,0,64591,1:165
Zuzana,0,100,63119,1:169
Daniel,100,0,63094,1:169
Jarmila,0,100,62025,1:172
Radek,100,0,61090,1:174
Barbora,0,100,59061,1:180
Jiřina,0,100,57927,1:184
Eliška,0,100,56052,1:190
Marcela,0,100,55810,1:191
Dana,0,100,53190,1:200
Dagmar,0,100,52731,1:202
Filip,100,0,50994,1:209
Renata,0,100,48342,1:220
Adam,100,0,47760,1:223
Antonín,100,0,46650,1:228
Marketa,0,100,46604,1:229
Vladimír,100,0,46057,1:231
Katerina,0,100,44922,1:237
Vlasta,14,86,43995,1:242
Pavla,0,100,43928,1:243
Andrea,0,100,43242,1:246
Irena,0,100,43050,1:248
Miroslava,0,100,42736,1:249
Vladimir,100,0,42396,1:251
Vojtech,100,0,41813,1:255
Božena,0,100,41713,1:255
Libuše,0,100,40967,1:260
Marta,0,100,40669,1:262
Karolina,0,100,39930,1:267
Nikola,4,96,38329,1:278
Iveta,0,100,37801,1:282
Vera,0,100,37363,1:285
Kristýna,0,100,37089,1:287
Olga,0,100,36925,1:289
Adela,0,100,36040,1:296
Šárka,0,100,34948,1:305
Natalie,0,100,34809,1:306
Miloslav,100,0,34550,1:308
Aleš,97,3,33596,1:317
Blanka,0,100,32998,1:323
Dominik,100,0,32831,1:325
Gabriela,0,100,32544,1:327
Libor,100,0,31745,1:336
Patrik,100,0,30901,1:345
Simona,0,100,30679,1:347
Aneta,0,100,30018,1:355
Jaromír,100,0,29178,1:365
Radka,0,100,28903,1:369
Daniela,0,100,27965,1:381
Iva,0,100,27665,1:385
Vlastimil,100,0,27093,1:393
Denisa,0,100,26889,1:396
Jindřich,100,0,26805,1:398
Matej,100,0,26560,1:401
Milada,0,100,26396,1:404
Miloš,100,0,25899,1:411
Milena,0,100,25178,1:423
Pavlina,0,100,25088,1:425
Rudolf,100,0,24852,1:429
Robert,100,0,24725,1:431
Ivan,100,0,24505,1:435
Lubomír,100,0,24302,1:438
Romana,0,100,23102,1:461
Luboš,100,0,22860,1:466
Miloslava,0,100,22555,1:472
Ružena,0,100,22458,1:474
Jiri,100,0,22436,1:475
Oldřich,100,0,22175,1:481
Richard,100,0,21557,1:494
Miluše,0,100,21340,1:499
Ilona,0,100,21108,1:505
Radim,100,0,21047,1:506
Matyas,100,0,20578,1:518
Klára,0,100,20541,1:519
Klara,0,100,20471,1:521
Magdalena,0,100,20260,1:526
Anežka,0,100,20041,1:532
Kamila,0,100,19959,1:534
Stanislava,0,100,19328,1:551
Lukáš,100,0,19250,1:554
Bohumil,100,0,18525,1:575
Vladimíra,0,100,18515,1:576
Vít,100,0,18445,1:578
Soňa,0,100,17760,1:600
Nela,0,100,17643,1:604
Ivo,100,0,17439,1:611
Štěpán,100,0,17145,1:622
Rostislav,100,0,17006,1:627
Simon,96,4,16685,1:639
Markéta,0,100,16493,1:646
Emilie,0,100,15711,1:678
Danuše,0,100,15695,1:679
Luděk,100,0,15534,1:686
Dušan,100,0,15298,1:697
Vendula,0,100,15214,1:700
Kristyna,0,100,15179,1:702
Kamil,100,0,14665,1:727
Jindřiška,0,100,14286,1:746
Julie,0,100,14085,1:757
Alžbeta,0,100,13779,1:773
Michael,100,0,13767,1:774
Drahomíra,0,100,13616,1:783
Maria,0,100,13472,1:791
Vladislav,100,0,13449,1:792
Kvetoslava,0,100,13285,1:802
Jiři,100,0,13233,1:805
Zbyněk,100,0,13178,1:809
Viktorie,0,100,12963,1:822
Pavlína,0,100,12463,1:855
Bohuslav,100,0,12446,1:856
Viktor,100,0,12378,1:861
Dominika,0,100,12373,1:861
Štěpánka,0,100,12196,1:874
Matěj,100,0,11854,1:899
Vojtěch,100,0,11713,1:910
Ema,0,100,11164,1:955
Alois,98,2,11113,1:959
Kryštof,100,0,11048,1:965
Sabina,0,100,10908,1:977
Sara,0,100,10525,1:1012
Františka,0,100,10367,1:1028
Nikol,4,96,10234,1:1041
Ladislava,0,100,9915,1:1075
Sofie,0,100,9906,1:1076
Alice,0,100,9632,1:1106
Bohumila,0,100,9550,1:1116
Nadežda,0,100,9368,1:1138
Adéla,0,100,9315,1:1144
Kristina,0,100,9224,1:1155
Marcel,100,0,9051,1:1177
Eduard,100,0,9028,1:1180
Žaneta,0,100,9026,1:1181
Jozef,100,0,8982,1:1186
Naděžda,0,100,8961,1:1189
Antonin,100,0,8768,1:1215
Alexandra,0,100,8733,1:1220
Linda,0,100,8555,1:1246
Růžena,0,100,8520,1:1251
Dalibor,100,0,8446,1:1262
Marian,84,16,8370,1:1273
Samuel,100,0,8264,1:1289
Silvie,0,100,8135,1:1310
Emil,100,0,8027,1:1328
Tobias,99,1,7960,1:1339
Tadeáš,100,0,7913,1:1347
Karla,0,100,7726,1:1379
Adriana,0,100,7599,1:1402
Vítězslav,100,0,7570,1:1408
Laura,0,100,7418,1:1437
Leona,0,100,7125,1:1496
