Name,Male,Female,Incidence,Frequency
Joseph,0,0,9130,1:47
John,0,0,6641,1:65
Mark,0,0,6073,1:71
Mario,0,0,5556,1:77
Maria,0,0,5517,1:78
David,0,0,5460,1:79
Paul,0,0,4869,1:88
Michael,0,0,4437,1:97
Anthony,0,0,4233,1:101
Joe,0,0,4045,1:106
Charles,0,0,4028,1:107
Matthew,0,0,3261,1:132
Robert,0,0,3159,1:136
Daniel,0,0,3119,1:138
Chris,0,0,3062,1:140
George,0,0,2886,1:149
Andrew,0,0,2755,1:156
Peter,0,0,2613,1:164
Anna,0,0,2562,1:168
Kevin,0,0,2505,1:171
Mary,0,0,2477,1:173
Adrian,0,0,2466,1:174
Stephen,0,0,2437,1:176
Jonathan,0,0,2386,1:180
James,0,0,2363,1:182
Martin,0,0,2307,1:186
Simon,0,0,2278,1:188
Carmen,0,0,2261,1:190
Rita,0,0,2119,1:203
Noel,0,0,2108,1:204
Ray,0,0,1988,1:216
Steven,0,0,1932,1:222
Alfred,0,0,1909,1:225
Victor,0,0,1880,1:228
Claire,0,0,1858,1:231
Raymond,0,0,1835,1:234
Karl,0,0,1829,1:235
Sarah,0,0,1829,1:235
Brian,0,0,1824,1:235
Alex,0,0,1778,1:241
Ivan,0,0,1727,1:249
Patrick,0,0,1721,1:249
Stephanie,0,0,1721,1:249
Daniela,0,0,1710,1:251
Tony,0,0,1676,1:256
Christopher,0,0,1665,1:258
Keith,0,0,1665,1:258
Edward,0,0,1642,1:261
Ian,0,0,1625,1:264
Christine,0,0,1562,1:275
Jason,0,0,1562,1:275
Michelle,0,0,1528,1:281
Pierre,0,0,1506,1:285
Christian,0,0,1500,1:286
Kenneth,0,0,1477,1:291
Josephine,0,0,1460,1:294
Carmel,0,0,1443,1:298
Philip,0,0,1415,1:303
Jean,0,0,1381,1:311
Alan,0,0,1369,1:314
Ruth,0,0,1346,1:319
Sandra,0,0,1346,1:319
Ryan,0,0,1335,1:322
Joanne,0,0,1324,1:324
Elaine,0,0,1284,1:334
Josette,0,0,1273,1:337
Albert,0,0,1261,1:340
Luke,0,0,1261,1:340
Louis,0,0,1239,1:347
Sharon,0,0,1233,1:348
Charmaine,0,0,1221,1:352
Charlene,0,0,1187,1:362
Antoine,0,0,1182,1:363
Caroline,0,0,1182,1:363
Lawrence,0,0,1176,1:365
Mariella,0,0,1159,1:370
Stefan,0,0,1159,1:370
Roderick,0,0,1148,1:374
Malcolm,0,0,1131,1:380
Vincent,0,0,1131,1:380
Richard,0,0,1119,1:384
Roberta,0,0,1119,1:384
Josef,0,0,1091,1:394
Miriam,0,0,1091,1:394
Darren,0,0,1085,1:396
Emanuel,0,0,1074,1:400
Jesmond,0,0,1074,1:400
Nicholas,0,0,1062,1:404
Manuel,0,0,1051,1:409
Rachel,0,0,1045,1:411
Francesca,0,0,1040,1:413
Amanda,0,0,1017,1:422
Andrea,0,0,1011,1:425
Joanna,0,0,1011,1:425
Marie,0,0,1011,1:425
Marco,0,0,1006,1:427
Alison,0,0,994,1:432
Pauline,0,0,983,1:437
Elizabeth,0,0,971,1:442
Marisa,0,0,971,1:442
Jessica,0,0,960,1:447
Alexander,0,0,954,1:450
Frank,0,0,949,1:452
Denise,0,0,943,1:455
Kurt,0,0,943,1:455
Lara,0,0,943,1:455
Andre,0,0,937,1:458
Doris,0,0,926,1:464
