Name,Male,Female,Incidence,Frequency
Olga,0,100,313361,1:30
Tatyana,0,100,311926,1:30
Sergey,100,0,299527,1:32
Ekaterina,1,99,283871,1:33
Natalya,0,100,263155,1:36
Andrey,100,0,255665,1:37
Elena,0,100,251878,1:38
Aleksandr,100,0,248470,1:38
Dmitriy,99,1,230925,1:41
Anastasiya,1,99,205659,1:46
Irina,0,100,197244,1:48
Vladimir,100,0,195497,1:49
Svetlana,0,100,176118,1:54
Alexander,99,1,169906,1:56
Anna,1,99,160643,1:59
Pavel,99,1,141650,1:67
Marina,1,99,133999,1:71
Darya,1,99,122954,1:77
Aleksey,99,1,115270,1:82
Evgeniy,100,0,114266,1:83
Denis,99,1,112459,1:84
Viktoriya,1,99,109978,1:86
Mariya,1,99,103801,1:91
Yuliya,0,100,102441,1:93
Dmitry,100,0,99602,1:95
Igor,100,0,97643,1:97
Nikolay,99,1,94101,1:101
Maksim,99,1,93230,1:102
Ivan,99,1,91134,1:104
Kristina,1,99,89839,1:106
Artyom,99,1,84303,1:112
Mikhail,99,1,81498,1:116
Anastasia,1,99,80153,1:118
Nikita,99,1,78982,1:120
Alina,1,99,77048,1:123
Alexey,100,0,76113,1:125
Ilya,99,1,76060,1:125
Oleg,100,0,75798,1:125
Viktor,100,0,73671,1:129
Roman,99,1,72113,1:131
Anton,99,1,71856,1:132
Veronika,0,100,71378,1:133
Vadim,100,0,71352,1:133
Lyudmila,0,100,70757,1:134
Kirill,99,1,67231,1:141
Yuriy,100,0,65262,1:145
Yulia,0,100,63485,1:149
Maxim,99,1,62545,1:152
Nadezhda,0,100,62144,1:153
Evgeny,100,0,59687,1:159
Viktoria,1,99,59403,1:160
Anya,1,99,58901,1:161
Vitaliy,100,0,57535,1:165
Alyona,1,99,55941,1:170
Aleksandra,0,100,52866,1:179
Elizaveta,1,99,52429,1:181
Yana,1,99,52014,1:182
Alesya,1,99,49877,1:190
Diana,1,99,48733,1:195
Yulya,1,99,47921,1:198
Valentina,1,99,47883,1:198
Galina,0,100,46823,1:203
Kseniya,1,99,46202,1:205
Inna,0,100,46119,1:206
Valeriya,1,99,43536,1:218
Egor,99,1,42866,1:221
Polina,1,99,40488,1:234
Vladislav,99,1,39391,1:241
Karina,1,99,38968,1:243
