Name,Male,Female,Incidence,Frequency
Mahamat,98,2,544647,1:25
Fatime,0,100,487927,1:28
Mariam,0,100,251285,1:54
Khadidja,0,100,185483,1:73
Haoua,0,100,164908,1:82
Zara,0,100,147360,1:92
Ali,98,2,129813,1:105
Ahmat,97,3,129072,1:105
Achta,0,100,127712,1:106
Zenaba,1,99,126044,1:108
Abakar,98,2,118630,1:115
Halime,1,99,108868,1:125
Moussa,98,2,93112,1:146
Abdoulaye,98,2,92371,1:147
Hadje,1,99,91135,1:149
Remadji,11,89,91011,1:149
Ache,1,99,88169,1:154
Oumar,99,1,81620,1:167
Adoum,97,3,78283,1:174
Kaltouma,0,100,78098,1:174
Amina,0,100,75132,1:181
Youssouf,98,2,72661,1:187
Adam,98,2,72228,1:188
Hassan,98,2,70684,1:192
Aïcha,0,100,67162,1:202
Hawa,0,100,61972,1:219
Brahim,98,2,59500,1:229
Ibrahim,99,1,58635,1:232
Aicha,0,100,53013,1:257
Issa,98,2,52642,1:258
Saleh,98,2,52395,1:260
Idriss,98,2,48255,1:282
Amne,1,99,47637,1:285
Hissein,98,2,46031,1:295
Moustapha,99,1,44857,1:303
Denemadji,1,99,40779,1:333
Aziza,1,99,39976,1:340
Falmata,0,100,38555,1:353
Habiba,0,100,37566,1:362
Ronel,2,98,37504,1:363
Melom,0,100,36825,1:369
Samira,1,99,35898,1:379
Sadie,0,100,35589,1:382
Menodji,3,97,34971,1:389
Adama,7,93,34291,1:397
Djibrine,97,3,33550,1:405
Ousmane,98,2,33426,1:407
Ousman,98,2,33117,1:411
Memadji,10,90,32561,1:418
Hassane,98,2,31820,1:427
Solkem,0,100,30028,1:453
Souad,0,100,30028,1:453
Sadia,0,100,29534,1:460
Amine,73,27,28731,1:473
Kadidja,0,100,28298,1:481
Maïmouna,0,100,27557,1:493
Arafa,2,98,26692,1:509
Abdelkerim,98,2,26630,1:511
Zenab,0,100,26321,1:517
Nerolel,4,96,25641,1:530
Koubra,1,99,25456,1:534
Amira,0,100,25147,1:541
Haroun,99,1,24776,1:549
Safia,1,99,24715,1:550
Abdallah,99,1,22861,1:595
Noura,0,100,21934,1:620
Abdraman,97,3,21563,1:631
Bintou,0,100,21502,1:632
Awatif,0,100,21193,1:642
Fatouma,0,100,21193,1:642
Ronelyam,1,99,20822,1:653
Koutou,16,84,20266,1:671
Nenodji,0,100,20266,1:671
Grace,3,97,20142,1:675
Tahir,98,2,20019,1:679
Nepitimbaye,2,98,19895,1:684
Aboubakar,100,0,19772,1:688
Abdramane,98,2,19710,1:690
Hamid,99,1,19524,1:696
Zakaria,96,4,19463,1:699
Yaya,98,2,19216,1:708
Souleymane,98,2,19154,1:710
Nodjimadji,37,63,18783,1:724
Mouna,1,99,18103,1:751
Alladoum,95,5,18042,1:754
Marie,0,100,17980,1:756
Djamila,0,100,17547,1:775
Madina,10,90,17547,1:775
Fadimatou,1,99,17362,1:783
Abdel-Aziz,98,2,16991,1:800
Allaramadji,95,5,16929,1:803
Abba,98,2,16868,1:806
Bechir,99,1,16682,1:815
Denenodji,0,100,16559,1:821
Nouracham,0,100,16559,1:821
Souleyman,98,2,16435,1:827
Raouda,0,100,16373,1:831
Milamem,3,97,16250,1:837
Batoul,0,100,15632,1:870
Hamza,100,0,15385,1:884
Hapsita,0,100,15385,1:884
Mamadjibeye,21,79,15385,1:884
Hadja,0,100,15138,1:898
Nerambaye,12,88,15138,1:898
Emmanuel,100,0,14891,1:913
Maimouna,0,100,14891,1:913
Ramadji,50,50,14705,1:925
Housna,0,100,14643,1:929
Soumaya,0,100,14643,1:929
Nemadjilem,2,98,14458,1:941
Neloumta,0,100,14396,1:945
Merci,35,65,14211,1:957
Nafissa,0,100,14149,1:961
Minda,0,100,13964,1:974
Aïssatou,0,100,13902,1:978
Daoud,96,4,13902,1:978
Mekila,45,55,13902,1:978
Zamzam,0,100,13408,1:1014
Zahra,0,100,13160,1:1033
Bichara,98,2,12975,1:1048
