Name,Male,Female,Incidence,Frequency
John,100,0,490800,1:94
Joseph,100,0,456238,1:101
Mary,0,100,447377,1:104
Faith,0,100,443001,1:105
Mercy,0,100,438187,1:106
Peter,100,0,416503,1:111
Brian,100,0,389952,1:119
David,100,0,356469,1:130
James,100,0,329852,1:140
Sharon,0,100,298224,1:155
Esther,0,100,291765,1:159
Samuel,100,0,272451,1:170
Daniel,100,0,265581,1:174
Stephen,100,0,264415,1:175
Kelvin,100,0,245394,1:189
Ibrahim,86,14,232433,1:199
Elizabeth,0,100,229070,1:202
Mohamed,88,12,223502,1:207
Dennis,100,0,223120,1:208
Jane,0,100,212865,1:218
Emmanuel,100,0,212279,1:218
Paul,100,0,210272,1:220
Grace,0,100,210006,1:221
Victor,100,0,203974,1:227
Ruth,0,100,198406,1:233
Moses,100,0,195204,1:237
Lucy,0,100,193598,1:239
Kevin,100,0,192815,1:240
Caroline,0,100,191467,1:242
Wanjiru,29,71,185465,1:250
Michael,100,0,182475,1:254
Francis,100,0,180580,1:256
Christine,0,100,167759,1:276
Charles,100,0,166156,1:279
Vincent,100,0,163915,1:283
Nancy,0,100,163477,1:283
Margaret,0,100,162411,1:285
Ann,0,100,160312,1:289
Alex,100,0,156880,1:295
Simon,100,0,155493,1:298
Lilian,0,100,152910,1:303
George,100,0,152422,1:304
Otieno,60,40,150690,1:307
Patrick,100,0,150667,1:307
Joyce,0,100,149379,1:310
Purity,0,100,149090,1:311
Eunice,0,100,147616,1:314
Susan,0,100,145430,1:318
Jackline,0,100,142035,1:326
Rose,0,100,141232,1:328
Evans,100,0,138320,1:335
Collins,100,0,137905,1:336
Beatrice,0,100,135902,1:341
Diana,0,100,133770,1:346
Cynthia,0,100,130684,1:354
Kennedy,100,0,130663,1:354
Mwangi,59,41,128638,1:360
Isaac,100,0,125320,1:370
Edwin,100,0,123545,1:375
Catherine,0,100,122731,1:377
Ali,87,13,121292,1:382
Brenda,0,100,121032,1:383
Erick,100,0,120533,1:384
Felix,100,0,118748,1:390
Sarah,0,100,117198,1:395
Naomi,0,100,116619,1:397
Irene,0,100,116603,1:397
Joshua,100,0,115901,1:400
Abdi,95,5,115282,1:402
Alice,0,100,114969,1:403
Martin,100,0,114350,1:405
Robert,100,0,110964,1:417
Fatuma,0,100,110842,1:418
Amos,100,0,110094,1:421
Denis,100,0,107297,1:432
Gladys,0,100,106540,1:435
Hassan,90,10,106317,1:436
Agnes,0,100,105566,1:439
Vivian,0,100,105457,1:439
Julius,100,0,104644,1:443
Benson,100,0,103811,1:446
Benard,100,0,103656,1:447
Lydia,0,100,102915,1:450
Dorcas,0,100,101970,1:454
Joan,0,100,101047,1:458
Fredrick,100,0,100138,1:462
Abdirahman,0,0,99897,1:464
Nicholas,100,0,99201,1:467
Jackson,100,0,98482,1:470
Samwel,100,0,98403,1:471
Hellen,0,100,98216,1:471
Janet,0,100,97210,1:476
Ian,100,0,96700,1:479
Eric,100,0,96221,1:481
Odhiambo,64,36,94708,1:489
Maina,59,41,94336,1:491
Pauline,0,100,93527,1:495
Richard,100,0,93359,1:496
Ochieng,67,33,92453,1:501
Antony,100,0,91906,1:504
Florence,0,100,91328,1:507
Juma,67,33,91073,1:508
William,100,0,88853,1:521
Sheila,0,100,87395,1:530
Maureen,0,100,87002,1:532
Philip,100,0,81741,1:567
Winnie,0,100,81262,1:570
Samson,100,0,79701,1:581
Shadrack,100,0,75951,1:610
Ahmed,92,8,75398,1:614
Joy,0,100,75164,1:616
Joel,100,0,74574,1:621
Wilson,100,0,73566,1:629
Thomas,100,0,73505,1:630
Emily,0,100,73088,1:634
Hussein,90,10,72565,1:638
Miriam,0,100,72213,1:641
Omondi,69,31,71502,1:648
Kamau,61,39,70305,1:659
Onyango,66,34,69398,1:667
Geoffrey,100,0,69326,1:668
Bonface,100,0,68586,1:675
Abigael,0,100,67933,1:682
Halima,0,100,67932,1:682
Hillary,100,0,67887,1:682
Judith,0,100,67810,1:683
Jacob,100,0,67738,1:684
Andrew,100,0,67475,1:686
Damaris,0,100,67197,1:689
Abdullahi,0,0,66985,1:691
Tabitha,0,100,66890,1:692
Gideon,100,0,66724,1:694
Nafula,0,100,66647,1:695
Benjamin,100,0,66184,1:700
Mark,100,0,65934,1:702
Timothy,100,0,65880,1:703
Adan,95,5,65530,1:707
Charity,0,100,65354,1:709
Sammy,95,5,64584,1:717
Linet,0,100,64265,1:721
Dominic,100,0,64194,1:721
Wafula,78,22,63834,1:725
Millicent,0,100,62845,1:737
Amina,0,100,62490,1:741
Leah,0,100,62466,1:741
Salim,81,19,62014,1:747
Anne,0,100,61313,1:755
Martha,0,100,60905,1:760
Titus,100,0,60530,1:765
Josephine,0,100,60498,1:765
Henry,100,0,60177,1:770
Elijah,100,0,59511,1:778
Sylvia,0,100,59388,1:780
Anthony,100,0,59066,1:784
Edward,100,0,58016,1:798
Kemunto,0,100,57551,1:805
Josphat,100,0,56666,1:817
Allan,100,0,56441,1:820
Wambui,24,76,56385,1:821
