Name,Male,Female,Incidence,Frequency
John,0,0,5673,1:46
Jean,0,0,4347,1:60
Marie,0,0,3367,1:78
David,0,0,2969,1:88
Robert,0,0,2836,1:92
Peter,0,0,2810,1:93
Andrew,0,0,2121,1:123
Michael,0,0,1988,1:132
George,0,0,1935,1:135
James,0,0,1750,1:150
Mark,0,0,1723,1:152
Richard,0,0,1723,1:152
Mary,0,0,1564,1:167
Paul,0,0,1538,1:170
Willie,0,0,1538,1:170
Anna,0,0,1458,1:180
Joseph,0,0,1458,1:180
Jennifer,0,0,1405,1:186
Jenny,0,0,1378,1:190
Linda,0,0,1378,1:190
Jessica,0,0,1246,1:210
Simon,0,0,1246,1:210
Esther,0,0,1219,1:215
