Name,Male,Female,Incidence,Frequency
Mohamed,0,0,424068,1:17
Ibrahim,0,0,209302,1:34
Abdul,0,0,154654,1:46
John,0,0,154107,1:46
Joseph,0,0,148643,1:48
Samuel,0,0,113121,1:63
James,0,0,106017,1:67
Victoria,0,100,103831,1:68
David,0,0,95088,1:75
Abu,0,0,94541,1:75
Francis,0,0,89076,1:80
Emmanuel,0,0,87437,1:81
Patrick,0,0,84704,1:84
Michael,0,0,79786,1:89
Sahr,0,0,79786,1:89
Edward,0,0,71042,1:100
Daniel,0,0,67764,1:105
Peter,0,0,65578,1:108
Abdulai,0,0,65031,1:109
Moses,0,0,63392,1:112
Musa,0,0,63392,1:112
Alpha,0,0,61206,1:116
Fatmata,0,0,59566,1:119
Alfred,0,0,59020,1:120
Osman,0,0,57927,1:122
Alhaji,0,0,56834,1:125
Foday,0,0,56287,1:126
Mustapha,0,0,55741,1:127
Sheku,0,0,55741,1:127
Victor,0,0,51916,1:137
Alusine,0,0,50823,1:139
Paul,0,0,50823,1:139
Abubakarr,0,0,50276,1:141
Alimamy,0,0,46451,1:153
Prince,0,0,45904,1:154
Brima,0,0,44811,1:158
Thomas,0,0,44811,1:158
Ahmed,0,0,43718,1:162
George,0,0,42625,1:166
Sulaiman,0,0,42625,1:166
Philip,0,0,42079,1:168
Lamin,0,0,41532,1:171
Amadu,0,0,40986,1:173
Andrew,0,0,40986,1:173
Aminata,0,0,40440,1:175
Mariama,0,0,38800,1:183
Henry,0,0,36614,1:194
Augustine,0,0,36068,1:197
Hassan,0,0,35521,1:200
Lansana,0,0,34428,1:206
Albert,0,0,31149,1:228
Amara,0,0,30603,1:232
Desmond,0,0,29510,1:240
