Name,Male,Female,Incidence,Frequency
Piotr,100,0,1346931,1:28
Anna,0,100,1180355,1:32
Tomasz,100,0,1133374,1:34
Marcin,100,0,981077,1:39
Krzysztof,100,0,955207,1:40
Katarzyna,0,100,936122,1:41
Agnieszka,0,100,806207,1:47
Joanna,0,100,681052,1:56
Magdalena,0,100,673842,1:56
Andrzej,100,0,661873,1:57
Marek,100,0,654428,1:58
Maciej,100,0,626956,1:61
Grzegorz,100,0,595243,1:64
Robert,100,0,545294,1:70
Monika,0,100,537613,1:71
Adam,100,0,526210,1:72
Ewa,0,100,511649,1:74
Jacek,100,0,510094,1:75
Wojciech,100,0,471030,1:81
Marta,0,100,462407,1:82
Mariusz,100,0,403127,1:94
Pawel,100,0,390169,1:97
Michal,100,0,375891,1:101
Michał,0,0,352236,1:108
Paweł,0,0,334094,1:114
Karolina,0,100,333057,1:114
Dariusz,100,0,329005,1:116
Artur,100,0,323821,1:117
Aleksandra,0,100,318638,1:119
Jakub,100,0,305585,1:124
Mateusz,100,0,298941,1:127
Dorota,0,100,286407,1:133
Jan,100,0,279715,1:136
Beata,0,100,277124,1:137
Justyna,0,100,259264,1:147
Barbara,0,100,255400,1:149
Agata,0,100,251348,1:151
Małgorzata,0,100,239332,1:159
Kamil,100,0,238484,1:159
Lukasz,100,0,231274,1:164
Iwona,0,100,219352,1:173
Kasia,0,100,218221,1:174
Bartosz,100,0,217986,1:174
Daniel,100,0,217137,1:175
Zbigniew,100,0,210493,1:181
Paulina,0,100,209221,1:182
Jerzy,100,0,208938,1:182
Janusz,100,0,208514,1:182
Magda,0,100,207148,1:184
Sebastian,100,0,206111,1:184
Rafal,100,0,189477,1:201
Maria,0,100,188817,1:201
Sylwia,0,100,188393,1:202
Rafał,0,0,178026,1:214
Karol,100,0,177037,1:215
Malgorzata,1,99,174257,1:218
Arkadiusz,100,0,162523,1:234
Aneta,0,100,161628,1:235
Natalia,0,100,160450,1:237
Izabela,0,100,147256,1:258
Damian,100,0,143203,1:266
Konrad,100,0,142214,1:267
Leszek,100,0,137125,1:277
Szymon,100,0,136983,1:278
Łukasz,0,0,135381,1:281
Ania,0,100,135004,1:282
Jolanta,0,100,134250,1:283
Renata,0,100,133873,1:284
Ewelina,0,100,133779,1:284
Dawid,100,0,132318,1:287
Ryszard,100,0,130763,1:291
Tomek,100,0,128548,1:296
Alicja,0,100,126098,1:302
Kamila,0,100,117993,1:322
Jarosław,100,0,116909,1:325
Edyta,0,100,116721,1:326
Wojtek,100,0,114695,1:332
Roman,100,0,112951,1:337
Dominika,0,100,112857,1:337
Jaroslaw,100,0,112715,1:337
Marzena,0,100,112103,1:339
Dominik,100,0,105459,1:361
Urszula,0,100,105412,1:361
Adrian,100,0,104610,1:364
Patrycja,0,100,104234,1:365
Tadeusz,100,0,104092,1:365
Przemysław,100,0,104045,1:365
Jarek,100,0,93914,1:405
Kinga,0,100,91039,1:418
Waldemar,100,0,90521,1:420
Elżbieta,0,100,89814,1:423
Patryk,100,0,89814,1:423
Aleksander,100,0,89437,1:425
Olga,1,99,83783,1:454
Witold,100,0,82887,1:459
Przemyslaw,100,0,80390,1:473
Bartek,100,0,80248,1:474
Danuta,0,100,78835,1:482
Krystyna,0,100,78646,1:484
Maciek,100,0,77515,1:491
Bogdan,100,0,77138,1:493
Slawomir,100,0,75866,1:501
Hanna,0,100,75583,1:503
Filip,100,0,75112,1:506
Teresa,0,100,72521,1:524
Ola,0,100,69505,1:547
Cezary,100,0,68374,1:556
Darek,100,0,68185,1:558
Przemek,100,0,67101,1:567
Martyna,0,100,66913,1:568
Radosław,100,0,66395,1:573
Emilia,0,100,65594,1:580
Mirosław,100,0,62012,1:613
Bartłomiej,100,0,61023,1:623
Hubert,100,0,60599,1:628
Gosia,0,100,59656,1:637
Elzbieta,0,100,58290,1:652
Krystian,100,0,58243,1:653
Klaudia,0,100,56735,1:670
Julia,0,100,56216,1:676
Miroslaw,100,0,55934,1:680
Radek,100,0,53672,1:709
Kuba,100,0,52258,1:728
Stanisław,100,0,51740,1:735
Ireneusz,100,0,51457,1:739
Lidia,0,100,50797,1:749
Marian,100,0,50797,1:749
Henryk,100,0,49855,1:763
Weronika,0,100,49808,1:763
Radoslaw,100,0,49478,1:769
Grażyna,0,100,49242,1:772
Mariola,0,100,49195,1:773
Ilona,0,100,48912,1:777
Ela,0,100,48441,1:785
Zofia,0,100,48394,1:786
Daria,0,100,46603,1:816
Anita,0,100,45567,1:835
Maja,1,99,44907,1:847
Alina,0,100,44860,1:848
Halina,0,100,44012,1:864
Stanislaw,100,0,43069,1:883
Dagmara,0,100,42834,1:888
Irena,0,100,42645,1:892
Arek,100,0,42033,1:905
Iza,0,100,41986,1:906
Kazimierz,100,0,40902,1:930
Asia,0,100,40478,1:939
Stefan,98,2,39818,1:955
Bartlomiej,100,0,39629,1:960
Grazyna,0,100,39488,1:963
Bożena,0,100,39205,1:970
Wioletta,0,100,38970,1:976
Jadwiga,0,100,38923,1:977
Marlena,0,100,38876,1:978
Sławomir,0,0,38546,1:987
Wiktor,100,0,37980,1:1001
Michael,100,0,37320,1:1019
Mirek,100,0,37320,1:1019
Edward,100,0,37179,1:1023
Gabriela,0,100,36614,1:1039
Krzysiek,100,0,36472,1:1043
Igor,100,0,36425,1:1044
Sylwester,100,0,36331,1:1047
Zbyszek,100,0,34682,1:1096
Norbert,100,0,33833,1:1124
Basia,0,100,33080,1:1150
Lech,100,0,32844,1:1158
Aga,0,100,32703,1:1163
Lucyna,0,100,32561,1:1168
Jola,0,100,32514,1:1170
Milena,0,100,32278,1:1178
Wiesław,100,0,32278,1:1178
Kacper,100,0,31807,1:1196
Peter,100,0,30723,1:1238
Piotrek,100,0,29969,1:1269
Slawek,100,0,29969,1:1269
Angelika,0,100,29734,1:1279
Bozena,0,100,29451,1:1291
Micha,87,13,29121,1:1306
Wieslaw,100,0,28414,1:1338
Eliza,0,100,28085,1:1354
Karina,0,100,27896,1:1363
Antoni,100,0,27613,1:1377
Mikołaj,100,0,26294,1:1446
John,98,2,25917,1:1467
Józef,0,0,25917,1:1467
Sandra,0,100,25917,1:1467
Remigiusz,100,0,24268,1:1567
Sabina,0,100,24032,1:1582
Tom,100,0,23749,1:1601
Emil,100,0,23608,1:1611
Pawe,100,0,22807,1:1667
Ukasz,100,0,22336,1:1703
Ula,1,99,21959,1:1732
Bogusław,0,0,21865,1:1739
Mikolaj,100,0,21205,1:1793
David,100,0,21111,1:1801
Paula,0,100,21063,1:1805
Martin,100,0,21016,1:1809
Diana,0,100,20922,1:1818
Wanda,0,100,20875,1:1822
Aldona,0,100,20828,1:1826
Malwina,0,100,20639,1:1842
Janina,0,100,20498,1:1855
Jurek,100,0,19791,1:1921
Andrew,100,0,19650,1:1935
Jagoda,0,100,19650,1:1935
Zuzanna,0,100,19556,1:1945
Eugeniusz,100,0,19414,1:1959
Zenon,98,2,19320,1:1968
Julita,0,100,19226,1:1978
Zdzisław,100,0,18566,1:2048
Alex,72,28,18001,1:2112
Boguslaw,100,0,17765,1:2141
Izabella,0,100,17529,1:2169
Nina,0,100,17529,1:2169
Wioleta,0,100,17199,1:2211
Wiktoria,0,100,16870,1:2254
Adriana,0,100,16775,1:2267
Adrianna,0,100,16728,1:2273
Wlodzimierz,100,0,16540,1:2299
Jozef,100,0,16398,1:2319
Elbieta,0,100,16069,1:2366
Paul,99,1,15974,1:2381
Romuald,100,0,15927,1:2388
Oskar,100,0,15880,1:2395
Helena,0,100,15597,1:2438
Albert,100,0,15220,1:2498
Violetta,0,100,14938,1:2546
Tatiana,0,100,14419,1:2637
Mark,100,0,14278,1:2663
Iga,1,99,14231,1:2672
Lukas,100,0,14042,1:2708
Ala,2,98,13995,1:2717
Elwira,0,100,13995,1:2717
Zdzislaw,100,0,13995,1:2717
Michalina,0,100,13901,1:2736
Ada,2,98,13807,1:2754
Luiza,0,100,13760,1:2764
Mieczysław,100,0,13571,1:2802
Greg,100,0,13524,1:2812
Irek,100,0,13100,1:2903
Grzesiek,100,0,13006,1:2924
Chris,100,0,12911,1:2945
Miłosz,100,0,12911,1:2945
Thomas,100,0,12534,1:3034
Franciszek,100,0,12346,1:3080
Kate,1,99,12110,1:3140
Mirosława,0,100,12110,1:3140
Oliwia,0,100,12063,1:3152
Lena,0,100,11828,1:3215
Seweryn,100,0,11828,1:3215
Bernard,100,0,11686,1:3254
Rafa,10,90,11545,1:3294
Gabriel,100,0,11451,1:3321
Malgosia,0,100,11451,1:3321
Wiesława,0,100,11356,1:3349
Janek,100,0,11309,1:3363
Zosia,1,99,11309,1:3363
Małgosia,0,0,10932,1:3479
Kris,100,0,10885,1:3494
Rahul,0,0,10885,1:3494
Kaja,1,99,10791,1:3524
Waldek,100,0,10791,1:3524
Blazej,100,0,10744,1:3539
Sara,0,100,10744,1:3539
Richard,100,0,10508,1:3619
Alexander,100,0,10414,1:3652
Sonia,0,100,10414,1:3652
Hania,0,100,10367,1:3668
Maksymilian,100,0,10273,1:3702
Witek,100,0,10225,1:3719
Marcelina,0,100,9943,1:3825
Szczepan,100,0,9896,1:3843
Lucjan,100,0,9707,1:3917
Marysia,0,100,9660,1:3937
Bogumiła,0,100,9613,1:3956
Zygmunt,100,0,9613,1:3956
Marianna,1,99,9519,1:3995
Milosz,100,0,9283,1:4096
Czesław,100,0,9236,1:4117
Juliusz,100,0,9189,1:4138
Laura,0,100,9189,1:4138
Honorata,0,100,9142,1:4160
Kornelia,0,100,9047,1:4203
Regina,0,100,9000,1:4225
Ernest,100,0,8953,1:4247
Mieczyslaw,100,0,8953,1:4247
Oksana,0,100,8859,1:4292
Włodzimierz,0,0,8859,1:4292
Marcel,100,0,8765,1:4339
Liliana,0,100,8623,1:4410
Roksana,0,100,8576,1:4434
Eryk,100,0,8482,1:4483
Wiola,0,100,8482,1:4483
Anka,0,100,8341,1:4559
Julian,100,0,8105,1:4692
Borys,100,0,8058,1:4719
Gerard,100,0,8011,1:4747
Alan,100,0,7964,1:4775
Bart,100,0,7869,1:4833
Patrick,100,0,7869,1:4833
Wladyslaw,100,0,7869,1:4833
Olaf,100,0,7822,1:4862
Bogna,1,99,7775,1:4891
Jowita,0,100,7728,1:4921
Judyta,0,100,7681,1:4951
Kalina,0,100,7681,1:4951
Christopher,100,0,7587,1:5012
Eva,0,100,7587,1:5012
Marina,0,100,7539,1:5044
Irina,1,99,7445,1:5108
Olgierd,100,0,7351,1:5173
Irmina,0,100,7304,1:5206
Elena,0,100,7257,1:5240
Inga,0,100,7257,1:5240
Marika,0,100,7257,1:5240
Amit,100,0,7210,1:5274
Jack,100,0,7163,1:5309
Czeslaw,100,0,7115,1:5345
Bogusława,0,100,6974,1:5453
Magorzata,0,100,6974,1:5453
Wlodek,100,0,6974,1:5453
Mirka,0,100,6880,1:5527
Alexandra,0,100,6833,1:5565
Max,99,1,6833,1:5565
Tamara,0,100,6786,1:5604
Wacław,100,0,6738,1:5644
Klaudiusz,100,0,6691,1:5683
Sergiusz,100,0,6644,1:5724
Bohdan,100,0,6597,1:5764
Lucas,100,0,6597,1:5764
Bernadeta,0,100,6503,1:5848
Czarek,100,0,6456,1:5890
Matylda,1,99,6409,1:5933
Agnes,1,99,6314,1:6023
Ana,0,100,6314,1:6023
Margaret,0,100,6314,1:6023
Arleta,0,100,6267,1:6068
Bogumił,100,0,6267,1:6068
Oleg,96,4,6220,1:6114
Gregory,100,0,6173,1:6160
