Name,Male,Female,Incidence,Frequency
Ana,0,0,398414,1:26
Mária,0,0,352746,1:30
Pedro,0,0,257572,1:40
António,0,0,224163,1:46
João,0,0,215252,1:48
Paulo,0,0,207329,1:50
José,0,0,205465,1:51
Carlos,0,0,198243,1:53
Rui,0,0,192266,1:54
Nuno,0,0,178181,1:58
Luis,0,0,166439,1:63
Jorge,0,0,133592,1:78
Jose,0,0,130686,1:80
Ricardo,0,0,127891,1:81
Miguel,0,0,118409,1:88
Manuel,0,0,116140,1:90
Fernando,0,0,111731,1:93
Carla,0,0,111592,1:93
Isabel,0,0,108659,1:96
Joana,0,0,106095,1:98
Paula,0,0,105449,1:99
Joao,0,0,100293,1:104
Sandrêa,0,0,99205,1:105
Susana,0,0,96050,1:108
Tiago,0,0,88551,1:118
Teresa,0,0,87647,1:119
Bruno,0,0,86641,1:120
Cristina,0,0,84474,1:123
Francisco,0,0,83478,1:125
Érita,0,0,73995,1:141
Sara,0,0,71514,1:146
Patrícia,0,0,71117,1:146
Vitor,0,0,69688,1:149
Marta,0,0,69005,1:151
Sofia,0,0,68230,1:153
Hugo,0,0,67511,1:154
Filipe,0,0,67474,1:154
Catarina,0,0,66911,1:156
Joaquim,0,0,65445,1:159
Sérgio,0,0,63591,1:164
Helena,0,0,62022,1:168
Luís,0,0,60574,1:172
Margarida,0,0,55040,1:189
André,0,0,51904,1:201
Andreia,0,0,51867,1:201
Claúdia,0,0,50299,1:207
Marco,0,0,50234,1:207
Diogo,0,0,47006,1:221
Alexandra,0,0,44903,1:232
Daniel,0,0,44506,1:234
Raquel,0,0,43694,1:238
Manuela,0,0,43002,1:242
Inês,0,0,42578,1:245
Hélder,0,0,42412,1:245
Sílvia,0,0,41665,1:250
David,0,0,41471,1:251
Mário,0,0,41148,1:253
Eduardo,0,0,40641,1:256
Sónia,0,0,40309,1:258
Vera,0,0,39230,1:265
Rosa,0,0,38437,1:271
Liliana,0,0,38160,1:273
Tânia,0,0,37772,1:276
Alexandre,0,0,36749,1:283
Fernanda,0,0,35845,1:290
Mariana,0,0,35762,1:291
Gonçalo,0,0,34516,1:302
Filipa,0,0,34443,1:302
Elisabete,0,0,33428,1:311
Nelson,0,0,32552,1:320
Diana,0,0,31537,1:330
Anabela,0,0,30771,1:338
Daniela,0,0,30273,1:344
Luisa,0,0,30218,1:345
Mario,0,0,29683,1:351
Sonia,0,0,28834,1:361
Elsa,0,0,28539,1:365
Vasco,0,0,28456,1:366
Fátima,0,0,27340,1:381
Célia,0,0,26768,1:389
Fatima,0,0,26196,1:397
Marisa,0,0,24933,1:418
Artur,0,0,24545,1:424
Alberto,0,0,24462,1:426
Cátia,0,0,24407,1:427
Víctor,0,0,23687,1:440
Angela,0,0,23023,1:452
Rute,0,0,22940,1:454
Mafalda,0,0,22829,1:456
Henrique,0,0,22811,1:456
Vanessa,0,0,21593,1:482
Armando,0,0,21538,1:483
Mónica,0,0,21409,1:486
Carolina,0,0,19647,1:530
Filomena,0,0,19186,1:543
Vânia,0,0,18623,1:559
Andre,0,0,18494,1:563
Duarte,0,0,18467,1:564
Lurdes,0,0,17876,1:582
Clara,0,0,17682,1:589
Marina,0,0,17507,1:595
Madalena,0,0,17304,1:602
Graça,0,0,17166,1:606
Carina,0,0,17064,1:610
Álvaro,0,0,17046,1:611
Julião,0,0,17000,1:612
Rodrigo,0,0,16483,1:632
Telma,0,0,16428,1:634
Leonor,0,0,16225,1:642
Olga,0,0,15948,1:653
Lúcia,0,0,15911,1:654
Fábio,0,0,15727,1:662
Rogério,0,0,15727,1:662
Monica,0,0,15718,1:662
Vanda,0,0,15672,1:664
Frederico,0,0,15330,1:679
Emanuel,0,0,14961,1:696
Ines,0,0,14869,1:700
Cláudio,0,0,14694,1:709
Alice,0,0,14491,1:718
Cludia,0,0,14426,1:722
Natália,0,0,14417,1:722
Dulce,0,0,14325,1:727
Jaime,0,0,14159,1:735
Rafael,0,0,14048,1:741
Ruben,0,0,13947,1:746
Beatriz,0,0,13919,1:748
Conceição,0,0,13901,1:749
César,0,0,13384,1:778
Édina,0,0,13384,1:778
Augusto,0,0,13135,1:793
Domingos,0,0,12868,1:809
Ivão,0,0,12840,1:811
Edgar,0,0,12812,1:813
Renato,0,0,12794,1:814
Laura,0,0,12637,1:824
Marlene,0,0,12462,1:835
Bernardo,0,0,12443,1:837
Alfredo,0,0,12406,1:839
Gabriela,0,0,12314,1:845
