Name,Male,Female,Incidence,Frequency
Anthony,100,0,10135,1:134
Michael,100,0,9291,1:147
David,100,0,6762,1:201
Richard,100,0,5723,1:238
Kevin,100,0,5454,1:250
John,100,0,5140,1:265
Jason,100,0,5061,1:269
Joseph,100,0,4879,1:279
Patricia,0,100,4786,1:284
Christopher,100,0,4692,1:290
Michelle,0,100,4667,1:292
Nigel,100,0,4487,1:303
Ann,0,100,4270,1:319
Stephen,100,0,4186,1:325
Sharon,0,100,4182,1:326
Lisa,0,100,4074,1:334
Peter,100,0,4017,1:339
Sandra,0,100,3906,1:349
Nicole,0,100,3878,1:351
Nicholas,100,0,3795,1:359
Natasha,0,100,3783,1:360
Roger,100,0,3680,1:370
Alicia,0,100,3585,1:380
Sheldon,100,0,3573,1:381
Jennifer,0,100,3479,1:391
Margaret,0,100,3470,1:392
Elizabeth,0,100,3401,1:400
Angela,0,100,3351,1:406
Marlon,100,0,3323,1:410
Ryan,100,0,3264,1:417
Melissa,0,100,3250,1:419
Wayne,100,0,3202,1:425
Ronald,100,0,3174,1:429
Andrew,100,0,3155,1:432
Winston,100,0,3141,1:433
Mary,0,100,3134,1:434
Karen,0,100,3112,1:437
Brian,100,0,3094,1:440
Joel,100,0,3031,1:449
Steve,100,0,2995,1:455
Crystal,0,100,2979,1:457
Mark,100,0,2973,1:458
Susan,0,100,2921,1:466
Curtis,100,0,2900,1:469
Carol,0,100,2891,1:471
Kenneth,100,0,2804,1:486
Ian,100,0,2772,1:491
Ricardo,100,0,2714,1:502
Keith,100,0,2679,1:508
Wendy,0,100,2666,1:511
Robert,100,0,2651,1:514
Andy,100,0,2632,1:517
Christine,0,100,2603,1:523
Dexter,100,0,2541,1:536
Natalie,0,100,2530,1:538
Cynthia,0,100,2516,1:541
Joan,0,100,2504,1:544
Maria,0,100,2462,1:553
Junior,100,0,2450,1:556
Daniel,100,0,2428,1:561
Tricia,0,100,2352,1:579
Cheryl,0,100,2351,1:579
Andre,100,0,2310,1:589
Judy,0,100,2258,1:603
Shirley,0,100,2254,1:604
Gloria,0,100,2238,1:608
Denise,0,100,2229,1:611
Adrian,100,0,2217,1:614
Marilyn,0,100,2175,1:626
Neil,100,0,2175,1:626
