Name,Male,Female,Incidence,Frequency
Mohamed,0,0,50828,1:18
Fatouma,0,0,23207,1:39
Asma,0,0,20379,1:45
Ahmed,0,0,19553,1:47
Ali,0,0,16551,1:55
Hassan,0,0,11462,1:80
Soumeya,0,0,10461,1:88
Rahma,0,0,9787,1:94
Aicha,0,0,9657,1:95
Ibrahim,0,0,9635,1:95
Omar,0,0,9613,1:95
Aboubaker,0,0,9526,1:96
Amina,0,0,9287,1:99
Hawa,0,0,9287,1:99
Houssein,0,0,8743,1:105
Abdourahman,0,0,8722,1:105
Neima,0,0,8700,1:105
Hamda,0,0,8613,1:106
Mouna,0,0,7939,1:115
Nasteho,0,0,7895,1:116
Moussa,0,0,7330,1:125
Hamza,0,0,7286,1:126
Mariam,0,0,7090,1:129
Madina,0,0,6699,1:137
Ayan,0,0,6460,1:142
Moustapha,0,0,6307,1:145
Said,0,0,5894,1:155
Deka,0,0,5742,1:159
Hasna,0,0,5546,1:165
Abdillahi,0,0,5503,1:166
Oumalkaire,0,0,5503,1:166
Youssouf,0,0,5350,1:171
Mahad,0,0,5263,1:174
Assia,0,0,5242,1:175
Safa,0,0,5198,1:176
Abdi,0,0,5155,1:178
Ismael,0,0,5133,1:178
Zeinab,0,0,4937,1:185
Abdoulkader,0,0,4828,1:190
Osman,0,0,4763,1:192
Hamze,0,0,4741,1:193
Hibo,0,0,4698,1:195
Aden,0,0,4502,1:203
Mahamoud,0,0,4480,1:204
Fathia,0,0,4415,1:207
Mahdi,0,0,4393,1:208
Sahal,0,0,4176,1:219
Mahado,0,0,4154,1:220
Hodan,0,0,4132,1:222
Idil,0,0,4132,1:222
Kadidja,0,0,4111,1:223
Saredo,0,0,4024,1:228
Kadra,0,0,3893,1:235
Nima,0,0,3871,1:237
Radwan,0,0,3806,1:241
Zahra,0,0,3784,1:242
Liban,0,0,3763,1:243
Bilan,0,0,3567,1:257
Abdirahman,0,0,3545,1:258
Habon,0,0,3436,1:266
Samatar,0,0,3415,1:268
Saada,0,0,3306,1:277
Abdo,0,0,3197,1:286
Saida,0,0,3197,1:286
Zakaria,0,0,3197,1:286
Ifrah,0,0,3154,1:290
Farah,0,0,3132,1:292
Souleiman,0,0,3110,1:294
Oubah,0,0,3067,1:299
Abdallah,0,0,3045,1:301
Farhan,0,0,2958,1:310
Rabia,0,0,2936,1:312
Souhaib,0,0,2914,1:314
Amin,0,0,2893,1:317
Idriss,0,0,2893,1:317
Abdourazak,0,0,2849,1:321
Nasra,0,0,2740,1:334
Hamdi,0,0,2632,1:348
Houmed,0,0,2566,1:357
Momina,0,0,2523,1:363
Filsan,0,0,2479,1:369
Yacin,0,0,2479,1:369
Soumaya,0,0,2458,1:373
Zam-Zam,0,0,2458,1:373
Fardoussa,0,0,2436,1:376
Ismail,0,0,2436,1:376
Aswan,0,0,2414,1:379
Kadiga,0,0,2414,1:379
Safia,0,0,2414,1:379
Kadar,0,0,2392,1:383
Yahya,0,0,2327,1:393
Choukri,0,0,2305,1:397
Halima,0,0,2305,1:397
Hana,0,0,2284,1:401
Moumina,0,0,2284,1:401
Moktar,0,0,2262,1:405
Kadir,0,0,2240,1:409
Araksan,0,0,2218,1:413
Ladan,0,0,2153,1:425
Ramadan,0,0,2153,1:425
Ayanleh,0,0,2110,1:434
Hafsa,0,0,2066,1:443
Ikram,0,0,2044,1:448
Abass,0,0,2023,1:453
Loukman,0,0,1957,1:468
Souad,0,0,1936,1:473
Souheb,0,0,1936,1:473
Kaltoum,0,0,1870,1:490
Yasmin,0,0,1849,1:495
Djama,0,0,1827,1:501
Yacoub,0,0,1827,1:501
Ayoub,0,0,1805,1:507
Yasmine,0,0,1783,1:514
Mako,0,0,1762,1:520
Nasro,0,0,1762,1:520
Nasser,0,0,1762,1:520
Habsa,0,0,1740,1:526
Sadik,0,0,1740,1:526
Habone,0,0,1718,1:533
Daoud,0,0,1696,1:540
Kadira,0,0,1696,1:540
Rayan,0,0,1696,1:540
Fathi,0,0,1675,1:547
Zamzam,0,0,1675,1:547
Ilyas,0,0,1653,1:554
