Name,Male,Female,Incidence,Frequency
Maria,1,99,380897,1:19
Juan,99,1,172641,1:42
Jose,99,1,109188,1:66
Carlos,99,1,94299,1:77
Pedro,100,0,73995,1:98
Francisco,99,1,71046,1:102
Luis,99,1,69921,1:103
Jorge,99,1,65267,1:111
Miguel,99,1,58272,1:124
Victor,99,1,57612,1:126
Ramon,100,0,54619,1:132
Julio,99,1,49194,1:147
Juana,1,99,48121,1:150
Oscar,99,1,46635,1:155
Mario,99,1,43677,1:166
Antonio,99,1,42218,1:171
Ana,1,99,41916,1:173
Hugo,99,1,41241,1:175
Rosa,1,99,39844,1:182
Blanca,0,100,39005,1:186
Ramona,1,99,38970,1:186
Cesar,99,1,38842,1:186
Carmen,1,99,37358,1:194
Francisca,1,99,34047,1:213
Norma,0,100,33556,1:216
Gladys,0,100,33552,1:216
Gustavo,99,1,33305,1:217
Gloria,1,99,32602,1:222
Roberto,100,0,31166,1:232
Mirian,1,99,30576,1:237
Graciela,0,100,30107,1:240
Ruben,99,1,29394,1:246
Lidia,0,100,29322,1:247
Liz,0,100,28543,1:254
Pablo,99,1,28395,1:255
Edgar,99,1,28372,1:255
Angel,99,1,28280,1:256
Sonia,0,100,28231,1:256
Alberto,99,1,26331,1:275
Nancy,0,100,24741,1:293
Teresa,1,99,23774,1:304
Ricardo,100,0,23640,1:306
Marta,0,100,23150,1:313
Lucia,1,99,23117,1:313
Arnaldo,99,1,23111,1:313
Sergio,99,1,23097,1:313
Antonia,1,99,22664,1:319
Andres,99,1,22361,1:324
Nelson,99,1,22294,1:325
Alcides,99,1,21634,1:335
Felix,99,1,21500,1:337
Diego,99,1,21187,1:342
Laura,0,100,21162,1:342
Daniel,99,1,21107,1:343
Mirta,1,99,20896,1:346
Julia,1,99,20829,1:347
Silvia,0,100,20813,1:348
Hector,99,1,20685,1:350
Vicente,99,1,20286,1:357
Cristina,1,99,20236,1:358
Lilian,0,100,19831,1:365
Claudia,1,99,19703,1:367
Mercedes,5,95,19659,1:368
Alicia,0,100,19479,1:372
Olga,1,99,19463,1:372
Nilda,0,100,19451,1:372
Alfredo,99,1,19193,1:377
Margarita,1,99,18988,1:381
Marcos,99,1,18703,1:387
Lourdes,1,99,18395,1:393
Isabel,1,99,18350,1:394
Catalina,1,99,18004,1:402
Felipe,99,1,17983,1:402
Ignacio,99,1,17666,1:410
Derlis,99,1,17527,1:413
Petrona,1,99,17211,1:420
Nestor,100,0,17202,1:421
Anibal,100,0,17052,1:424
Zunilda,0,100,16760,1:432
Gregorio,99,1,16576,1:437
Celso,99,1,16135,1:449
Agustin,99,1,16128,1:449
Osvaldo,99,1,16082,1:450
Silvio,99,1,15953,1:454
Nidia,0,100,15857,1:456
Mirna,0,100,15504,1:467
Tomas,99,1,15459,1:468
Lorenzo,99,1,15409,1:470
Blas,98,2,15329,1:472
Sandra,0,100,15312,1:473
Patricia,1,99,15001,1:482
Zulma,0,100,14976,1:483
Manuel,99,1,14886,1:486
Liliana,0,100,14885,1:486
Fatima,1,99,14719,1:492
Ever,99,1,14656,1:494
Santiago,99,1,14656,1:494
Fernando,99,1,14632,1:495
Bernardo,99,1,14609,1:495
Dario,99,1,14579,1:496
Mirtha,0,100,14420,1:502
Celia,1,99,14343,1:505
Enrique,99,1,14319,1:505
Rafael,99,1,14287,1:507
Reinaldo,99,1,14265,1:507
Irma,1,99,14148,1:512
Eduardo,99,1,14116,1:513
Delia,1,99,13801,1:524
Virginia,1,99,13635,1:531
Elvio,99,1,13596,1:532
Isidro,99,1,13513,1:536
Estela,0,100,13409,1:540
Claudio,99,1,13408,1:540
Elva,1,99,13380,1:541
Eugenio,99,1,13349,1:542
Alejandro,99,1,13335,1:543
Mariano,99,1,13180,1:549
Julian,99,1,12857,1:563
Marcial,99,1,12852,1:563
Angela,0,100,12714,1:569
Luz,1,99,12707,1:570
Luciano,99,1,12541,1:577
Milciades,99,1,12454,1:581
Esteban,100,0,12350,1:586
Lucio,99,1,12188,1:594
Luisa,1,99,12187,1:594
Leonardo,99,1,12111,1:598
Dora,0,100,12056,1:600
Susana,0,100,11967,1:605
Aldo,99,1,11936,1:606
Cristian,99,1,11914,1:607
Cynthia,0,100,11624,1:623
Perla,1,99,11616,1:623
Martin,99,1,11591,1:624
Juliana,1,99,11410,1:634
Catalino,99,1,11328,1:639
Sara,1,99,11299,1:640
Justo,99,1,11140,1:650
Elsa,0,100,11112,1:651
Elena,1,99,11056,1:655
Roque,95,5,11042,1:655
Nicolas,99,1,11038,1:656
Agustina,1,99,10953,1:661
Eladio,100,0,10935,1:662
Tomasa,1,99,10930,1:662
Marina,1,99,10906,1:664
Wilfrido,99,1,10893,1:664
Dominga,1,99,10827,1:668
Domingo,99,1,10802,1:670
Gerardo,99,1,10785,1:671
Felicia,0,100,10762,1:672
Pablina,1,99,10720,1:675
Guillermo,99,1,10683,1:677
Myrian,0,100,10681,1:678
Gilberto,99,1,10610,1:682
Monica,0,100,10575,1:684
Andrea,0,100,10542,1:686
Marcelino,99,1,10473,1:691
Josefina,0,100,10325,1:701
Gabriel,99,1,10273,1:704
Felicita,0,100,10243,1:707
Lorenza,1,99,10211,1:709
Diana,0,100,10170,1:712
Raul,100,0,10117,1:715
Javier,99,1,10100,1:717
Teodoro,99,1,9970,1:726
Alba,1,99,9876,1:733
Eusebio,99,1,9868,1:733
Jorgelina,1,99,9851,1:735
Adolfo,100,0,9738,1:743
Victoria,1,99,9651,1:750
Ignacia,1,99,9640,1:751
Eugenia,1,99,9617,1:753
Isabelino,99,1,9551,1:758
Emilio,99,1,9517,1:760
Carolina,0,100,9475,1:764
Eva,1,99,9335,1:775
Hilda,1,99,9329,1:776
Cristhian,99,1,9328,1:776
Elida,1,99,9309,1:777
Clara,1,99,9272,1:781
Sixto,99,1,9248,1:783
Rodolfo,100,0,9224,1:785
Fidelina,1,99,9176,1:789
Christian,99,1,9087,1:796
Feliciano,99,1,9061,1:799
Marcelina,1,99,9028,1:802
Veronica,1,99,9023,1:802
Cecilia,1,99,9004,1:804
Cinthia,0,100,8976,1:806
Miguela,0,100,8965,1:807
Nelida,0,100,8942,1:809
