Name,Male,Female,Incidence,Frequency
Anh,40,60,3395987,1:27
Linh,25,75,1985467,1:47
Thanh,67,33,1720298,1:54
Ha,43,57,1708191,1:54
Tuan,94,6,1685488,1:55
Hung,91,9,1636502,1:57
An,62,38,1563646,1:59
Trang,9,91,1403806,1:66
Phuong,28,72,1387150,1:67
Dung,63,37,1319411,1:70
O,67,33,1210119,1:77
Nam,88,12,1137087,1:81
Thao,16,84,1119600,1:83
Huy,92,8,1110846,1:83
Ngoc,26,74,1062138,1:87
Thuy,12,88,1043166,1:89
Minh,73,27,1027873,1:90
Long,91,9,1017077,1:91
Nguyen,48,52,989683,1:94
Hai,83,17,985103,1:94
Hieu,88,12,970507,1:95
Hoa,42,58,967384,1:96
Son,92,8,958026,1:97
Hoang,83,17,957487,1:97
Van,65,35,956246,1:97
Nga,2,98,929268,1:100
Tien,63,37,913781,1:101
Huong,15,85,910311,1:102
Tu,67,33,832946,1:111
Thu,13,87,831187,1:111
Duy,88,12,828325,1:112
Yen,17,83,811505,1:114
Trung,89,11,810573,1:114
Hien,37,63,767128,1:121
Tung,92,8,759534,1:122
Duong,61,39,724453,1:128
Lan,7,93,715991,1:129
Cuong,93,7,710109,1:130
Vu,84,16,698936,1:133
Duc,94,6,695473,1:133
Khanh,71,29,680964,1:136
Huyen,9,91,672603,1:138
Nhi,8,92,633601,1:146
Hang,17,83,618670,1:150
Giang,45,55,592333,1:156
Hong,41,59,587360,1:158
Binh,73,27,584349,1:159
Lam,70,30,568852,1:163
Truong,88,12,555961,1:167
Tan,89,11,543184,1:171
Quang,93,7,538972,1:172
Chi,30,70,525805,1:176
My,10,90,521406,1:178
Thang,92,8,517663,1:179
Mai,12,88,510948,1:181
Tam,55,45,507574,1:182
Bao,80,20,507525,1:182
Phuc,83,17,499603,1:185
Ong,77,23,496087,1:187
Ta,74,26,480437,1:193
Vinh,90,10,476961,1:194
Ngan,8,92,465074,1:199
Ly,18,82,461893,1:201
Tran,32,68,460816,1:201
Nhu,14,86,454082,1:204
Quynh,15,85,445785,1:208
Toan,92,8,418327,1:221
Phong,89,11,417938,1:222
Nhung,7,93,416729,1:222
Thien,84,16,416113,1:223
Ho,66,34,415932,1:223
Dat,95,5,415385,1:223
Vy,10,90,410029,1:226
Quy,76,24,410013,1:226
Viet,90,10,389098,1:238
Thi,2,98,388473,1:238
Nhan,70,30,375443,1:247
Thuong,36,64,373229,1:248
Manh,91,9,365634,1:253
Hanh,23,77,363068,1:255
Quan,89,11,352515,1:263
Le,38,62,352102,1:263
Thai,86,14,348202,1:266
Tuyen,39,61,340054,1:272
Trinh,20,80,334962,1:277
Vi,35,65,330387,1:280
Tai,91,9,308899,1:300
Cong,85,15,306680,1:302
Inh,64,36,295937,1:313
Nghia,92,8,292880,1:316
Tri,91,9,289238,1:320
Phu,89,11,288558,1:321
Quyen,28,72,283098,1:327
Nhat,82,18,279179,1:332
Ba,68,32,269867,1:343
Sang,83,17,269280,1:344
Ai,63,37,269015,1:344
Than,83,17,267907,1:346
Chau,28,72,265985,1:348
Do,71,29,265735,1:349
Han,17,83,249462,1:371
Tram,7,93,241468,1:384
Thinh,91,9,235926,1:393
Thuan,83,17,234424,1:395
Vuong,87,13,233342,1:397
Kien,93,7,232586,1:398
Trong,92,8,231924,1:399
Khoa,90,10,230405,1:402
Uyen,7,93,227679,1:407
Oanh,8,92,225916,1:410
Loi,85,15,225126,1:411
Hau,75,25,220839,1:419
Uc,81,19,217051,1:427
Duyen,8,92,216135,1:429
Ang,76,24,213380,1:434
Hao,70,30,212207,1:436
Quoc,94,6,212137,1:437
Xuan,51,49,210262,1:441
Loan,8,92,209310,1:443
Loc,88,12,204673,1:453
Dang,76,24,204521,1:453
Luan,92,8,201843,1:459
Hiep,89,11,199948,1:463
Tinh,69,31,197505,1:469
Khang,91,9,191058,1:485
Dinh,80,20,190595,1:486
Hue,12,88,179580,1:516
Phuoc,88,12,177559,1:522
Phi,77,23,171920,1:539
Suu,2,98,170584,1:543
Tuyet,7,93,169942,1:545
Truc,18,82,166578,1:556
Hoai,45,55,165684,1:559
La,50,50,161989,1:572
Danh,85,15,159356,1:581
Diep,39,61,157168,1:589
Lien,10,90,155183,1:597
Luong,71,29,149139,1:621
Chien,92,8,148780,1:623
Phat,94,6,145200,1:638
Tho,54,46,142892,1:648
To,60,40,142369,1:651
Dong,86,14,141109,1:656
Chung,81,19,140173,1:661
Ma,61,39,139752,1:663
Huynh,47,53,138607,1:668
Phung,36,64,137226,1:675
Dao,44,56,136803,1:677
Am,42,58,132280,1:700
Hoan,77,23,131241,1:706
Kim,19,81,130151,1:712
Kiet,94,6,128024,1:723
Tin,87,13,125726,1:737
Chinh,72,28,124839,1:742
The,83,17,124233,1:746
A,58,42,123877,1:748
Thong,92,8,121874,1:760
Gia,66,34,120678,1:768
At,92,8,119803,1:773
Nguyet,6,94,116350,1:796
Oan,29,71,114447,1:809
Chu,65,35,114423,1:809
Kieu,13,87,114227,1:811
Y,20,80,113251,1:818
Lu,60,40,111988,1:827
Bang,50,50,111718,1:829
Pham,48,52,107484,1:862
Doan,69,31,106527,1:869
Teo,79,21,105257,1:880
Dai,83,17,105149,1:881
Huu,90,10,104197,1:889
Diem,10,90,100100,1:925
Bich,7,93,95392,1:971
Trieu,80,20,95006,1:975
Khoi,90,10,91714,1:1010
Khai,91,9,89314,1:1037
Dieu,25,75,88415,1:1048
Au,58,42,86568,1:1070
Nghi,27,73,86276,1:1074
