Name,Male,Female,Incidence,Frequency
Mariam,0,100,363968,1:50
Adama,82,18,296843,1:62
Fatimata,0,100,221269,1:83
Moussa,98,2,199749,1:92
Boureima,97,3,178347,1:103
Aminata,0,100,170594,1:108
Awa,0,100,155615,1:118
Abdoulaye,97,3,153743,1:120
Salamata,0,100,151809,1:121
Rasmata,0,100,145005,1:127
Hamidou,96,4,135023,1:136
Haoua,0,100,133726,1:137
Ousmane,99,1,133610,1:138
Souleymane,99,1,132494,1:139
Issa,98,2,128321,1:143
Amadou,92,8,118083,1:156
Saidou,99,1,114492,1:161
Alimata,0,100,111212,1:165
Bibata,0,100,109743,1:167
Yacouba,99,1,107360,1:171
Fatoumata,0,100,104626,1:176
Oumarou,97,3,103769,1:177
Idrissa,99,1,101047,1:182
Fati,0,100,100071,1:184
Habibou,1,99,96559,1:190
Issaka,100,0,96052,1:191
Minata,0,100,92715,1:198
Salimata,0,100,88832,1:207
Lamoussa,26,74,88062,1:209
Harouna,99,1,84292,1:218
Ramata,0,100,81846,1:225
Karim,100,0,81482,1:226
Mamounata,0,100,81041,1:227
Tene,3,97,80401,1:229
Rasmane,100,0,80164,1:229
Djeneba,0,100,78202,1:235
Asseta,0,100,77799,1:236
Marie,1,99,76058,1:242
Ag,99,1,76015,1:242
Hamado,100,0,73625,1:250
Daouda,99,1,73095,1:251
Sibiri,87,13,72068,1:255
Lassane,100,0,69687,1:264
Boukare,100,0,69162,1:266
Seydou,99,1,63564,1:289
Abdoul,100,0,62193,1:296
Zoenabo,0,100,58760,1:313
Hama,82,18,57848,1:318
Hamadou,92,8,57720,1:318
Moumouni,99,1,56752,1:324
Azeta,0,100,56348,1:326
Zalissa,0,100,55679,1:330
Issouf,100,0,55280,1:332
Noaga,54,46,55226,1:333
Soumaila,99,1,53467,1:344
Salifou,100,0,53454,1:344
Ali,91,9,53302,1:345
Jean,100,0,52972,1:347
Mahamadi,100,0,52123,1:353
Boukary,99,1,51654,1:356
Alizeta,0,100,51214,1:359
Mamoudou,94,6,50837,1:362
Ousseni,99,1,50202,1:366
Wellet,0,100,49349,1:372
Zakaria,100,0,48280,1:381
Inoussa,99,1,48250,1:381
Bintou,0,100,48081,1:382
Salmata,0,100,47151,1:390
Sita,24,76,46173,1:398
Fadima,1,99,46054,1:399
Larba,52,48,45696,1:402
Mamadou,100,0,44561,1:412
Mahamoudou,100,0,43660,1:421
Maimouna,0,100,43405,1:423
Talato,9,91,42780,1:430
Drissa,99,1,42546,1:432
Kouka,52,48,42207,1:435
Aissatou,1,99,41135,1:447
Sanata,0,100,39712,1:463
Koudougou,55,45,39508,1:465
Zenabo,0,100,39482,1:466
Binta,0,100,39127,1:470
Poko,17,83,38352,1:479
Sayouba,100,0,38140,1:482
Yamba,65,35,38067,1:483
Salam,100,0,37908,1:485
Madi,98,2,37365,1:492
Sibdou,1,99,37274,1:493
Yaya,99,1,35554,1:517
Hawa,0,100,35086,1:524
Safiatou,0,100,34359,1:535
Noufou,100,0,33993,1:541
Dramane,100,0,33229,1:553
Salfo,100,0,32403,1:567
Mamouna,0,100,32357,1:568
Sie,96,4,32312,1:569
Lassina,100,0,31846,1:577
Assetou,0,100,31277,1:588
Bila,61,39,30684,1:599
Siaka,100,0,30428,1:604
Abdou,99,1,30225,1:608
Boukari,98,2,29959,1:613
Issoufou,100,0,29914,1:614
Amidou,99,1,29462,1:624
Zenabou,0,100,29002,1:634
Boubacar,87,13,28932,1:635
Aissata,0,100,28511,1:645
Pauline,0,100,28465,1:646
Ibrahim,99,1,28114,1:654
Korotimi,0,100,27642,1:665
Rihanata,0,100,27553,1:667
Kassoum,100,0,27375,1:671
Nobila,59,41,27231,1:675
Aoua,0,100,26833,1:685
Safiata,0,100,26796,1:686
Zonabo,0,100,24992,1:735
Ami,0,100,24942,1:737
Lizeta,0,100,24801,1:741
Sarata,0,100,24067,1:764
Noraogo,100,0,23981,1:766
Salif,100,0,23772,1:773
Sambo,95,5,23349,1:787
Adissa,0,100,23289,1:789
Hassane,92,8,23208,1:792
Tassere,100,0,23001,1:799
Limata,0,100,22968,1:800
Rakieta,0,100,22833,1:805
Tanga,55,45,22517,1:816
Alassane,100,0,22447,1:819
Oumou,0,100,22229,1:827
Moumini,99,1,22213,1:827
Martine,0,100,22185,1:828
Amade,100,0,22046,1:834
Fanta,0,100,21983,1:836
Rosalie,0,100,21830,1:842
Halidou,99,1,21810,1:843
Paul,100,0,21729,1:846
Raogo,90,10,21567,1:852
Pascal,100,0,20822,1:883
Ablasse,100,0,20735,1:886
Arouna,100,0,20652,1:890
Aisseta,0,100,20580,1:893
Nopoko,1,99,20573,1:893
Djingri,58,42,20516,1:896
Pascaline,0,100,20423,1:900
Adjara,0,100,20244,1:908
Azara,0,100,20186,1:911
Emmanuel,100,0,20181,1:911
Tinga,58,42,20149,1:912
Halimata,0,100,20112,1:914
Sidiki,99,1,19981,1:920
Alima,0,100,19876,1:925
Ousseini,98,2,19854,1:926
Aguiratou,0,100,19783,1:929
Aly,99,1,19550,1:940
Bakary,100,0,19541,1:941
Youssouf,100,0,19528,1:941
Hado,57,43,19481,1:943
Tiga,59,41,19442,1:945
Yeri,1,99,19433,1:946
Alidou,100,0,19383,1:948
Kadidia,0,100,19343,1:950
Madeleine,0,100,19157,1:959
Kiswendsida,51,49,19135,1:961
Kalizeta,0,100,19030,1:966
Adjaratou,0,100,18780,1:979
Balguissa,0,100,18678,1:984
Hamade,100,0,18604,1:988
Mohamed,98,2,18326,1:1003
Mady,99,1,18277,1:1006
Balkissa,0,100,18161,1:1012
Assane,99,1,18077,1:1017
Seni,99,1,18052,1:1018
Safieta,0,100,17917,1:1026
Aguirata,0,100,17790,1:1033
Mairama,0,100,17720,1:1037
Salamatou,0,100,17499,1:1050
Abibou,1,99,17444,1:1054
Therese,0,100,17354,1:1059
Helene,0,100,17250,1:1065
Pierre,99,1,17240,1:1066
Abzeta,0,100,17218,1:1067
Zarata,0,100,17027,1:1079
Asseto,0,100,16585,1:1108
Sali,2,98,16375,1:1122
Mariama,1,99,16354,1:1124
Oumar,100,0,16239,1:1132
Christine,0,100,16033,1:1146
Hamadoum,97,3,15960,1:1152
Karidia,0,100,15936,1:1153
Moustapha,100,0,15849,1:1160
Lalle,59,41,15816,1:1162
Yempoaka,1,99,15795,1:1164
Amado,100,0,15743,1:1167
Catherine,0,100,15496,1:1186
Kayaba,55,45,15447,1:1190
Assita,0,100,15440,1:1190
Justine,0,100,15374,1:1195
Sibidi,46,54,15170,1:1212
Francois,100,0,15154,1:1213
Noelie,0,100,15082,1:1219
Koumbou,2,98,15034,1:1223
Joseph,100,0,14702,1:1250
Kibsa,56,44,14679,1:1252
Jeanne,0,100,14466,1:1271
Issiaka,98,2,14429,1:1274
Aboubacar,97,3,14393,1:1277
Soumana,84,16,14299,1:1285
Oho,0,100,14256,1:1289
Elisabeth,0,100,14241,1:1291
Mamou,1,99,14206,1:1294
Yabre,54,46,14194,1:1295
Michel,100,0,14149,1:1299
Mariame,0,100,14024,1:1311
Dieudonne,100,0,13927,1:1320
Tani,11,89,13905,1:1322
Aicha,0,100,13880,1:1324
Bernadette,0,100,13871,1:1325
Marceline,0,100,13806,1:1331
Brahima,100,0,13514,1:1360
Odette,0,100,13361,1:1376
Sansan,100,0,13156,1:1397
Safoura,0,100,13059,1:1407
Koudpoko,1,99,13055,1:1408
Setou,0,100,12873,1:1428
Bassirou,99,1,12859,1:1429
Arzouma,76,24,12851,1:1430
Abou,69,31,12797,1:1436
Risnata,0,100,12741,1:1443
Jacqueline,0,100,12613,1:1457
Yassia,99,1,12612,1:1457
Ouango,55,45,12596,1:1459
Tibila,66,34,12587,1:1460
Abibata,0,100,12445,1:1477
Marcel,100,0,12443,1:1477
Talata,24,76,12285,1:1496
Yemdaogo,99,1,12243,1:1501
Adjima,59,41,12239,1:1502
Tipoko,1,99,12145,1:1513
Aissa,0,100,11987,1:1533
Tilado,53,47,11899,1:1545
Ini,0,100,11883,1:1547
Koudbi,65,35,11657,1:1577
Alimatou,0,100,11656,1:1577
Monique,0,100,11530,1:1594
Clarisse,0,100,11526,1:1595
Mahamadou,99,1,11453,1:1605
Sana,54,46,11355,1:1619
Babou,99,1,11303,1:1626
Zourata,0,100,11261,1:1632
Mahama,99,1,11254,1:1633
Pousga,51,49,11202,1:1641
Andre,99,1,11195,1:1642
Sibidou,7,93,11163,1:1646
Daniel,100,0,11092,1:1657
Tibo,59,41,11039,1:1665
Sadou,93,7,10993,1:1672
Odile,0,100,10982,1:1674
Damata,0,100,10889,1:1688
Ramatou,0,100,10849,1:1694
Korotoumou,0,100,10818,1:1699
Mathieu,100,0,10521,1:1747
Piga,56,44,10492,1:1752
Antoine,100,0,10480,1:1754
Mamina,0,100,10477,1:1754
Pamoussa,99,1,10472,1:1755
Lamine,99,1,10350,1:1776
Lamoudi,48,52,10276,1:1789
Orokia,0,100,10276,1:1789
Tiraogo,99,1,10247,1:1794
Namoussa,32,68,10155,1:1810
Kadiatou,0,100,10111,1:1818
Celine,0,100,10106,1:1819
Josephine,0,100,10091,1:1821
Cecile,0,100,10090,1:1822
Kotim,0,100,10085,1:1822
Antoinette,0,100,10055,1:1828
Ollo,99,1,10045,1:1830
Hadjatou,1,99,10002,1:1838
Delphine,0,100,9995,1:1839
Germaine,0,100,9988,1:1840
Maimounata,0,100,9986,1:1841
Pogbi,16,84,9858,1:1864
Maminata,0,100,9854,1:1865
Yempabou,83,17,9824,1:1871
Saga,69,31,9820,1:1872
Kalifa,98,2,9608,1:1913
Kadisso,0,100,9496,1:1935
Blandine,0,100,9475,1:1940
Suzanne,0,100,9415,1:1952
Sylvie,0,100,9394,1:1957
Wendyam,41,59,9371,1:1961
Sophie,0,100,9355,1:1965
Marou,100,0,9289,1:1979
Amina,2,98,9246,1:1988
Mamata,0,100,9225,1:1992
Jacques,100,0,9222,1:1993
Angele,0,100,9192,1:2000
Nafissatou,0,100,9122,1:2015
Julienne,0,100,9099,1:2020
Veronique,0,100,9066,1:2027
Albert,100,0,9049,1:2031
Alou,90,10,9033,1:2035
Assatou,0,100,8969,1:2049
Madou,99,1,8958,1:2052
Salou,91,9,8943,1:2055
Ebou,0,100,8925,1:2059
Patenema,100,0,8889,1:2068
Roukiatou,1,99,8879,1:2070
Nongma,46,54,8819,1:2084
Etienne,100,0,8816,1:2085
Moctar,99,1,8768,1:2096
Marietou,0,100,8679,1:2118
Chantal,0,100,8660,1:2122
Bernard,100,0,8649,1:2125
Barkissa,0,100,8646,1:2126
Kuilga,45,55,8594,1:2139
Kadidiatou,0,100,8542,1:2152
Kadiata,0,100,8536,1:2153
Denis,99,1,8472,1:2169
Sata,1,99,8470,1:2170
Alaye,98,2,8444,1:2177
Goama,53,47,8405,1:2187
Sami,97,3,8400,1:2188
Ganda,62,38,8375,1:2195
Assana,3,97,8324,1:2208
Zara,1,99,8280,1:2220
Taladi,32,68,8215,1:2237
Bali,100,0,8206,1:2240
Denise,0,100,8193,1:2243
Fatouma,0,100,8169,1:2250
Marguerite,0,100,8155,1:2254
Nathalie,0,100,8109,1:2267
Mouni,100,0,8060,1:2280
Wendpouire,40,60,8060,1:2280
Kouliga,57,43,8059,1:2281
Yembi,80,20,8057,1:2281
Amnatou,0,100,7992,1:2300
Daogo,99,1,7981,1:2303
Binto,0,100,7971,1:2306
Djibril,100,0,7945,1:2313
Zoenabou,0,100,7929,1:2318
Yentema,70,30,7913,1:2323
Karidja,0,100,7897,1:2327
Tenin,2,98,7848,1:2342
Kirsi,53,47,7820,1:2350
Augustin,100,0,7814,1:2352
Sekou,98,2,7786,1:2361
Aminatou,1,99,7772,1:2365
Soungalo,100,0,7748,1:2372
Aguera,1,99,7737,1:2376
Emile,100,0,7733,1:2377
Pendo,0,100,7713,1:2383
Edith,0,100,7649,1:2403
Eli,11,89,7597,1:2419
Toukoumnogo,50,50,7584,1:2423
Djouma,3,97,7539,1:2438
Ardjima,83,17,7498,1:2451
Solange,0,100,7433,1:2473
Sylvain,100,0,7412,1:2480
Kaligueta,0,100,7401,1:2483
David,100,0,7389,1:2487
Bebe,55,45,7388,1:2488
Samuel,100,0,7370,1:2494
Agnes,0,100,7366,1:2495
Mahamady,100,0,7300,1:2518
Ouampoko,1,99,7249,1:2535
Safietou,0,100,7229,1:2542
Brigitte,0,100,7207,1:2550
Benjamin,100,0,7188,1:2557
Patrice,100,0,7178,1:2561
Mohamadi,100,0,7165,1:2565
Wendkouni,39,61,7155,1:2569
Bandiba,51,49,7149,1:2571
Koudaogo,99,1,7066,1:2601
Alice,0,100,7065,1:2601
Kadre,100,0,7052,1:2606
Azeto,0,100,7051,1:2607
Kadidiata,0,100,7034,1:2613
Felicite,0,100,7011,1:2622
Vincent,100,0,6979,1:2634
Florence,0,100,6937,1:2649
Honorine,0,100,6933,1:2651
Kadissa,0,100,6927,1:2653
Sandaogo,99,1,6904,1:2662
Amsetou,0,100,6880,1:2671
Zouma,3,97,6868,1:2676
Fousseni,99,1,6840,1:2687
Beatrice,0,100,6803,1:2702
Anne,1,99,6801,1:2702
Timbila,66,34,6784,1:2709
Martin,99,1,6771,1:2714
Roger,100,0,6752,1:2722
Habi,1,99,6691,1:2747
Tissa,49,51,6678,1:2752
Saydou,99,1,6671,1:2755
Possibo,1,99,6640,1:2768
Elie,82,18,6632,1:2771
Amnata,1,99,6618,1:2777
Hadiatou,1,99,6580,1:2793
Gilbert,100,0,6561,1:2801
Mathias,100,0,6558,1:2803
Kadidja,0,100,6534,1:2813
Maria,0,100,6515,1:2821
Boubie,99,1,6498,1:2828
Elise,7,93,6492,1:2831
Tambi,78,22,6468,1:2842
Abiba,0,100,6453,1:2848
Yero,90,10,6433,1:2857
Sidi,96,4,6429,1:2859
Desire,99,1,6384,1:2879
Clementine,0,100,6358,1:2891
Ouambi,81,19,6357,1:2891
Ibrahima,100,0,6351,1:2894
Laurent,100,0,6332,1:2903
Colette,0,100,6329,1:2904
Abdouramane,89,11,6304,1:2916
Maliki,99,1,6288,1:2923
Siata,1,99,6262,1:2935
Abi,1,99,6233,1:2949
Bangre,59,41,6226,1:2952
Nebila,53,47,6226,1:2952
Robert,100,0,6223,1:2953
Guingri,54,46,6200,1:2964
Basga,57,43,6192,1:2968
Madina,1,99,6110,1:3008
Lucie,0,100,6077,1:3024
Dominique,98,2,6056,1:3035
Thomas,100,0,6049,1:3038
Ismael,100,0,6034,1:3046
Kouma,53,47,6021,1:3053
Eric,100,0,5973,1:3077
Juliette,0,100,5935,1:3097
Baba,92,8,5919,1:3105
Mariatou,0,100,5895,1:3118
Abel,100,0,5882,1:3125
