Name,Male,Female,Incidence,Frequency
Mohamed,100,0,37607,1:18
Ahmed,100,0,9713,1:70
Abdel,100,0,8983,1:75
Ali,100,0,7264,1:93
Adel,0,100,6789,1:100
Anis,0,100,5705,1:119
Sami,100,0,4626,1:146
Khaled,100,0,4074,1:166
Reda,21,79,3925,1:172
Walid,100,0,3830,1:177
Aymen,100,0,3754,1:180
Fatima,0,100,3657,1:185
Imen,87,13,3575,1:189
Med,100,0,3275,1:207
Habib,100,0,3221,1:210
Nour,0,100,3215,1:211
Karim,100,0,3190,1:212
Lotfi,100,0,3112,1:218
Amal,1,99,3022,1:224
Marwa,27,73,2900,1:233
Omar,100,0,2834,1:239
Tarek,100,0,2810,1:241
Nabil,100,0,2657,1:255
Asma,2,98,2581,1:262
Nadia,0,100,2480,1:273
Hatem,100,0,2458,1:275
Samir,100,0,2408,1:281
Mounir,100,0,2396,1:283
Amira,1,99,2378,1:285
Amine,100,0,2374,1:285
Zied,100,0,2362,1:287
Fatma,4,96,2294,1:295
Samia,0,100,2259,1:300
Moez,100,0,2249,1:301
Mehdi,100,0,2229,1:304
Hamza,100,0,2223,1:304
Sana,1,99,2190,1:309
Nizar,100,0,2188,1:309
Ines,6,94,2176,1:311
Fathi,100,0,2121,1:319
Souad,0,100,2085,1:325
Slim,100,0,2029,1:334
Wafa,25,75,1978,1:342
Mahmoud,100,0,1932,1:350
Hamdi,100,0,1916,1:353
Olfa,2,98,1879,1:360
Riadh,100,0,1857,1:365
Kamal,100,0,1848,1:366
Laila,0,100,1841,1:368
Kamel,100,0,1828,1:370
Mourad,100,0,1828,1:370
Maher,100,0,1820,1:372
Bilel,39,61,1819,1:372
Latifa,0,100,1792,1:378
Sonia,2,98,1785,1:379
Hassan,100,0,1771,1:382
Hichem,100,0,1766,1:383
Mariem,3,97,1728,1:392
Saber,65,35,1728,1:392
Salem,100,0,1725,1:392
Mouna,1,99,1722,1:393
Saleh,100,0,1689,1:401
Samira,0,100,1657,1:409
Mohsen,100,0,1640,1:413
Oussama,98,2,1616,1:419
Imed,100,0,1613,1:420
Houssem,100,0,1601,1:423
Mariam,0,100,1577,1:429
Nour El Din,0,100,1575,1:430
Salah,100,0,1554,1:436
Mahdi,100,0,1538,1:440
Amel,83,17,1535,1:441
Lamia,0,100,1528,1:443
Yassine,82,18,1496,1:452
Salma,1,99,1456,1:465
Jamila,0,100,1443,1:469
Ridha,100,0,1431,1:473
Rim,81,19,1420,1:477
Ibrahim,100,0,1419,1:477
Manel,100,0,1410,1:480
Salwa,0,100,1403,1:482
Ramzi,100,0,1402,1:483
Menia,0,100,1378,1:491
Emna,7,93,1372,1:493
Youssef,100,0,1360,1:498
Aisha,0,100,1336,1:507
Khadija,1,99,1318,1:514
Senia,0,100,1310,1:517
Houda,8,92,1292,1:524
Naima,0,100,1289,1:525
Faten,16,84,1280,1:529
Moncef,100,0,1280,1:529
Hajer,30,70,1261,1:537
Hassen,100,0,1242,1:545
Habiba,0,100,1241,1:545
Kais,37,63,1238,1:547
Khalil,100,0,1238,1:547
Hedi,10,90,1235,1:548
Atef,100,0,1220,1:555
Murad,100,0,1214,1:558
Zahra,0,100,1211,1:559
Waleed,100,0,1209,1:560
Mounira,1,99,1205,1:562
Basma,18,82,1202,1:563
Radhia,0,100,1202,1:563
Sarra,2,98,1185,1:571
Jamal,100,0,1174,1:577
Najat,0,100,1172,1:578
Leila,10,90,1161,1:583
Yosra,1,99,1154,1:587
Fathia,0,100,1147,1:590
Nesrine,13,87,1138,1:595
Marwen,45,55,1136,1:596
Jamel,94,6,1132,1:598
Wael,100,0,1130,1:599
Wassim,100,0,1109,1:610
Hussein,100,0,1092,1:620
Ahlem,4,96,1086,1:623
Hanen,73,27,1072,1:631
Salim,100,0,1072,1:631
Mokhtar,100,0,1056,1:641
Hayat,0,100,1055,1:642
Issam,100,0,1054,1:642
Soumaya,3,97,1053,1:643
Hamida,0,100,1048,1:646
El Hadi,63,37,1044,1:648
Sabrine,3,97,1043,1:649
Hoda,0,100,1041,1:650
Chokri,100,0,1037,1:653
Ammar,100,0,1025,1:660
Mona,0,100,1023,1:662
Aida,0,100,1017,1:666
Karima,0,100,1016,1:666
Mabrouka,1,99,1011,1:670
Emad,100,0,1010,1:670
Rahma,1,99,999,1:678
Fawzi,100,0,991,1:683
Wissem,73,27,989,1:684
Bechir,100,0,980,1:691
Rania,2,98,975,1:694
Eltaher,100,0,973,1:696
Yousef,100,0,967,1:700
Hela,100,0,965,1:701
