Name,Male,Female,Incidence,Frequency
Milica,0,100,6339,1:100
Dragan,100,0,6194,1:102
Radmila,0,100,5918,1:107
Danica,0,100,5842,1:109
Milan,100,0,5382,1:118
Zoran,100,0,5183,1:122
Jelena,0,100,4961,1:128
Nikola,100,0,4948,1:128
Zorka,0,100,4754,1:133
Milorad,100,0,4752,1:134
Slobodan,100,0,4749,1:134
Marija,0,100,4709,1:135
Dragica,0,100,4490,1:141
Ljubica,0,100,4440,1:143
Ljiljana,0,100,4254,1:149
Nada,0,100,4241,1:150
Branko,100,0,4143,1:153
Branka,0,100,4138,1:153
Petar,100,0,4038,1:157
Miodrag,100,0,3934,1:161
Milena,0,100,3898,1:163
Mileva,0,100,3882,1:163
Vesna,0,100,3804,1:167
Veselin,100,0,3761,1:169
Milka,0,100,3663,1:173
Mirjana,0,100,3627,1:175
Dušan,100,0,3604,1:176
Olga,0,100,3591,1:177
Marko,100,0,3552,1:179
Stanka,0,100,3319,1:191
Jovan,100,0,3278,1:194
Darinka,0,100,3117,1:204
Božidar,100,0,3080,1:206
Miloš,100,0,3063,1:207
Rajko,100,0,2964,1:214
Zorica,0,100,2948,1:215
Vladimir,100,0,2938,1:216
Jovanka,0,100,2924,1:217
Radomir,100,0,2890,1:220
Vera,0,100,2766,1:229
Željko,100,0,2753,1:231
Radovan,100,0,2724,1:233
Slavka,0,100,2652,1:239
Desanka,0,100,2640,1:240
Mirko,100,0,2587,1:245
Slavko,100,0,2541,1:250
Slavica,0,100,2536,1:250
Ana,0,100,2527,1:251
Aleksandar,100,0,2466,1:257
Milovan,100,0,2440,1:260
Ilija,100,0,2437,1:260
Snežana,0,100,2423,1:262
Goran,100,0,2408,1:264
Stana,0,100,2377,1:267
Milijana,0,100,2288,1:277
Dragoljub,100,0,2219,1:286
Predrag,100,0,2201,1:288
Dušanka,0,100,2171,1:292
Branislav,100,0,2168,1:293
Radojka,0,100,2167,1:293
Vojislav,100,0,2159,1:294
Biljana,0,100,2143,1:296
Anka,0,100,2103,1:302
Nevenka,0,100,2099,1:302
Savo,100,0,2094,1:303
Bosiljka,0,100,2083,1:305
Danilo,100,0,2080,1:305
Žarko,100,0,2071,1:306
Dragana,0,100,2046,1:310
Momčilo,100,0,2016,1:315
Sonja,0,100,2008,1:316
Ranko,100,0,1970,1:322
Ivan,100,0,1961,1:324
Ljubomir,100,0,1959,1:324
Dejan,100,0,1953,1:325
Slobodanka,0,100,1931,1:329
Svetlana,0,100,1931,1:329
Djordjije,100,0,1880,1:338
Vukosava,0,100,1874,1:339
Milivoje,100,0,1846,1:344
Milutin,100,0,1836,1:346
Mihailo,100,0,1806,1:351
Gordana,0,100,1796,1:353
Milanka,0,100,1775,1:358
Senka,0,100,1763,1:360
Nataša,0,100,1757,1:361
Marina,0,100,1722,1:369
Vidosava,0,100,1719,1:369
Vjera,0,100,1678,1:378
Gojko,100,0,1667,1:381
Ratko,100,0,1665,1:381
Veljko,87,13,1661,1:382
Milosava,0,100,1609,1:394
Velimir,100,0,1597,1:397
Milenko,100,0,1537,1:413
Saša,50,50,1536,1:413
Lidija,0,100,1535,1:413
Mara,0,100,1501,1:423
Ivana,0,100,1489,1:426
Nenad,100,0,1479,1:429
Luka,100,0,1452,1:437
Tomislav,100,0,1440,1:441
Rade,100,0,1424,1:446
Blažo,100,0,1408,1:451
Tatjana,0,100,1401,1:453
Darko,100,0,1348,1:471
Zagorka,0,100,1346,1:471
Borislav,100,0,1331,1:477
Zdravko,100,0,1327,1:478
Nebojša,100,0,1326,1:479
Olivera,0,100,1317,1:482
Svetozar,100,0,1300,1:488
Velika,0,100,1285,1:494
Sanja,0,100,1275,1:498
Kosa,0,100,1273,1:498
Marica,0,100,1261,1:503
Vasilije,100,0,1255,1:506
Dragomir,100,0,1253,1:506
Mitar,100,0,1228,1:517
Novak,74,26,1225,1:518
Aleksandra,0,100,1207,1:526
Drago,100,0,1197,1:530
Miroslav,100,0,1189,1:534
Boško,100,0,1181,1:537
Božo,100,0,1172,1:541
Veselinka,0,100,1171,1:542
Mileta,54,46,1161,1:547
Miladin,100,0,1157,1:548
Ruža,0,100,1153,1:550
Dragutin,100,0,1152,1:551
Stanica,0,100,1148,1:553
Pavle,100,0,1136,1:559
Mladen,100,0,1130,1:562
Natalija,0,100,1120,1:567
Djuro,100,0,1115,1:569
