Name,Male,Female,Incidence,Frequency
Jose,0,0,374937,1:28
Maria,0,0,298164,1:35
Juan,0,0,258030,1:40
Ana,0,0,174555,1:60
Luis,0,0,167618,1:62
Rafael,0,0,159290,1:65
Ramon,0,0,130776,1:80
Francisco,0,0,117939,1:88
Carlos,0,0,113368,1:92
Manuel,0,0,109927,1:95
Carmen,0,0,99524,1:105
Rosa,0,0,95286,1:109
Miguel,0,0,91512,1:114
Pedro,0,0,91413,1:114
Juana,0,0,75438,1:138
Altagracia,0,0,74852,1:139
Mercedes,0,0,67049,1:156
Julio,0,0,63714,1:164
Angel,0,0,58858,1:177
Felix,0,0,57487,1:181
Victor,0,0,56739,1:184
Antonio,0,0,49036,1:213
Hector,0,0,47739,1:219
Jorge,0,0,45293,1:230
Rosario,0,0,44465,1:235
Luz,0,0,42031,1:248
Roberto,0,0,40561,1:257
Ramona,0,0,39640,1:263
Domingo,0,0,39301,1:265
Angela,0,0,36453,1:286
Jesus,0,0,36360,1:287
Andres,0,0,35316,1:295
Daniel,0,0,32864,1:317
Nelson,0,0,31888,1:327
Fernando,0,0,31801,1:328
Cesar,0,0,31301,1:333
Margarita,0,0,30325,1:344
Josefina,0,0,28249,1:369
Elizabeth,0,0,28175,1:370
Pablo,0,0,28113,1:371
Francisca,0,0,27866,1:374
Alejandro,0,0,26433,1:395
Luisa,0,0,26316,1:396
Mario,0,0,26180,1:398
Milagros,0,0,25698,1:406
Ricardo,0,0,25649,1:407
Eduardo,0,0,25284,1:413
Alberto,0,0,24994,1:417
Mária,0,0,24858,1:420
Franklin,0,0,24481,1:426
Sandra,0,0,23839,1:438
Isabel,0,0,23524,1:443
David,0,0,23363,1:446
Martha,0,0,23079,1:452
Lourdes,0,0,22047,1:473
Olga,0,0,21040,1:496
Sonia,0,0,20626,1:506
Maritza,0,0,20151,1:518
Maximo,0,0,20089,1:519
Laura,0,0,20033,1:521
Vda,0,0,19768,1:528
Gladys,0,0,19582,1:533
Wendy,0,0,19273,1:541
Clara,0,0,19181,1:544
Jean,0,0,19150,1:545
Teresa,0,0,19070,1:547
Santo,0,0,18835,1:554
Cristina,0,0,18545,1:562
Dulce,0,0,18538,1:563
Francis,0,0,18464,1:565
Martin,0,0,18440,1:566
Tomas,0,0,18316,1:570
Mayra,0,0,18267,1:571
de Jesus,0,0,18106,1:576
Andrea,0,0,17896,1:583
Marcos,0,0,17896,1:583
Guillermo,0,0,17636,1:591
Robert,0,0,17476,1:597
Leonardo,0,0,17420,1:599
Eddy,0,0,17303,1:603
Bienvenido,0,0,17111,1:610
Wilson,0,0,17000,1:614
Miguelina,0,0,16988,1:614
Julia,0,0,16803,1:621
Felipe,0,0,16790,1:621
Elsa,0,0,16765,1:622
Ruben,0,0,16691,1:625
Nancy,0,0,16605,1:628
Henry,0,0,16426,1:635
Javier,0,0,16389,1:636
Antonia,0,0,16191,1:644
Lidia,0,0,15796,1:660
Edwin,0,0,15789,1:661
Freddy,0,0,15721,1:664
Richard,0,0,15450,1:675
Ruth,0,0,15246,1:684
Gloria,0,0,15196,1:686
Cristian,0,0,15005,1:695
Yolanda,0,0,14857,1:702
Alfredo,0,0,14832,1:703
Lorenzo,0,0,14665,1:711
Carolina,0,0,14572,1:716
Joel,0,0,14572,1:716
Lucia,0,0,14486,1:720
William,0,0,14443,1:722
Jacqueline,0,0,14196,1:735
Enrique,0,0,14189,1:735
Raul,0,0,14171,1:736
Fausto,0,0,14159,1:737
Encarnacion,0,0,13874,1:752
Marino,0,0,13874,1:752
Maribel,0,0,13868,1:752
Nicolas,0,0,13646,1:764
Alexandra,0,0,13590,1:768
Rosanna,0,0,13430,1:777
Belkis,0,0,13362,1:781
Edward,0,0,13312,1:784
Alba,0,0,13263,1:786
Josefa,0,0,13238,1:788
Evelyn,0,0,13071,1:798
Alexander,0,0,13040,1:800
Patricia,0,0,12892,1:809
Oscar,0,0,12824,1:813
Hilda,0,0,12793,1:815
Paula,0,0,12744,1:819
Ingrid,0,0,12670,1:823
Iris,0,0,12478,1:836
Victoria,0,0,12472,1:836
Rafaela,0,0,12392,1:842
Ernesto,0,0,12355,1:844
Claudia,0,0,12231,1:853
Vicente,0,0,12207,1:855
German,0,0,12163,1:858
Sergio,0,0,12058,1:865
Dolores,0,0,12003,1:869
Samuel,0,0,11854,1:880
