Name,Male,Female,Incidence,Frequency
Ji-u,28,72,40205,1:138
Min-Jun,100,0,37094,1:149
Seo-Yun,7,93,35207,1:157
Seo-Yeon,0,100,34676,1:160
Min-Seo,15,85,32375,1:171
Seo-Jun,100,0,31917,1:174
Seo-Hyeon,6,94,30367,1:183
Ji-Min,21,79,28443,1:195
Ju-Won,85,15,28060,1:198
Ji-Won,38,62,27546,1:201
Ha-Yun,12,88,27315,1:203
Ye-jun,99,1,27126,1:204
Si-U,87,13,27046,1:205
Do-Yun,94,6,26928,1:206
Yeon-u,53,47,26604,1:208
Ji-Hu,84,16,26002,1:213
Yun-Seo,11,89,25783,1:215
Seo-Jin,60,40,25551,1:217
Ha-Eun,1,99,25321,1:219
Ji-Ho,87,13,25072,1:221
Ji-Yu,4,96,22352,1:248
Ji-Yun,7,93,22151,1:250
Ha-Jun,100,0,22065,1:251
Jun-Seo,98,2,22049,1:251
Chae-Won,2,98,21954,1:253
Ji-An,33,67,20767,1:267
Eun-Seo,1,99,20564,1:270
Jun-U,100,0,20482,1:271
Hyeon-u,99,1,20389,1:272
Su-Hyeon,51,49,20309,1:273
Do-Hyeon,96,4,20122,1:276
Ji-Hun,100,0,19981,1:277
Su-Bin,7,93,19829,1:280
Su-A,1,99,19354,1:286
Da-Eun,0,100,19191,1:289
Geon-u,100,0,18985,1:292
Ye-Eun,0,100,18976,1:292
U-Jin,98,2,18804,1:295
Si-Yun,66,34,18330,1:302
Seon-U,86,14,18195,1:305
Hyeon-Seo,40,60,17967,1:309
So-yul,2,98,17395,1:319
Yu-Jin,15,85,17284,1:321
Ye-Won,1,99,17222,1:322
Si-Hyeon,50,50,17210,1:322
Ji-A,0,100,17125,1:324
Ha-yul,39,61,17081,1:325
Min-Jae,96,4,16818,1:330
Ye-Rin,0,100,16560,1:335
Su-Min,20,80,16402,1:338
Hyeon-jun,100,0,16176,1:343
So-Yun,0,100,16061,1:345
Ji-Yul,41,59,16017,1:346
Seo-u,39,61,15508,1:358
Eun-u,71,29,15041,1:369
Seung-Hyeon,88,12,15004,1:370
Si-Eun,1,99,14653,1:378
Jeong-U,99,1,14302,1:388
Seo-Yeong,1,99,13877,1:400
Chae-Eun,0,100,13838,1:401
Ga-Eun,0,100,13822,1:401
Ha-rin,1,99,13796,1:402
Ye-Na,0,100,13793,1:402
Seo-yul,30,70,13736,1:404
Yu-Jun,100,0,13591,1:408
Min-Ji,0,100,13539,1:410
Yun-A,0,100,13445,1:412
Ye-Jin,0,100,13259,1:418
Jun-Hyeok,100,0,13155,1:421
Seung-U,100,0,13058,1:425
Yu-Na,0,100,13002,1:426
Su-Yeon,2,98,12953,1:428
Ji-Hwan,100,0,12918,1:429
Seung-Min,95,5,12753,1:435
Yu-Bin,22,78,12707,1:436
A-in,16,84,12078,1:459
Min-Seong,97,3,11855,1:468
Ye-seo,2,98,11814,1:469
Yu-Chan,100,0,11769,1:471
Si-Yeon,3,97,11758,1:472
Jun-Yeong,98,2,11702,1:474
Yeon-Seo,2,98,11409,1:486
Ju-A,0,100,11388,1:487
Si-hu,96,4,11253,1:493
Yun-u,96,4,11144,1:498
Si-On,64,36,10994,1:504
Seo-a,0,100,10868,1:510
Jin-U,99,1,10866,1:510
Da-In,3,97,10622,1:522
Da-Yeon,0,100,10536,1:526
Chae-yun,6,94,10196,1:544
Jeong-Min,64,36,10186,1:544
Seo-Eun,0,100,10143,1:547
Ha-Ram,57,43,10133,1:547
Ha-Jin,56,44,10089,1:550
Si-Won,81,19,10010,1:554
Da-On,40,60,9976,1:556
Jae-Yun,91,9,9855,1:563
Ha-Yeon,1,99,9824,1:564
Da-Hyeon,7,93,9772,1:567
Do-Yeon,28,72,9685,1:572
Yu-Ju,2,98,9549,1:581
Jeong-Won,38,62,9484,1:585
Ye-Ji,0,100,9461,1:586
Ji-Hyeon,11,89,9401,1:590
Si-a,1,99,9399,1:590
Dong-Hyeon,100,0,9289,1:597
Jae-Won,93,7,9268,1:598
Ji-Su,14,86,9245,1:600
Tae-Yun,95,5,9202,1:603
Ju-ha,15,85,9181,1:604
Na-yun,1,99,9178,1:604
Ga-on,42,58,9170,1:605
Min-Ju,3,97,9103,1:609
Seo-ha,12,88,8975,1:618
Han-Gyeol,93,7,8955,1:619
