Name,Male,Female,Incidence,Frequency
Maria,0,100,4865020,1:10
Jose,100,0,2194245,1:21
Juan,100,0,1267378,1:37
Francisco,100,0,986872,1:47
Antonio,100,0,775237,1:60
Ana,0,100,754529,1:62
Manuel,100,0,682059,1:68
Miguel,100,0,509336,1:91
Carmen,0,100,456327,1:102
David,100,0,400016,1:116
Luis,100,0,394461,1:118
Carlos,100,0,393223,1:118
Jesus,100,0,377208,1:123
Javier,100,0,357013,1:130
Pedro,100,0,353570,1:132
Daniel,100,0,316917,1:147
Isabel,0,100,312337,1:149
Jose-Antonio,100,0,291081,1:160
Rosa,0,100,283385,1:164
Angel,100,0,282945,1:164
Laura,0,100,281300,1:165
Alejandro,100,0,275144,1:169
Jose-Luis,100,0,274959,1:169
Josefa,0,100,274654,1:169
Francisco-Javier,100,0,268540,1:173
Rafael,100,0,261788,1:178
Ana-Maria,0,100,255506,1:182
Cristina,0,100,253573,1:183
Marta,0,100,252903,1:184
Pablo,100,0,248200,1:187
Maria-Pilar,0,100,247161,1:188
Jorge,100,0,245372,1:190
Fernando,100,0,239909,1:194
Jose-Manuel,100,0,227087,1:205
Francisca,0,100,214038,1:217
Miguel-Angel,100,0,213703,1:218
Antonia,0,100,210668,1:221
Alberto,100,0,207000,1:225
Sergio,100,0,204951,1:227
Lucia,0,100,195581,1:238
Jose-Maria,100,0,195089,1:239
Dolores,0,100,193636,1:240
Maria-Isabel,0,100,191675,1:243
Maria-Jose,0,100,189906,1:245
Elena,0,100,183440,1:254
Sara,0,100,178734,1:260
Paula,0,100,172500,1:270
Diego,100,0,169275,1:275
Pilar,0,100,158804,1:293
Victor,100,0,156986,1:296
Raquel,0,100,156789,1:297
Eva,0,100,154803,1:301
Alvaro,100,0,154139,1:302
Adrian,100,0,150830,1:308
Juan-Carlos,100,0,150593,1:309
Juana,0,100,149939,1:310
Maria-Luisa,0,100,149734,1:311
Enrique,100,0,149270,1:312
Juan-Jose,100,0,144768,1:321
Raul,100,0,143972,1:323
Vicente,100,0,143775,1:324
Mercedes,0,100,140291,1:332
Concepcion,0,100,139558,1:333
Manuela,0,100,138665,1:336
Ivan,100,0,137321,1:339
Ramon,100,0,136198,1:342
Teresa,0,100,135918,1:342
Beatriz,0,100,133833,1:348
Ruben,100,0,132116,1:352
Oscar,100,0,130398,1:357
Andres,100,0,130213,1:357
Maria-Jesus,0,100,130020,1:358
Nuria,0,100,128585,1:362
Eduardo,100,0,127398,1:365
Alba,0,100,125154,1:372
Santiago,100,0,123987,1:375
Julia,1,99,123179,1:378
Joaquin,100,0,121289,1:384
Silvia,0,100,121127,1:384
Rosario,0,100,121113,1:384
Irene,0,100,118970,1:391
Roberto,100,0,116460,1:400
Andrea,2,98,115004,1:405
Sandra,0,100,113906,1:408
Patricia,0,100,112443,1:414
Encarnacion,0,100,111255,1:418
Mario,100,0,110926,1:419
Sonia,0,100,110773,1:420
Monica,0,100,110558,1:421
Montserrat,0,100,109724,1:424
Ignacio,100,0,109015,1:427
Rocio,0,100,108312,1:430
Jaime,100,0,108228,1:430
Angela,0,100,108094,1:430
Susana,0,100,105629,1:441
Marcos,100,0,101333,1:459
Jordi,100,0,100321,1:464
Marina,0,100,98499,1:472
Alicia,0,100,98485,1:472
Yolanda,0,100,97683,1:476
Alfonso,100,0,97347,1:478
Ricardo,100,0,95949,1:485
Margarita,0,100,93074,1:500
Natalia,0,100,90750,1:513
Francisco-Jose,100,0,89535,1:520
Inmaculada,0,100,88109,1:528
Julio,100,0,87248,1:533
Salvador,100,0,86127,1:540
Esther,0,100,85148,1:546
Claudia,0,100,83760,1:556
Emilio,100,0,83752,1:556
Josep,100,0,82974,1:561
Maria-Josefa,0,100,81781,1:569
Joan,99,1,80914,1:575
Guillermo,100,0,80364,1:579
Gabriel,100,0,78558,1:592
Hugo,100,0,78015,1:596
Noelia,0,100,77117,1:603
Carla,0,100,76609,1:607
Sofia,0,100,74343,1:626
Veronica,0,100,73867,1:630
Marc,100,0,73290,1:635
Carolina,0,100,71678,1:649
Julian,100,0,71420,1:651
Gonzalo,100,0,70608,1:659
Mohamed,100,0,70121,1:664
Angeles,0,100,69556,1:669
Tomas,100,0,68912,1:675
Victoria,0,100,68384,1:680
Lorena,0,100,66636,1:698
Ines,0,100,66413,1:701
Agustin,100,0,65415,1:711
Miriam,0,100,64955,1:716
Nerea,0,100,64639,1:720
Felix,100,0,63457,1:733
Cristian,100,0,62084,1:749
Martin,100,0,62001,1:750
Amparo,0,100,61785,1:753
Jose-Miguel,100,0,61566,1:756
Olga,0,100,61254,1:760
Anna,0,100,60225,1:773
Daniela,0,100,59579,1:781
Maria-Victoria,0,100,59424,1:783
Luisa,0,100,59367,1:784
Nicolas,100,0,58494,1:795
Clara,0,100,57132,1:814
Catalina,0,100,57106,1:815
Ana-Belen,0,100,56928,1:817
Gloria,0,100,56738,1:820
Fatima,0,100,56696,1:821
Maria-Elena,0,100,56453,1:824
Ismael,100,0,56161,1:829
Samuel,100,0,55055,1:845
Lidia,0,100,54787,1:849
Hector,100,0,53874,1:864
Blanca,0,100,53622,1:868
Alejandra,0,100,53408,1:871
Maria-Antonia,0,100,53098,1:876
Consuelo,0,100,51484,1:904
Aitor,100,0,51032,1:912
Celia,0,100,50966,1:913
Domingo,100,0,50711,1:918
Cesar,100,0,49361,1:943
Alfredo,100,0,49063,1:948
Mariano,100,0,48616,1:957
Martina,0,100,48022,1:969
Aurora,0,100,47822,1:973
Ainhoa,0,100,47810,1:973
António,0,0,47611,1:977
Alex,100,0,47431,1:981
Emilia,0,100,46990,1:990
Esperanza,0,100,46952,1:991
Lourdes,0,100,46319,1:1005
Sebastian,100,0,46200,1:1007
Vanesa,0,100,45975,1:1012
Lucas,100,0,45726,1:1018
Felipe,100,0,45499,1:1023
Juan-Francisco,100,0,45016,1:1034
Adriana,0,100,44849,1:1037
Elisa,0,100,44299,1:1050
Iker,100,0,44208,1:1053
Maria-Soledad,0,100,44162,1:1054
Xavier,100,0,43727,1:1064
Milagros,0,100,43629,1:1066
Maria-Cristina,0,100,43625,1:1067
Gema,0,100,42977,1:1083
Josefina,0,100,42762,1:1088
Virginia,0,100,42607,1:1092
Begoña,0,100,40365,1:1153
Albert,100,0,40005,1:1163
Rodrigo,100,0,39772,1:1170
Purificacion,0,100,38630,1:1205
Diana,0,100,37896,1:1228
Victor-Manuel,100,0,37360,1:1245
Jose-Ignacio,100,0,36998,1:1258
Marco,100,0,36961,1:1259
Gemma,0,100,36408,1:1278
Estefania,0,100,36337,1:1281
Maria-Belen,0,100,36334,1:1281
Belen,0,100,36049,1:1291
José,0,0,35556,1:1309
Magdalena,0,100,35383,1:1315
Vanessa,0,100,34789,1:1337
Paloma,0,100,34403,1:1352
Araceli,0,100,34291,1:1357
Tamara,0,100,34235,1:1359
Laia,0,100,34197,1:1361
Lorenzo,100,0,34132,1:1363
Emma,0,100,33849,1:1375
Gregorio,100,0,33719,1:1380
Esteban,100,0,33472,1:1390
Vicenta,0,100,33284,1:1398
Rebeca,0,100,32980,1:1411
Borja,100,0,32933,1:1413
Arturo,100,0,32871,1:1416
Elvira,0,100,32756,1:1421
Asuncion,0,100,32714,1:1422
Matilde,0,100,32695,1:1423
Mireia,0,100,32375,1:1437
Soledad,0,100,32318,1:1440
Maria-Paz,0,100,32174,1:1446
Juan-Luis,100,0,32106,1:1449
Pau,99,1,32022,1:1453
Almudena,0,100,32000,1:1454
Remedios,0,100,31886,1:1459
Cristobal,100,0,31704,1:1468
Valeria,0,100,31226,1:1490
Trinidad,1,99,31188,1:1492
Mateo,100,0,31082,1:1497
Nieves,0,100,30938,1:1504
Natividad,0,100,30254,1:1538
Jaume,100,0,30219,1:1540
Francesc,100,0,29720,1:1566
Noemi,0,100,29693,1:1567
Ariadna,0,100,29341,1:1586
Aaron,100,0,28626,1:1625
Tania,0,100,28024,1:1660
Jon,100,0,27899,1:1668
Isaac,100,0,27852,1:1671
Eugenio,100,0,27819,1:1673
Ascension,0,100,27796,1:1674
Noa,0,100,27744,1:1677
Adela,0,100,27705,1:1679
Jonathan,100,0,27472,1:1694
Carlota,0,100,27209,1:1710
Eric,100,0,27052,1:1720
Jessica,0,100,27031,1:1721
Aitana,0,100,26579,1:1751
Joel,100,0,26454,1:1759
German,100,0,26168,1:1778
Felisa,0,100,26150,1:1779
Christian,100,0,26113,1:1782
Rafaela,0,100,25946,1:1793
Valentina,0,100,25893,1:1797
Mohammed,100,0,25466,1:1827
Sergi,100,0,25452,1:1828
Abel,100,0,25293,1:1840
Leire,0,100,25278,1:1841
Amalia,0,100,25277,1:1841
Mikel,100,0,25261,1:1842
Asier,100,0,25206,1:1846
Miquel,100,0,25036,1:1859
Luz,0,100,24565,1:1894
Izan,100,0,24432,1:1904
Valentin,100,0,24233,1:1920
Amelia,0,100,24102,1:1931
Adolfo,100,0,24028,1:1936
Lara,0,100,24002,1:1939
Ainara,0,100,23667,1:1966
Barbara,0,100,23231,1:2003
Dario,100,0,23180,1:2007
María,0,0,23111,1:2013
Ernesto,100,0,23057,1:2018
Leonor,0,100,22867,1:2035
Elisabet,0,100,22698,1:2050
Iñigo,100,0,22498,1:2068
Ramona,0,100,22444,1:2073
Mariana,0,100,22367,1:2080
Unai,100,0,22209,1:2095
Ester,0,100,22135,1:2102
Moises,100,0,22111,1:2104
Gabriela,0,100,21977,1:2117
Bruno,100,0,21965,1:2118
Gustavo,100,0,21944,1:2120
Federico,100,0,21910,1:2124
Judith,0,100,21894,1:2125
Isidro,100,0,21753,1:2139
Gerardo,100,0,21738,1:2140
Alexandra,0,100,21701,1:2144
Ahmed,100,0,21645,1:2150
Gerard,100,0,21595,1:2155
Guadalupe,0,100,21542,1:2160
Leticia,0,100,21495,1:2165
Sheila,0,100,21420,1:2172
Ruth,0,100,21313,1:2183
Carmelo,100,0,21205,1:2194
Jennifer,0,100,21117,1:2203
Bernardo,100,0,21116,1:2204
Benito,100,0,20952,1:2221
Joaquina,0,100,20937,1:2222
Oriol,100,0,20826,1:2234
Omar,100,0,20729,1:2245
Lola,0,100,20620,1:2257
Israel,100,0,20454,1:2275
Berta,0,100,20433,1:2277
Cecilia,0,100,20392,1:2282
Estrella,0,100,20198,1:2304
Judit,0,100,20018,1:2324
Aroa,0,100,20004,1:2326
Pere,100,0,19901,1:2338
Helena,0,100,19864,1:2342
Pol,100,0,19680,1:2364
Candela,0,100,19677,1:2365
Miren,0,100,19620,1:2372
Petra,0,100,19515,1:2384
Kevin,100,0,19509,1:2385
Mar,0,100,19317,1:2409
Pascual,100,0,19282,1:2413
Eloy,100,0,19104,1:2436
Juliana,0,100,19102,1:2436
Maria-Magdalena,0,100,19090,1:2437
Rosalia,0,100,18908,1:2461
Arnau,100,0,18881,1:2464
Carles,100,0,18870,1:2466
Paola,0,100,18703,1:2488
Agustina,0,100,18629,1:2498
Soraya,0,100,18422,1:2526
Sérgio,0,0,18412,1:2527
Jonatan,100,0,18315,1:2541
Elsa,0,100,17958,1:2591
Erika,0,100,17604,1:2643
Roger,100,0,17562,1:2649
Iñaki,100,0,17437,1:2668
Maria-Francisca,0,100,17415,1:2672
Antoni,100,0,17300,1:2690
Adoracion,0,100,17260,1:2696
Nora,0,100,17159,1:2712
Lluis,100,0,17134,1:2716
Víctor,0,0,17122,1:2718
Aida,0,100,17043,1:2730
Nadia,0,100,16986,1:2739
Estela,0,100,16948,1:2745
Maite,0,100,16400,1:2837
Matias,100,0,16360,1:2844
Adam,100,0,16305,1:2854
Bartolome,100,0,16181,1:2876
Elias,100,0,16074,1:2895
Eugenia,0,100,16000,1:2908
Fermin,100,0,15826,1:2940
Óscar,0,0,15767,1:2951
Benjamin,100,0,15764,1:2952
Adria,99,1,15719,1:2960
Naiara,0,100,15704,1:2963
Alonso,100,0,15683,1:2967
Marcelino,100,0,15679,1:2968
Maria-Consuelo,0,100,15614,1:2980
Jimena,0,100,15587,1:2985
Leo,100,0,15508,1:3000
Guillem,100,0,15154,1:3070
Oliver,100,0,15100,1:3081
Elisabeth,0,100,15099,1:3082
Macarena,0,100,15086,1:3084
Yaiza,0,100,15025,1:3097
Alexander,100,0,14987,1:3105
Aina,0,100,14984,1:3105
Tatiana,0,100,14901,1:3123
Sílvia,0,0,14869,1:3129
Mara,0,100,14708,1:3164
Rita,0,100,14602,1:3187
Joana,0,100,14568,1:3194
Ferran,100,0,14518,1:3205
Patrícia,0,0,14340,1:3245
Saul,100,0,14281,1:3258
Marti,100,0,14263,1:3262
Aurelio,100,0,14149,1:3289
Ander,100,0,14147,1:3289
Eulalia,0,100,14130,1:3293
El,94,6,14115,1:3296
Enric,100,0,14087,1:3303
Amaia,0,100,14018,1:3319
Jacinto,100,0,13895,1:3349
Juan-Pablo,100,0,13883,1:3352
Leyre,0,100,13870,1:3355
Leonardo,100,0,13731,1:3389
Amanda,0,100,13723,1:3391
Herminia,0,100,13716,1:3392
Erik,100,0,13665,1:3405
Olivia,0,100,13599,1:3422
Marco-Antonio,100,0,13586,1:3425
Abraham,100,0,13568,1:3429
Africa,0,100,13502,1:3446
Xabier,100,0,13478,1:3452
Gorka,100,0,13405,1:3471
Armando,100,0,13398,1:3473
Itziar,0,100,13370,1:3480
Saray,0,100,13198,1:3526
Eduard,100,0,13114,1:3548
Jos,0,0,13043,1:3567
Juan-Ignacio,100,0,12952,1:3592
Roman,100,0,12936,1:3597
Enriqueta,0,100,12896,1:3608
Youssef,100,0,12852,1:3620
Eusebio,100,0,12823,1:3629
Francisco-Jesus,100,0,12678,1:3670
Jeronimo,100,0,12651,1:3678
Blas,100,0,12565,1:3703
Damian,100,0,12555,1:3706
Aleix,100,0,12544,1:3709
Victoriano,100,0,12535,1:3712
Iris,0,100,12392,1:3755
Said,100,0,12313,1:3779
Iria,0,100,12282,1:3788
Piedad,0,100,12280,1:3789
