Name,Male,Female,Incidence,Frequency
Marie,0,100,68807,1:154
Jean,100,0,56698,1:187
Elisabeth,0,100,51644,1:205
Bio,92,8,47035,1:225
Jeanne,0,100,44727,1:236
Julienne,0,100,42483,1:249
Christine,0,100,41744,1:253
Bake,94,6,38821,1:272
Josephine,0,100,38222,1:277
Justine,0,100,35718,1:296
Pierre,100,0,34673,1:305
Pauline,0,100,34305,1:308
Amadou,100,0,33830,1:313
Sabi,79,21,32930,1:321
Fati,7,93,31755,1:333
Cecile,0,100,31486,1:336
Philomene,0,100,31065,1:340
Celestine,0,100,30360,1:348
Martine,0,100,30042,1:352
Moussa,100,0,29882,1:354
Comlan,100,0,29731,1:356
Bernadette,0,100,29437,1:359
Alice,0,100,29377,1:360
Antoine,100,0,28507,1:371
Orou,51,49,28117,1:376
Amina,0,100,28042,1:377
Catherine,0,100,28022,1:377
Pelagie,0,100,27698,1:382
Veronique,0,100,27346,1:387
Adama,53,47,27147,1:390
Adamou,83,17,26861,1:394
Rosaline,0,100,26723,1:396
Paul,100,0,26680,1:396
Codjo,88,12,26603,1:398
Victorine,0,100,26474,1:399
Joseph,100,0,26229,1:403
Zenabou,0,100,26182,1:404
Antoinette,0,100,25363,1:417
Beatrice,0,100,24645,1:429
Daniel,100,0,24433,1:433
Mathieu,100,0,24058,1:440
Madeleine,0,100,23997,1:441
Pascal,100,0,23980,1:441
Pierrette,0,100,23953,1:442
Emmanuel,100,0,23529,1:449
Michel,100,0,23373,1:452
Delphine,0,100,23248,1:455
Mariam,0,100,23242,1:455
Denise,0,100,23169,1:456
Bana,0,100,22961,1:461
Eugenie,0,100,22868,1:462
Yvette,0,100,22347,1:473
Salamatou,0,100,21919,1:482
Issa,93,7,21817,1:485
Koffi,93,7,21770,1:486
François,100,0,21675,1:488
Bernard,100,0,21581,1:490
Victoire,0,100,21428,1:494
Albertine,0,100,21389,1:494
Ibrahim,100,0,21069,1:502
Awaou,0,100,21052,1:502
Rosine,0,100,20907,1:506
Emilienne,0,100,20869,1:507
Helene,0,100,20583,1:514
Brigitte,0,100,20561,1:514
Odette,0,100,20361,1:519
Pascaline,0,100,20260,1:522
Felix,100,0,20089,1:526
Oumarou,100,0,19884,1:532
Idrissou,100,0,19861,1:532
Lamatou,0,100,19725,1:536
Colette,0,100,19665,1:538
Florence,0,100,19396,1:545
Abdoulaye,100,0,19385,1:546
Samuel,100,0,19360,1:546
Mariama,0,100,19157,1:552
Blandine,0,100,18915,1:559
Therese,0,100,18838,1:561
Agnes,0,100,18787,1:563
Vincent,100,0,18765,1:564
Odile,0,100,18757,1:564
Jacqueline,0,100,18581,1:569
Mathias,100,0,18390,1:575
Jacques,100,0,18186,1:582
Martin,100,0,18001,1:588
Angele,0,100,17721,1:597
Dossou,85,15,17705,1:597
Justin,100,0,17552,1:603
Marcel,100,0,17494,1:605
Louise,0,100,17430,1:607
Chabi,15,85,17279,1:612
Roger,100,0,17258,1:613
Benoit,100,0,17257,1:613
Monique,0,100,17242,1:613
Julien,100,0,17220,1:614
Sylvain,100,0,17166,1:616
Sylvie,0,100,17066,1:620
Charlotte,0,100,17033,1:621
Albert,100,0,16949,1:624
