Name,Male,Female,Incidence,Frequency
Maria,0,100,11699601,1:11
Jose,100,0,6074346,1:20
Juan,100,0,3236528,1:38
Luis,100,0,1593310,1:78
Francisco,100,0,1440168,1:86
Jesus,97,3,1407361,1:88
Ana,0,100,1271261,1:98
Jorge,100,0,1264867,1:98
Miguel,100,0,1248459,1:99
Rosa,0,100,1237527,1:100
Carlos,100,0,1164234,1:107
Juana,0,100,989352,1:125
Martha,0,100,965571,1:129
Guadalupe,16,84,964836,1:129
Pedro,100,0,848200,1:146
Manuel,100,0,821946,1:151
Victor,100,0,818921,1:152
Antonio,100,0,768539,1:162
Alejandro,100,0,713453,1:174
Mario,100,0,674143,1:184
Roberto,100,0,668583,1:186
Margarita,0,100,649631,1:191
Claudia,0,100,600280,1:207
Laura,0,100,589116,1:211
Ricardo,100,0,586694,1:212
Fernando,100,0,577639,1:215
Javier,100,0,555120,1:224
Sergio,100,0,554112,1:224
Martin,100,0,552430,1:225
Oscar,100,0,526535,1:236
Daniel,100,0,524362,1:237
Hector,100,0,524276,1:237
Veronica,0,100,512600,1:242
Raul,100,0,501509,1:248
Eduardo,100,0,500203,1:248
Rafael,100,0,480914,1:258
Blanca,0,100,480437,1:258
Teresa,0,100,479493,1:259
David,100,0,474489,1:262
Silvia,0,100,468935,1:265
Gloria,0,100,460717,1:269
Arturo,100,0,458275,1:271
Julio,100,0,455199,1:273
Norma,0,100,454365,1:273
Gerardo,100,0,452925,1:274
Patricia,0,100,442205,1:281
Alma,0,100,437022,1:284
Enrique,100,0,431002,1:288
Leticia,0,100,428157,1:290
Angel,100,0,421164,1:295
Sandra,0,100,414529,1:299
Alberto,100,0,413498,1:300
Marco,100,0,406844,1:305
Josefina,0,100,402499,1:308
Felipe,100,0,396531,1:313
Francisca,0,100,394501,1:315
Gabriela,0,100,394003,1:315
Adriana,0,100,387063,1:321
Armando,100,0,386100,1:322
Alfredo,100,0,384962,1:322
Yolanda,0,100,382545,1:325
Alicia,0,100,380549,1:326
Salvador,100,0,379261,1:327
Cesar,100,0,377383,1:329
Irma,0,100,377044,1:329
Luz,1,99,376903,1:329
Alejandra,0,100,376061,1:330
Carmen,6,94,371514,1:334
Jaime,100,0,371304,1:334
Elizabeth,0,100,368163,1:337
Ramon,100,0,359269,1:346
Beatriz,0,100,355274,1:349
Edgar,100,0,354490,1:350
Guillermo,100,0,349084,1:356
Pablo,100,0,339981,1:365
Ruben,100,0,339131,1:366
Erika,0,100,324966,1:382
Angelica,0,100,311888,1:398
Andres,100,0,309650,1:401
Gabriel,100,0,305529,1:406
Lucia,0,100,305402,1:406
Gustavo,100,0,282563,1:439
Isabel,7,93,281077,1:442
Monica,0,100,272470,1:456
Antonia,0,100,270521,1:459
Araceli,0,100,269769,1:460
Diana,0,100,265786,1:467
Alfonso,100,0,260773,1:476
Hugo,100,0,251771,1:493
Agustin,100,0,251432,1:494
Ernesto,100,0,251407,1:494
Ignacio,100,0,250310,1:496
Reyna,0,100,248036,1:501
Omar,100,0,248027,1:501
Rocio,0,100,247953,1:501
Susana,0,100,247843,1:501
Cecilia,0,100,244753,1:507
Maribel,0,100,243880,1:509
Cristina,0,100,239619,1:518
Karla,0,100,239407,1:519
Olga,0,100,237666,1:522
Bertha,0,100,235973,1:526
Rogelio,100,0,234732,1:529
Virginia,0,100,233162,1:532
Graciela,0,100,232845,1:533
Rodolfo,100,0,231937,1:535
Julia,0,100,228522,1:543
Catalina,0,100,226879,1:547
Mayra,0,100,225168,1:551
Nancy,0,100,222093,1:559
Esperanza,0,100,220609,1:563
Gilberto,100,0,218334,1:569
Miriam,0,100,217256,1:571
Adrian,100,0,217076,1:572
Vicente,100,0,216273,1:574
Sara,0,100,213568,1:581
Maricela,0,100,213194,1:582
Brenda,0,100,211843,1:586
Lorena,0,100,210180,1:591
Tomas,100,0,209363,1:593
Israel,100,0,206305,1:602
Victoria,0,100,200854,1:618
Joel,100,0,199930,1:621
Marcos,100,0,198216,1:626
Eva,0,100,192316,1:646
Humberto,100,0,191862,1:647
Concepcion,10,90,190914,1:650
Santiago,100,0,190264,1:652
Ismael,100,0,187250,1:663
Paula,0,100,186379,1:666
Felix,89,11,184628,1:672
Carolina,0,100,182558,1:680
Manuela,0,100,182408,1:681
Rosario,17,83,181696,1:683
Karina,0,100,177841,1:698
Ofelia,0,100,176722,1:702
Petra,0,100,174607,1:711
Liliana,0,100,174473,1:712
Ivan,100,0,173881,1:714
Raquel,1,99,173557,1:715
Esteban,99,1,173324,1:716
Gregorio,100,0,173069,1:717
Sonia,0,100,171817,1:723
Celia,0,100,170041,1:730
Lidia,0,100,168809,1:735
Moises,100,0,166576,1:745
Nicolas,100,0,164938,1:753
Marisol,0,100,164381,1:755
Lorenzo,100,0,164091,1:757
Elvira,0,100,163641,1:759
Rodrigo,100,0,162565,1:764
Irene,0,100,160939,1:771
Angela,0,100,159841,1:777
Leonardo,100,0,159320,1:779
Andrea,0,100,159025,1:781
Samuel,100,0,158338,1:784
Guillermina,0,100,158310,1:784
Dulce,0,100,158167,1:785
Magdalena,0,100,156472,1:793
Abel,100,0,152239,1:815
Estela,0,100,152031,1:817
Dolores,7,93,151694,1:818
Mariana,0,100,151390,1:820
Sofia,0,100,151201,1:821
Hilda,0,100,150497,1:825
