Name,Male,Female,Incidence,Frequency
Mohamed,100,0,6558361,1:14
Ahmed,100,0,5625093,1:16
Mahmoud,100,0,1950080,1:47
Mostafa,100,0,780886,1:118
Eman,0,100,742411,1:124
Ana,46,54,700618,1:131
Mona,0,100,695044,1:132
Abo,100,0,690468,1:133
Amr,100,0,670233,1:137
Heba,0,100,661644,1:139
Ali,100,0,646831,1:142
Aya,0,100,597837,1:154
Marwa,0,100,596254,1:154
Alaa,80,20,584499,1:157
Sara,0,100,575086,1:160
Ibrahim,100,0,564654,1:163
Khaled,100,0,546414,1:168
Omar,98,2,537587,1:171
Asmaa,0,100,532772,1:172
Muhammad,100,0,526374,1:175
Amira,0,100,521495,1:176
Ayman,100,0,464628,1:198
Ashraf,100,0,463977,1:198
Dina,0,100,443872,1:207
Hassan,100,0,438862,1:209
Om,1,99,438537,1:210
Nada,0,100,409757,1:224
Aam,1,99,408672,1:225
Mustafa,100,0,391994,1:234
Fatma,0,100,388958,1:236
Amal,0,100,383449,1:240
Hossam,100,0,379610,1:242
Adel,100,0,367117,1:250
Sherif,100,0,363452,1:253
Osama,100,0,357379,1:257
Mai,0,100,356642,1:258
Hany,100,0,342067,1:269
Doaa,0,100,339703,1:271
Mariam,0,100,338164,1:272
Noha,0,100,330204,1:278
Maha,0,100,319143,1:288
Esraa,0,100,316757,1:290
Eslam,100,0,316692,1:290
Yasser,100,0,315044,1:292
Tarek,100,0,314740,1:292
Sayed,100,0,314545,1:292
Rania,0,100,312398,1:294
Karim,100,0,306087,1:300
Emad,100,0,305891,1:300
Salma,0,100,301250,1:305
Nour,26,74,296978,1:309
Hanan,0,100,293638,1:313
Hesham,100,0,290623,1:316
Wael,100,0,290601,1:316
Tamer,100,0,287652,1:319
Islam,100,0,286242,1:321
Dalia,0,100,285244,1:322
Rasha,0,100,283574,1:324
Sameh,100,0,274595,1:335
Hala,0,100,270887,1:339
Hamada,100,0,266744,1:345
Sarah,0,100,264098,1:348
Umm,1,99,261843,1:351
Ghada,0,100,257310,1:357
Samar,0,100,257049,1:358
Mohammed,100,0,246401,1:373
Shimaa,0,100,245793,1:374
Amany,0,100,244210,1:376
Walid,100,0,238875,1:385
Reham,0,100,237682,1:387
Ahmad,100,0,237183,1:387
Ehab,100,0,236446,1:389
Hoda,17,83,228746,1:402
Yousef,87,13,227792,1:403
Basma,0,100,227423,1:404
Menna,0,100,225450,1:408
Abeer,0,100,222218,1:414
Nawr,21,79,220418,1:417
Khalid,100,0,217251,1:423
Manal,0,100,212588,1:432
Essam,100,0,211699,1:434
Salah,100,0,209639,1:438
Magdy,100,0,203241,1:452
Sahar,0,100,202200,1:455
Abdul,100,0,200768,1:458
Hend,0,100,193806,1:474
Rehab,0,100,190532,1:482
Walaa,1,99,190163,1:483
Azza,0,100,189013,1:486
Abdullah,100,0,185912,1:494
Rana,0,100,184893,1:497
Abdo,100,0,184849,1:497
Hussein,100,0,179926,1:511
Reem,0,100,177996,1:516
Nadia,0,100,175393,1:524
Shaimaa,0,100,173658,1:529
Youssef,99,1,173051,1:531
Wafaa,0,100,171294,1:537
Samir,100,0,171034,1:537
Mido,96,4,166913,1:551
