Name,Male,Female,Incidence,Frequency
Peter,100,0,1293922,1:75
Michael,100,0,1088118,1:89
Wolfgang,100,0,1075005,1:90
Thomas,100,0,1011277,1:96
Klaus,100,0,992990,1:97
Werner,100,0,977333,1:99
Manfred,100,0,945413,1:102
Ursula,0,100,899605,1:107
Maria,0,100,885902,1:109
Hans,100,0,873148,1:111
Heinz,100,0,847335,1:114
Andreas,100,0,840293,1:115
Jürgen,100,0,824319,1:117
Monika,0,100,821724,1:118
Helmut,100,0,819185,1:118
Gerhard,100,0,805112,1:120
Petra,0,100,770755,1:125
Günter,100,0,763897,1:127
Renate,0,100,762413,1:127
Helga,0,100,760826,1:127
Karin,0,100,757143,1:128
Dieter,100,0,756916,1:128
Horst,100,0,755578,1:128
Sabine,0,100,739471,1:131
Brigitte,0,100,721371,1:134
Josef,100,0,706353,1:137
Ingrid,0,100,644290,1:150
Elisabeth,0,100,633529,1:153
Frank,100,0,623669,1:155
Andrea,0,100,602267,1:161
Gisela,0,100,601122,1:161
Walter,100,0,596284,1:162
Bernd,100,0,588232,1:164
Erika,0,100,576506,1:168
Karl,100,0,562982,1:172
Christa,0,100,562482,1:172
Claudia,0,100,536320,1:180
Herbert,100,0,528846,1:183
Martin,100,0,526960,1:183
Birgit,0,100,521233,1:185
Christine,0,100,508318,1:190
Susanne,0,100,497516,1:194
Christian,100,0,491310,1:197
Stefan,100,0,484655,1:199
Heike,0,100,477721,1:202
Franz,100,0,474915,1:204
Elke,0,100,473508,1:204
Uwe,100,0,472266,1:205
Barbara,0,100,471550,1:205
Karl-Heinz,100,0,453174,1:213
Martina,0,100,451679,1:214
Marianne,0,100,450313,1:215
Inge,0,100,416293,1:232
Hildegard,0,100,411343,1:235
Georg,100,0,410583,1:235
Heinrich,100,0,409807,1:236
Hermann,100,0,399588,1:242
Angelika,0,100,398123,1:243
Rudolf,100,0,390630,1:247
Anna,0,100,388729,1:249
Ute,0,100,382310,1:253
Rolf,100,0,381819,1:253
Doris,0,100,381254,1:254
Kurt,100,0,375598,1:257
Siegfried,100,0,374426,1:258
Rainer,100,0,367902,1:263
Joachim,100,0,367357,1:263
Johann,100,0,365653,1:264
Irmgard,0,100,360948,1:268
Hannelore,0,100,359840,1:269
Gertrud,0,100,356645,1:271
Ralf,100,0,354418,1:273
Ulrike,0,100,345880,1:280
Kerstin,0,100,345507,1:280
Jutta,0,100,344495,1:281
Norbert,100,0,339097,1:285
Wilhelm,100,0,338278,1:286
Bernhard,100,0,332947,1:290
Markus,100,0,331736,1:291
Jörg,100,0,327606,1:295
Alfred,100,0,325727,1:297
Matthias,100,0,325570,1:297
Alexander,100,0,323088,1:299
Ruth,0,100,315924,1:306
Anja,0,100,312992,1:309
Ulrich,100,0,312924,1:309
Willi,100,0,302996,1:319
