Name,Male,Female,Incidence,Frequency
Fatou,0,100,540314,1:27
Mamadou,100,0,475883,1:31
Ndeye,0,100,336927,1:43
Ibrahima,100,0,257204,1:57
Awa,0,100,248556,1:59
Khady,0,100,240531,1:61
Cheikh,99,1,220699,1:66
Abdoulaye,100,0,208561,1:70
Amadou,100,0,203649,1:72
Mame,20,80,191650,1:76
Aminata,0,100,176531,1:83
Aissatou,0,100,174008,1:84
Moussa,100,0,170763,1:85
Ousmane,99,1,168933,1:86
Coumba,1,99,168529,1:87
Modou,100,0,166200,1:88
Abdou,100,0,160444,1:91
Adama,44,56,159232,1:92
Mariama,0,100,147478,1:99
Amy,0,100,144456,1:101
Aliou,100,0,130463,1:112
Samba,99,1,129023,1:113
Elhadji,100,0,123211,1:118
Fatoumata,0,100,118306,1:123
Serigne,100,0,114942,1:127
Sokhna,0,100,113569,1:128
Mbaye,99,1,109176,1:134
Maimouna,0,100,107640,1:135
Papa,100,0,102788,1:142
Oumar,100,0,101431,1:144
Seynabou,0,100,101228,1:144
Babacar,100,0,96233,1:152
Moustapha,100,0,95284,1:153
Mor,100,0,91971,1:159
Aissata,0,100,90302,1:161
Astou,0,100,89567,1:163
Faty,0,100,81451,1:179
Fatimata,0,100,79202,1:184
Dieynaba,0,100,76582,1:190
Marie,0,100,74058,1:197
Assane,99,1,69656,1:209
Demba,99,1,68917,1:212
Malick,99,1,68054,1:214
Penda,0,100,63042,1:231
Saliou,99,1,62058,1:235
Omar,100,0,62046,1:235
Yacine,0,100,60660,1:240
Daouda,100,0,59425,1:245
Alassane,97,3,58216,1:250
Maty,0,100,57647,1:253
Anta,0,100,57431,1:254
Aida,0,100,56932,1:256
Magatte,24,76,56265,1:259
Hawa,0,100,55763,1:261
Mouhamadou,100,0,55585,1:262
Lamine,100,0,55231,1:264
Bineta,0,100,54296,1:269
Souleymane,100,0,54087,1:270
Thierno,100,0,53617,1:272
Alioune,100,0,53527,1:272
Boubacar,100,0,52343,1:279
Binta,0,100,48976,1:298
Rokhaya,0,100,47743,1:305
Bassirou,100,0,46670,1:312
Ousseynou,97,3,45645,1:319
Ramata,0,100,43808,1:333
Djiby,100,0,43130,1:338
Djibril,100,0,42748,1:341
Oumy,0,100,42332,1:344
El,100,0,42223,1:345
Oumou,0,100,42094,1:346
Arame,0,100,41453,1:352
Abdoul,100,0,40488,1:360
Abou,99,1,40089,1:364
Mareme,0,100,40063,1:364
Dame,99,1,39732,1:367
Nogaye,1,99,39592,1:368
Fama,0,100,39100,1:373
Aly,98,2,37712,1:387
Daba,1,99,37090,1:393
Marieme,0,100,36402,1:401
Ibra,100,0,35475,1:411
Issa,87,13,35275,1:413
Ramatoulaye,0,100,34483,1:423
Khadim,100,0,33576,1:434
Mbene,0,100,33361,1:437
Ngone,1,99,32737,1:445
Khadidiatou,0,100,31932,1:457
Sadio,39,61,31187,1:468
Gora,100,0,30893,1:472
Maguette,18,82,30017,1:486
Ablaye,100,0,29928,1:487
Soda,0,100,29406,1:496
Sidy,99,1,29050,1:502
Idrissa,100,0,27881,1:523
Bintou,0,100,27809,1:524
Khoudia,0,100,27750,1:525
Pape,100,0,27624,1:528
Ndiaga,99,1,27585,1:529
Aby,1,99,26582,1:549
Fanta,0,100,26158,1:557
Jean,100,0,26139,1:558
Haby,1,99,25803,1:565
Matar,100,0,25366,1:575
Diouma,11,89,24649,1:592
Fallou,100,0,24642,1:592
Diarra,1,99,24281,1:601
Baba,99,1,23819,1:612
Yaya,96,4,23468,1:621
Abdourahmane,100,0,23236,1:628
Amath,99,1,23131,1:630
Salimata,0,100,22806,1:639
Rokhy,0,100,22545,1:647
Ismaila,100,0,22417,1:650
Alpha,100,0,22405,1:651
Sira,1,99,22140,1:659
Talla,99,1,22085,1:660
Codou,0,100,21561,1:676
Marietou,0,100,21547,1:677
Bousso,1,99,21541,1:677
Mamoudou,100,0,21456,1:680
Mama,30,70,21204,1:688
Seydou,100,0,20900,1:698
Marame,2,98,20320,1:718
Kadidiatou,0,100,19778,1:737
Tening,2,98,19752,1:738
Ibou,100,0,19562,1:745
Birame,88,12,19190,1:760
Keba,100,0,18797,1:776
Houleye,0,100,18551,1:786
Mouhamed,100,0,18421,1:792
Saye,0,100,18109,1:805
Bara,99,1,18096,1:806
Yama,1,99,18076,1:807
Dior,0,100,17385,1:839
Mariame,0,100,17328,1:841
Birane,97,3,17257,1:845
Cherif,98,2,17195,1:848
Khardiata,0,100,17166,1:849
Mohamed,100,0,17108,1:852
Salif,99,1,17061,1:855
Malang,100,0,17036,1:856
Baye,96,4,16924,1:862
Harouna,100,0,16904,1:863
Hamady,100,0,16759,1:870
Ndoumbe,0,100,16733,1:871
Absa,0,100,16451,1:886
Balla,98,2,16269,1:896
Mohamadou,100,0,16180,1:901
Saidou,100,0,16122,1:904
Pathe,99,1,15872,1:919
Satou,0,100,15343,1:950
Fatim,0,100,15323,1:952
Mbayang,0,100,15247,1:956
Yoro,99,1,15051,1:969
Adji,4,96,15012,1:971
Massamba,99,1,14859,1:981
Mansour,100,0,14755,1:988
Nene,1,99,14667,1:994
Waly,94,6,14458,1:1009
Cheikhou,100,0,14265,1:1022
Anna,0,100,14206,1:1026
Binetou,0,100,14140,1:1031
Ahmadou,100,0,14086,1:1035
Bacary,100,0,14043,1:1038
Doudou,100,0,13905,1:1049
Ngagne,97,3,13822,1:1055
Hamidou,100,0,13729,1:1062
Nogoye,1,99,13648,1:1068
Saly,2,98,13619,1:1071
Babou,98,2,13530,1:1078
Bocar,100,0,13481,1:1082
Salamata,0,100,13409,1:1087
Momath,100,0,13390,1:1089
Thioro,1,99,13382,1:1090
Arona,100,0,13353,1:1092
Momar,100,0,13244,1:1101
Gnima,0,100,13100,1:1113
Die,1,99,13031,1:1119
Mairame,0,100,13021,1:1120
Yero,99,1,13016,1:1120
Bathie,99,1,12809,1:1138
Ngor,99,1,12716,1:1147
Safietou,0,100,12601,1:1157
Fatma,0,100,12501,1:1166
Dienaba,0,100,12345,1:1181
Kardiatou,0,100,12339,1:1182
Gorgui,100,0,12116,1:1203
Diary,0,100,11938,1:1221
Mamour,99,1,11832,1:1232
Kady,1,99,11585,1:1259
Kalidou,100,0,11549,1:1263
Youssoupha,100,0,11501,1:1268
Fode,100,0,11466,1:1272
Mane,2,98,11382,1:1281
Khary,0,100,11285,1:1292
Rama,0,100,11213,1:1300
Tacko,0,100,11206,1:1301
Ami,0,100,11169,1:1306
Yaye,0,100,11081,1:1316
Badara,100,0,10974,1:1329
Ndella,0,100,10958,1:1331
Seny,63,37,10952,1:1331
Moth,99,1,10939,1:1333
Rougui,0,100,10937,1:1333
Mbacke,84,16,10906,1:1337
Elimane,100,0,10869,1:1342
Salla,7,93,10761,1:1355
Sophie,1,99,10617,1:1373
Oulimata,0,100,10599,1:1376
Ndieme,1,99,10581,1:1378
Souleye,99,1,10578,1:1378
Diama,2,98,10458,1:1394
Coura,0,100,10448,1:1396
Maye,3,97,10446,1:1396
Adame,2,98,10421,1:1399
Bakary,100,0,10387,1:1404
Kadiata,0,100,10332,1:1411
Diabou,0,100,10324,1:1412
Amie,0,100,10315,1:1414
Ndongo,99,1,10311,1:1414
Thiane,1,99,10295,1:1416
Tidiane,99,1,10220,1:1427
Mahamadou,100,0,10091,1:1445
Yande,2,98,10055,1:1450
Aladji,100,0,10022,1:1455
Youssou,100,0,9993,1:1459
Dienabou,0,100,9892,1:1474
Pierre,100,0,9763,1:1494
Ababacar,100,0,9712,1:1501
Dado,0,100,9664,1:1509
Ouleye,0,100,9603,1:1518
Dieneba,0,100,9300,1:1568
Bigue,0,100,9240,1:1578
Mady,97,3,9225,1:1581
Mody,99,1,9224,1:1581
Adja,0,100,9177,1:1589
Mary,8,92,9131,1:1597
Dibor,7,93,9076,1:1607
Ameth,100,0,9014,1:1618
Khalifa,99,1,9010,1:1618
Therese,0,100,8994,1:1621
Khodia,0,100,8992,1:1622
Peinda,0,100,8966,1:1626
Kadiatou,0,100,8711,1:1674
Kine,0,100,8629,1:1690
Youssouph,100,0,8616,1:1692
Abibou,99,1,8532,1:1709
Ndack,0,100,8477,1:1720
Soukeye,0,100,8438,1:1728
Joseph,100,0,8414,1:1733
Mariam,0,100,8385,1:1739
Seydina,100,0,8365,1:1743
Elisabeth,0,100,8300,1:1757
Marema,0,100,8226,1:1773
Makhtar,100,0,8211,1:1776
Alimatou,0,100,8176,1:1783
Ndioba,5,95,8175,1:1784
Latyr,98,2,8090,1:1802
Bourama,99,1,7999,1:1823
Dioulde,36,64,7944,1:1836
Moctar,100,0,7886,1:1849
Fana,0,100,7839,1:1860
Woury,13,87,7771,1:1876
Sire,12,88,7715,1:1890
Madjiguene,0,100,7679,1:1899
Insa,98,2,7631,1:1911
Siga,1,99,7575,1:1925
Mai,0,100,7556,1:1930
Alima,0,100,7522,1:1938
Mariata,0,100,7478,1:1950
Nar,30,70,7470,1:1952
Ndiaye,41,59,7426,1:1964
Kany,1,99,7354,1:1983
Ndiogou,98,2,7347,1:1985
Seyni,57,43,7293,1:1999
Aissa,1,99,7284,1:2002
Malamine,100,0,7276,1:2004
Gallo,90,10,7243,1:2013
Aldiouma,52,48,7180,1:2031
Medoune,100,0,7176,1:2032
Lassana,100,0,7047,1:2069
Idy,100,0,6947,1:2099
Madeleine,0,100,6941,1:2101
Paul,100,0,6928,1:2105
Farmata,0,100,6882,1:2119
Ndiaya,2,98,6882,1:2119
Deguene,0,100,6861,1:2125
Mairam,0,100,6828,1:2136
Fary,18,82,6817,1:2139
Gnilane,0,100,6802,1:2144
Meissa,83,17,6763,1:2156
Amar,99,1,6725,1:2168
Maodo,94,6,6679,1:2183
Boubou,99,1,6674,1:2185
Kadidia,0,100,6554,1:2225
Rose,0,100,6542,1:2229
Sona,0,100,6518,1:2237
Nafissatou,0,100,6443,1:2263
Francois,100,0,6406,1:2276
Hamadou,100,0,6346,1:2298
Boury,2,98,6322,1:2306
Amady,98,2,6320,1:2307
Cira,1,99,6317,1:2308
Tamsir,100,0,6269,1:2326
Helene,0,100,6207,1:2349
Salimatou,0,100,6167,1:2364
Dethie,87,13,6149,1:2371
Fatime,0,100,6139,1:2375
Khemesse,0,100,6084,1:2397
Banna,4,96,6077,1:2399
Diarry,0,100,5981,1:2438
Diara,1,99,5900,1:2471
Adiouma,77,23,5834,1:2499
Sekou,100,0,5803,1:2513
Kadia,1,99,5802,1:2513
Tabara,0,100,5788,1:2519
Famara,99,1,5772,1:2526
Asta,0,100,5736,1:2542
Michel,98,2,5689,1:2563
Saer,98,2,5666,1:2573
Diegane,89,11,5641,1:2585
Mbathio,0,100,5627,1:2591
Dial,5,95,5616,1:2596
Ansoumana,100,0,5607,1:2601
Kardiata,0,100,5550,1:2627
Khar,21,79,5542,1:2631
Racky,0,100,5537,1:2633
Amine,4,96,5428,1:2686
Adam,3,97,5402,1:2699
Antoine,100,0,5325,1:2738
Landing,100,0,5309,1:2747
Sadibou,99,1,5259,1:2773
Mandiaye,100,0,5234,1:2786
Sara,93,7,5213,1:2797
Diatou,0,100,5183,1:2813
Diodio,2,98,5178,1:2816
Baboucar,100,0,5161,1:2825
Sagar,11,89,5150,1:2831
Oumoul,0,100,5125,1:2845
Dianke,1,99,5057,1:2883
Sana,86,14,5055,1:2885
Cire,50,50,5041,1:2893
Tida,0,100,5040,1:2893
Ada,29,71,4970,1:2934
Aicha,0,100,4938,1:2953
Amina,0,100,4927,1:2959
Amdy,99,1,4838,1:3014
Diariatou,0,100,4816,1:3028
Lansana,99,1,4814,1:3029
Halimatou,0,100,4790,1:3044
Louis,100,0,4732,1:3081
Khardiatou,0,100,4723,1:3087
Diene,95,5,4678,1:3117
Sanou,20,80,4672,1:3121
Mamady,98,2,4627,1:3151
Meta,9,91,4583,1:3182
Anne,0,100,4581,1:3183
Vieux,100,0,4548,1:3206
Ifra,99,1,4546,1:3208
Mactar,100,0,4528,1:3220
Nafi,0,100,4473,1:3260
Ansata,0,100,4457,1:3272
Abibatou,0,100,4417,1:3301
Seckou,100,0,4415,1:3303
Anthia,0,100,4383,1:3327
Alle,96,4,4381,1:3328
Al,98,2,4361,1:3344
Nafy,0,100,4358,1:3346
Hapsatou,0,100,4341,1:3359
Sileymane,100,0,4287,1:3401
Lala,0,100,4279,1:3408
Sala,6,94,4273,1:3412
Diarietou,0,100,4271,1:3414
Djily,99,1,4266,1:3418
Ahmed,100,0,4222,1:3454
Fily,42,58,4221,1:3454
Macoumba,90,10,4209,1:3464
Amsatou,34,66,4198,1:3473
Aboubacar,100,0,4151,1:3513
Aisse,0,100,4144,1:3519
Birama,99,1,4144,1:3519
Safiatou,0,100,4142,1:3520
El Hadji,0,0,4138,1:3524
Mouskeba,0,100,4121,1:3538
Aramata,0,100,4112,1:3546
Sada,96,4,4108,1:3550
Bouya,22,78,4106,1:3551
Iba,99,1,4096,1:3560
Sette,99,1,4069,1:3584
Sounkarou,30,70,4042,1:3607
Aita,0,100,4040,1:3609
Atta,1,99,4029,1:3619
Ndiouga,99,1,4010,1:3636
Arfang,100,0,4003,1:3643
Aboubacry,100,0,3976,1:3667
Jeanne,0,100,3928,1:3712
Sileye,99,1,3926,1:3714
Ndiasse,97,3,3895,1:3744
Hamath,99,1,3871,1:3767
Cheikhouna,100,0,3860,1:3778
Souadou,1,99,3857,1:3780
Saynabou,0,100,3849,1:3788
Bassine,1,99,3832,1:3805
Sory,96,4,3828,1:3809
Bouba,83,17,3810,1:3827
Mansor,100,0,3808,1:3829
Massaer,100,0,3799,1:3838
Bada,99,1,3796,1:3841
Ansatou,0,100,3794,1:3843
Josephine,0,100,3787,1:3850
Mory,96,4,3774,1:3864
Magueye,98,2,3765,1:3873
Seye,2,98,3750,1:3888
Madiop,99,1,3734,1:3905
Masse,97,3,3728,1:3911
Houraye,0,100,3726,1:3913
Mbagnick,98,2,3720,1:3920
Korka,22,78,3706,1:3935
Djiba,6,94,3701,1:3940
Alla,96,4,3696,1:3945
Ansou,100,0,3644,1:4001
Malado,4,96,3635,1:4011
Saloum,99,1,3629,1:4018
Ndiole,6,94,3627,1:4020
Mansata,1,99,3606,1:4044
Soukeyna,0,100,3604,1:4046
Baidy,99,1,3557,1:4099
Bamba,93,7,3545,1:4113
Diaga,75,25,3506,1:4159
Mada,4,96,3506,1:4159
Rouguiyatou,0,100,3489,1:4179
Elhadj,100,0,3476,1:4195
Birahim,100,0,3472,1:4200
Koumba,1,99,3463,1:4211
Libasse,100,0,3458,1:4217
Hadji,28,72,3448,1:4229
Veronique,0,100,3445,1:4233
Goundo,7,93,3437,1:4242
Kene,4,96,3425,1:4257
Woly,1,99,3413,1:4272
Absatou,0,100,3409,1:4277
Mademba,99,1,3405,1:4282
Arouna,100,0,3383,1:4310
Bator,1,99,3378,1:4317
Edouard,100,0,3371,1:4326
Louise,0,100,3362,1:4337
Ndiack,60,40,3355,1:4346
Isseu,0,100,3337,1:4370
Faly,42,58,3336,1:4371
Andre,99,1,3325,1:4385
Biram,93,7,3325,1:4385
Siny,40,60,3320,1:4392
Dominique,96,4,3319,1:4393
Boye,27,73,3308,1:4408
Charles,100,0,3285,1:4439
Ouly,0,100,3283,1:4441
Boucar,97,3,3270,1:4459
Mariatou,0,100,3268,1:4462
Mamath,100,0,3265,1:4466
Ramatou,0,100,3246,1:4492
Madicke,100,0,3219,1:4530
Aboubakry,100,0,3147,1:4633
Diame,94,6,3132,1:4656
Ngouda,96,4,3132,1:4656
Mossane,1,99,3129,1:4660
Albert,100,0,3126,1:4665
Alphousseyni,100,0,3118,1:4677
Ndeo,0,100,3113,1:4684
Diakhou,2,98,3105,1:4696
Rosalie,0,100,3076,1:4740
Daour,83,17,3064,1:4759
Dib,28,72,3058,1:4768
Niokhor,97,3,3052,1:4778
Mbissane,93,7,3050,1:4781
Habibou,97,3,3045,1:4789
Gana,79,21,3031,1:4811
Abasse,100,0,2988,1:4880
Djim,100,0,2980,1:4893
Touba,91,9,2952,1:4939
Angelique,0,100,2944,1:4953
Emilie,1,99,2927,1:4982
Gnagna,1,99,2920,1:4994
Mar,94,6,2912,1:5007
Barra,98,2,2898,1:5032
Katim,99,1,2887,1:5051
Lobe,1,99,2886,1:5052
Maissa,83,17,2880,1:5063
Bernard,100,0,2872,1:5077
Cecile,1,99,2871,1:5079
Bernadette,0,100,2863,1:5093
Hady,42,58,2859,1:5100
Gaye,34,66,2854,1:5109
Khadime,99,1,2851,1:5114
Famata,0,100,2850,1:5116
Becaye,100,0,2847,1:5122
Diale,2,98,2838,1:5138
Emmanuel,100,0,2834,1:5145
Thiaba,3,97,2834,1:5145
Nouha,99,1,2810,1:5189
Jacqueline,0,100,2806,1:5196
Lamarana,55,45,2806,1:5196
Etienne,99,1,2803,1:5202
Agnes,0,100,2787,1:5232
Khaly,98,2,2787,1:5232
Alphonse,100,0,2782,1:5241
Moussou,2,98,2710,1:5381
Bana,7,93,2701,1:5399
Isma,98,2,2696,1:5409
Dembo,98,2,2677,1:5447
Henriette,0,100,2675,1:5451
Ndene,94,6,2675,1:5451
Debo,1,99,2659,1:5484
Jacques,100,0,2659,1:5484
Bounama,94,6,2632,1:5540
Hawo,0,100,2621,1:5563
Semou,84,16,2617,1:5572
Mously,0,100,2614,1:5578
Momy,0,100,2602,1:5604
Daro,5,95,2580,1:5652
Boure,95,5,2569,1:5676
Diabel,91,9,2568,1:5678
Marcel,100,0,2568,1:5678
Maymouna,0,100,2562,1:5691
Ndew,0,100,2561,1:5694
Pascal,100,0,2543,1:5734
Monique,1,99,2535,1:5752
Lena,0,100,2534,1:5754
Fady,7,93,2531,1:5761
Foune,5,95,2521,1:5784
Christine,0,100,2520,1:5786
Simon,99,1,2517,1:5793
Rocky,0,100,2510,1:5809
Mbissine,5,95,2508,1:5814
Catherine,0,100,2505,1:5821
Gabriel,100,0,2505,1:5821
Falilou,100,0,2503,1:5826
Issaga,90,10,2502,1:5828
Diomaye,97,3,2496,1:5842
Yancouba,100,0,2495,1:5844
Youssouf,99,1,2488,1:5861
Gamou,29,71,2481,1:5877
Rouguiatou,0,100,2481,1:5877
Angele,0,100,2480,1:5880
Ndiame,92,8,2477,1:5887
Issakha,100,0,2470,1:5903
Aminta,0,100,2457,1:5935
Seydi,96,4,2432,1:5996
Mbery,2,98,2412,1:6045
Kemo,100,0,2406,1:6060
Ale,97,3,2396,1:6086
Mayoro,100,0,2394,1:6091
Selbe,2,98,2389,1:6104
Bouna,97,3,2384,1:6116
Alhousseynou,100,0,2378,1:6132
Oury,24,76,2361,1:6176
Almamy,99,1,2357,1:6186
Augustin,100,0,2354,1:6194
Diariata,0,100,2354,1:6194
Mountaga,100,0,2349,1:6207
Georges,100,0,2345,1:6218
Mass,98,2,2345,1:6218
Karamo,86,14,2337,1:6239
Maurice,100,0,2330,1:6258
Fatimatou,0,100,2321,1:6282
Sarata,0,100,2314,1:6301
Touty,1,99,2310,1:6312
Amary,93,7,2307,1:6320
Sambou,97,3,2306,1:6323
Yankhoba,100,0,2304,1:6329
Ndiolle,1,99,2298,1:6345
Hamet,100,0,2291,1:6365
Thiara,23,77,2289,1:6370
Cisse,32,68,2288,1:6373
Diobe,0,100,2281,1:6393
Coly,97,3,2269,1:6426
Magaye,99,1,2260,1:6452
Assata,0,100,2249,1:6483
Diaba,6,94,2240,1:6510
Sountou,19,81,2238,1:6515
Robert,100,0,2224,1:6556
Maria,1,99,2221,1:6565
Bamby,1,99,2214,1:6586
Younoussa,100,0,2214,1:6586
Farma,0,100,2184,1:6676
Sally,21,79,2170,1:6720
Fatouma,0,100,2167,1:6729
Antoinette,0,100,2134,1:6833
Fatima,0,100,2131,1:6842
Amidou,100,0,2128,1:6852
Abo,98,2,2126,1:6859
Falou,99,1,2123,1:6868
Ndama,10,90,2106,1:6924
Aminatou,0,100,2101,1:6940
Germaine,0,100,2095,1:6960
Karamba,98,2,2091,1:6973
Diaw,15,85,2090,1:6977
Hadia,1,99,2089,1:6980
Gilbert,100,0,2088,1:6983
Ma,46,54,2087,1:6987
Mousse,96,4,2084,1:6997
Racine,97,3,2071,1:7041
Pauline,0,100,2060,1:7078
Sega,93,7,2060,1:7078
Bity,3,97,2052,1:7106
Abib,100,0,2040,1:7148
Cheikhna,100,0,2039,1:7151
Yatma,98,2,2038,1:7155
Ass,91,9,2011,1:7251
Code,81,19,2004,1:7276
Adjaratou,0,100,2001,1:7287
Mariane,0,100,1998,1:7298
Massar,100,0,1997,1:7302
Malal,99,1,1995,1:7309
Mbombe,1,99,1995,1:7309
Ndiaw,79,21,1982,1:7357
Diouly,19,81,1979,1:7368
Raby,1,99,1978,1:7372
Kaba,64,36,1975,1:7383
Tamba,98,2,1974,1:7387
Aramatoulaye,0,100,1973,1:7390
Tiguida,1,99,1966,1:7417
Rene,96,4,1964,1:7424
Nfally,99,1,1957,1:7451
