Name,Male,Female,Incidence,Frequency
Bibi,0,100,12401,1:62
Mohamed,100,0,4472,1:171
Michael,100,0,3830,1:199
Mark,100,0,3571,1:214
John,100,0,2798,1:273
Sharon,0,100,2582,1:296
David,100,0,2573,1:297
Joseph,100,0,2493,1:306
Patricia,0,100,2258,1:338
Natasha,0,100,2208,1:346
Richard,100,0,2073,1:368
Michelle,0,100,2054,1:372
Leon,100,0,2001,1:381
Andrew,100,0,1957,1:390
George,100,0,1913,1:399
Paul,100,0,1903,1:401
Kevin,100,0,1861,1:410
Winston,100,0,1841,1:415
Anthony,100,0,1830,1:417
James,100,0,1753,1:435
Charles,100,0,1640,1:465
Patrick,100,0,1625,1:470
Jennifer,0,100,1599,1:477
Troy,100,0,1586,1:481
Karen,0,100,1583,1:482
Yvonne,0,100,1580,1:483
Colin,100,0,1570,1:486
Sandra,0,100,1562,1:489
Ronald,100,0,1560,1:489
Christopher,100,0,1545,1:494
Donna,0,100,1515,1:504
Vanessa,0,100,1515,1:504
Mary,0,100,1501,1:509
Rudolph,100,0,1463,1:522
Abdool,100,0,1441,1:530
Samantha,0,100,1440,1:530
Ryan,100,0,1420,1:538
Samuel,100,0,1420,1:538
Pamela,0,100,1416,1:539
Roxanne,0,100,1402,1:544
Alicia,0,100,1394,1:548
Elizabeth,0,100,1379,1:553
Joan,0,100,1366,1:559
Shawn,100,0,1362,1:560
Brian,100,0,1353,1:564
Anita,0,100,1346,1:567
Lloyd,100,0,1322,1:577
Terrence,100,0,1292,1:591
Dennis,100,0,1286,1:594
Devon,100,0,1277,1:598
Robert,100,0,1272,1:600
Marlon,100,0,1264,1:604
Denise,0,100,1260,1:606
Roy,100,0,1238,1:617
Carol,0,100,1233,1:619
Melissa,0,100,1232,1:620
Simone,0,100,1228,1:622
Ganesh,100,0,1225,1:623
Marcia,0,100,1212,1:630
Keith,100,0,1187,1:643
Savitri,0,100,1185,1:644
Trevor,100,0,1185,1:644
Amanda,0,100,1178,1:648
Edward,100,0,1171,1:652
Carl,100,0,1130,1:675
Desiree,0,100,1120,1:681
Cheryl,0,100,1119,1:682
Wayne,100,0,1119,1:682
William,100,0,1100,1:694
Deonarine,100,0,1096,1:696
Andrea,0,100,1086,1:703
Jason,100,0,1079,1:707
Lennox,100,0,1069,1:714
Veronica,0,100,1068,1:715
Dexter,100,0,1061,1:719
Margaret,0,100,1052,1:726
Raymond,100,0,1045,1:730
Angela,0,100,1044,1:731
Mahendra,100,0,1043,1:732
Jacqueline,0,100,1032,1:740
Lynette,0,100,1031,1:740
Desmond,100,0,1029,1:742
Peter,100,0,1029,1:742
Esther,0,100,1013,1:753
Parbattie,0,100,1011,1:755
Shirley,0,100,992,1:769
Orin,100,0,986,1:774
Joel,100,0,985,1:775
Rajendra,100,0,980,1:779
Leroy,100,0,979,1:780
Nicola,0,100,978,1:780
Randolph,100,0,975,1:783
Aubrey,100,0,968,1:788
Ann,0,100,967,1:789
Kenneth,100,0,962,1:793
Nalini,0,100,962,1:793
Ramesh,100,0,958,1:797
Nigel,100,0,955,1:799
Dawn,0,100,945,1:808
Godfrey,100,0,945,1:808
Mohan,100,0,942,1:810
Khemraj,100,0,936,1:815
Gloria,0,100,935,1:816
Cecil,100,0,915,1:834
Stephen,100,0,911,1:838
Jean,39,61,893,1:855
Dwayne,100,0,885,1:862
Latoya,0,100,881,1:866
Barbara,0,100,879,1:868
June,0,100,877,1:870
Gregory,100,0,875,1:872
Debra,0,100,872,1:875
Andre,100,0,862,1:885
Errol,100,0,860,1:888
Indranie,0,100,859,1:889
Albert,100,0,850,1:898
Sean,100,0,847,1:901
Sonia,0,100,846,1:902
Sherwin,100,0,845,1:903
Joy,0,100,842,1:906
Deodat,100,0,837,1:912
Sumintra,0,100,837,1:912
Adrian,100,0,836,1:913
Deon,20,80,833,1:916
Neville,100,0,833,1:916
Claudette,0,100,829,1:921
Ie,19,81,825,1:925
Monica,0,100,824,1:926
Norma,0,100,821,1:930
Daniel,100,0,819,1:932
Doreen,0,100,817,1:934
Wendy,0,100,815,1:937
Gavin,100,0,814,1:938
Ingrid,0,100,811,1:941
Joycelyn,0,100,793,1:962
Ian,100,0,791,1:965
Yonette,0,100,790,1:966
Juliet,0,100,789,1:967
Harry,100,0,785,1:972
Compton,100,0,784,1:974
Leslie,100,0,777,1:982
Pauline,0,100,777,1:982
Lawrence,100,0,772,1:989
Christine,0,100,764,1:999
Eon,100,0,763,1:1000
Joyce,0,100,762,1:1002
Doodnauth,100,0,761,1:1003
Gordon,100,0,759,1:1006
Indira,0,100,752,1:1015
Jermaine,100,0,751,1:1016
Rhonda,0,100,741,1:1030
