Name,Male,Female,Incidence,Frequency
Maria,0,100,269119,1:18
Jose,100,0,180228,1:26
Luis,100,0,117472,1:41
Ana,0,100,109544,1:44
Carlos,100,0,99198,1:48
Juan,100,0,82662,1:58
Jorge,100,0,63149,1:76
Victor,100,0,36198,1:132
Gerardo,100,0,33575,1:142
Rafael,100,0,33042,1:144
Mario,100,0,29899,1:159
Oscar,100,0,29482,1:162
Manuel,100,0,29378,1:162
Carmen,2,98,26460,1:180
Miguel,100,0,26100,1:183
Francisco,100,0,24703,1:193
Rosa,0,100,23258,1:205
Marco,100,0,22742,1:210
Laura,0,100,22388,1:213
Marta,0,100,21106,1:226
Flor,0,100,20938,1:228
Ronald,100,0,20023,1:238
Alvaro,100,0,19534,1:244
Alexander,100,0,19477,1:245
Xinia,0,100,19328,1:247
William,100,0,19193,1:248
Andrea,0,100,19004,1:251
Marvin,100,0,18892,1:252
Adriana,0,100,18392,1:259
Eduardo,100,0,18319,1:260
Olga,0,100,17654,1:270
Karla,0,100,17628,1:270
Elizabeth,0,100,17562,1:271
David,100,0,17214,1:277
Daniel,100,0,17135,1:278
Jonathan,100,0,17004,1:280
Karen,0,100,16714,1:285
Silvia,0,100,16667,1:286
Sandra,0,100,16363,1:291
Sonia,0,100,16007,1:298
Ricardo,100,0,15707,1:304
Katherine,0,100,15664,1:304
Kattia,0,100,15617,1:305
Luz,0,100,15510,1:307
Edgar,100,0,15432,1:309
Edwin,100,0,15081,1:316
Mauricio,100,0,14694,1:324
Fernando,100,0,14628,1:326
Esteban,100,0,14542,1:328
Javier,100,0,14392,1:331
Michael,100,0,14304,1:333
Jesus,99,1,14236,1:335
Roberto,100,0,14195,1:336
Walter,100,0,13714,1:348
Andres,100,0,13655,1:349
Diego,100,0,13624,1:350
Alejandro,100,0,13189,1:362
Sergio,100,0,12986,1:367
Guillermo,100,0,12923,1:369
Jessica,0,100,12522,1:381
Julio,100,0,12337,1:386
Randall,100,0,12301,1:388
Evelyn,0,100,12226,1:390
Adrian,100,0,12017,1:397
Henry,100,0,11998,1:397
Pablo,100,0,11921,1:400
Shirley,0,100,11862,1:402
Johnny,100,0,11858,1:402
Christian,100,0,11756,1:406
Gustavo,100,0,11648,1:409
Alejandra,0,100,11433,1:417
Rodrigo,100,0,11370,1:419
Carolina,0,100,11308,1:422
Roger,100,0,11246,1:424
Rodolfo,100,0,11168,1:427
