Name,Male,Female,Incidence,Frequency
Lamin,0,0,132406,1:15
Ebrima,0,0,80428,1:24
Omar,0,0,50594,1:38
Momodou,0,0,48749,1:40
Abdoulie,0,0,46442,1:41
Fatou,0,0,46135,1:42
Modou,0,0,44751,1:43
Ousman,0,0,42751,1:45
Musa,0,0,38907,1:50
Alieu,0,0,31679,1:61
Bakary,0,0,27835,1:69
Baboucarr,0,0,26297,1:73
Muhammed,0,0,25989,1:74
Kebba,0,0,23836,1:81
Sulayman,0,0,23529,1:82
Amadou,0,0,23221,1:83
Isatou,0,0,21376,1:90
Buba,0,0,21222,1:91
Mustapha,0,0,20453,1:94
Mariama,0,0,19684,1:98
Abdou,0,0,19069,1:101
Adama,0,0,17224,1:112
Pa,0,0,17070,1:113
Alhagie,0,0,15686,1:123
Ismaila,0,0,14456,1:133
Saikou,0,0,13994,1:138
Yusupha,0,0,13840,1:139
Amie,0,0,13687,1:141
John,0,0,12918,1:149
Samba,0,0,12918,1:149
Awa,0,0,12456,1:155
Alagie,0,0,12149,1:159
Bubacarr,0,0,11687,1:165
Yankuba,0,0,11534,1:167
Joseph,0,0,11226,1:172
Haddy,0,0,11072,1:174
Demba,0,0,10611,1:182
Ansumana,0,0,10457,1:184
Dawda,0,0,10457,1:184
Sarjo,0,0,10303,1:187
Sainey,0,0,10150,1:190
Ebou,0,0,9996,1:193
Yaya,0,0,9996,1:193
Sheriff,0,0,9842,1:196
Malick,0,0,9534,1:202
Sheikh,0,0,9227,1:209
Seedy,0,0,9073,1:212
Binta,0,0,8919,1:216
Dodou,0,0,8766,1:220
Jainaba,0,0,8612,1:224
Cherno,0,0,8150,1:236
