Name,Male,Female,Incidence,Frequency
David,0,0,262312,1:52
John,0,0,262305,1:52
Peter,0,0,252653,1:54
Michael,0,0,202455,1:67
Paul,0,0,172169,1:79
Andrew,0,0,171828,1:79
Mark,0,0,158252,1:86
Robert,0,0,145888,1:94
Ian,0,0,140801,1:97
Chris,0,0,128324,1:106
Steven,0,0,112124,1:122
James,0,0,93752,1:146
Tony,0,0,87369,1:156
Greg,0,0,79103,1:173
Benjamin,0,0,73086,1:187
Julie,0,0,72910,1:187
Richard,0,0,72308,1:189
Karen,0,0,70684,1:193
Tim,0,0,70615,1:193
Jason,0,0,70454,1:194
Michelle,0,0,69702,1:196
Stephen,0,0,69368,1:197
Daniel,0,0,67185,1:203
Helen,0,0,66146,1:206
Scott,0,0,65130,1:210
Sue,0,0,65092,1:210
Craig,0,0,65001,1:210
Elizabeth,0,0,62869,1:217
Matthew,0,0,62757,1:218
Sarah,0,0,62511,1:218
William,0,0,60249,1:227
Simon,0,0,59986,1:228
Lisa,0,0,59366,1:230
Anthony,0,0,57589,1:237
Kate,0,0,53677,1:254
Thomas,0,0,53334,1:256
Brian,0,0,53186,1:257
Gary,0,0,52785,1:259
Adam,0,0,52215,1:262
Kim,0,0,50896,1:268
Geoff,0,0,49960,1:273
Alan,0,0,49658,1:275
Rebecca,0,0,49142,1:278
Matt,0,0,48839,1:280
Wayne,0,0,48733,1:280
Jane,0,0,48024,1:284
Jenny,0,0,47157,1:290
Susan,0,0,46752,1:292
Wendy,0,0,46593,1:293
Amanda,0,0,45839,1:298
Shane,0,0,45770,1:298
Anne,0,0,45413,1:301
Christine,0,0,44648,1:306
Nick,0,0,44291,1:308
Darren,0,0,44056,1:310
Sharon,0,0,43579,1:313
Bruce,0,0,43161,1:316
Kevin,0,0,42989,1:318
Luke,0,0,41800,1:327
Jennifer,0,0,41403,1:330
Graham,0,0,41203,1:331
Fiona,0,0,41068,1:333
Sam,0,0,40317,1:339
Brett,0,0,40256,1:339
Robyn,0,0,40062,1:341
Margaret,0,0,39858,1:343
Terry,0,0,39220,1:348
Emma,0,0,38810,1:352
Nicole,0,0,38466,1:355
Phil,0,0,38303,1:357
Neil,0,0,38235,1:357
Colin,0,0,36943,1:370
Melissa,0,0,36843,1:371
Stuart,0,0,36075,1:379
Linda,0,0,36037,1:379
Ken,0,0,35269,1:387
Jim,0,0,34849,1:392
Bob,0,0,34619,1:395
Catherine,0,0,34595,1:395
Jo,0,0,34340,1:398
Graeme,0,0,34106,1:400
Alex,0,0,33954,1:402
Louise,0,0,33557,1:407
Brad,0,0,33511,1:408
Barry,0,0,33399,1:409
Martin,0,0,33260,1:411
Trevor,0,0,33069,1:413
Anna,0,0,32947,1:415
Kerry,0,0,32831,1:416
Kylie,0,0,32794,1:416
Jessica,0,0,32783,1:417
Ross,0,0,32714,1:417
Glenn,0,0,31930,1:428
Debbie,0,0,31766,1:430
Mary,0,0,31526,1:433
Nathan,0,0,31291,1:436
George,0,0,31256,1:437
Dean,0,0,31075,1:440
Ray,0,0,30340,1:450
Angela,0,0,30243,1:452
Sandra,0,0,29618,1:461
Tracey,0,0,29557,1:462
Sally,0,0,29278,1:466
Rod,0,0,29063,1:470
Mick,0,0,29047,1:470
Frank,0,0,28689,1:476
Leanne,0,0,28663,1:476
Justin,0,0,28582,1:478
Donna,0,0,28427,1:480
Jeff,0,0,28419,1:481
Joanne,0,0,28379,1:481
Adrian,0,0,28378,1:481
Alison,0,0,28117,1:486
Jan,0,0,28016,1:487
Rachel,0,0,26910,1:508
Belinda,0,0,26889,1:508
Keith,0,0,26739,1:511
Philip,0,0,26542,1:515
Heather,0,0,26251,1:520
Kelly,0,0,26250,1:520
Samantha,0,0,25621,1:533
Ron,0,0,25543,1:535
Allan,0,0,25507,1:535
Russell,0,0,25474,1:536
Christopher,0,0,25120,1:544
Megan,0,0,25108,1:544
Grant,0,0,25034,1:546
Barbara,0,0,24895,1:549
Natalie,0,0,24549,1:556
Brendan,0,0,24270,1:563
Judy,0,0,24259,1:563
Maria,0,0,24159,1:565
Aaron,0,0,24070,1:567
Joe,0,0,23870,1:572
Lyn,0,0,23525,1:581
Ann,0,0,23167,1:590
Patrick,0,0,23040,1:593
Lee,0,0,22538,1:606
Cameron,0,0,22488,1:607
Amy,0,0,22467,1:608
Ryan,0,0,22467,1:608
Vicki,0,0,22427,1:609
Carol,0,0,22218,1:615
Jamie,0,0,22166,1:616
Phillip,0,0,21909,1:623
Tanya,0,0,21894,1:624
Emily,0,0,21676,1:630
Jack,0,0,21494,1:635
Lauren,0,0,21228,1:643
Stephanie,0,0,21069,1:648
Sean,0,0,20723,1:659
Roger,0,0,20446,1:668
Rick,0,0,20181,1:677
Cathy,0,0,19764,1:691
Leigh,0,0,19617,1:696
Glen,0,0,19468,1:702
Don,0,0,19444,1:702
Warren,0,0,19444,1:702
Ruth,0,0,19441,1:703
Janet,0,0,19157,1:713
Cheryl,0,0,19023,1:718
Nicholas,0,0,19001,1:719
Laura,0,0,18947,1:721
Claire,0,0,18944,1:721
Kathy,0,0,18866,1:724
Gavin,0,0,18650,1:732
Caroline,0,0,18375,1:743
Deborah,0,0,18328,1:745
Carolyn,0,0,18276,1:747
Dan,0,0,18162,1:752
Josh,0,0,18105,1:754
Danielle,0,0,18093,1:755
Jodie,0,0,17966,1:760
Vanessa,0,0,17905,1:763
Annette,0,0,17786,1:768
Denise,0,0,17635,1:774
Andrea,0,0,17624,1:775
Jeremy,0,0,17517,1:780
Malcolm,0,0,17075,1:800
Dale,0,0,16991,1:804
Suzanne,0,0,16824,1:812
Doug,0,0,16618,1:822
Jill,0,0,16559,1:825
Rodney,0,0,16504,1:828
Patricia,0,0,16401,1:833
Melanie,0,0,16357,1:835
Paula,0,0,16349,1:835
Danny,0,0,16257,1:840
Ashley,0,0,16116,1:847
Damien,0,0,16088,1:849
Katrina,0,0,15892,1:859
Marie,0,0,15866,1:861
