Name,Male,Female,Incidence,Frequency
Nushi,0,0,55897161,1:24
Wei,0,0,16634535,1:82
Yan,0,0,13941939,1:98
Li,0,0,12889649,1:106
Ying,0,0,11694110,1:117
Hui,0,0,8394105,1:163
Lei,0,0,7497394,1:182
Hong,0,0,7371070,1:185
Yu,0,0,7214594,1:189
Min,0,0,7157429,1:191
Xin,0,0,6983579,1:196
Bin,0,0,6855910,1:199
Ping,0,0,6834557,1:200
Lin,0,0,6264474,1:218
Yong,0,0,6072634,1:225
Ming,0,0,4948664,1:276
Ling,0,0,4873284,1:280
Qing,0,0,4343440,1:315
Peng,0,0,3838929,1:356
Qiang,0,0,3821387,1:357
Yun,0,0,3740066,1:365
Jin,0,0,3455473,1:395
Rong,0,0,3419044,1:400
Chao,0,0,3415009,1:400
Gang,0,0,3370902,1:405
Yue,0,0,3364905,1:406
Jianhua,0,0,3051953,1:448
Xiaoyan,0,0,3016141,1:453
Na,0,0,2893123,1:472
Liping,0,0,2854677,1:479
Mei,0,0,2846887,1:480
Ning,0,0,2765903,1:494
Zhen,0,0,2699602,1:506
Chen,0,0,2673317,1:511
Kai,0,0,2497842,1:547
Cheng,0,0,2455024,1:556
Xiang,0,0,2400605,1:569
Haiyan,0,0,2383063,1:573
Jianping,0,0,2270470,1:602
Lihua,0,0,2113938,1:646
Nan,0,0,2090176,1:654
Xiaohong,0,0,2088046,1:654
Zhiqiang,0,0,2086981,1:655
Lan,0,0,2005268,1:681
Kun,0,0,1948047,1:701
Lijun,0,0,1903940,1:717
Xiaoli,0,0,1876422,1:728
Jianguo,0,0,1861963,1:734
Jianjun,0,0,1830858,1:746
Xiaoping,0,0,1830074,1:746
Meng,0,0,1802107,1:758
Tingting,0,0,1768817,1:772
Lijuan,0,0,1765566,1:774
Shan,0,0,1760971,1:776
Zhi,0,0,1753517,1:779
Xiaoling,0,0,1685087,1:811
Yuanyuan,0,0,1678529,1:814
Xiaodong,0,0,1676288,1:815
Xiaoming,0,0,1626240,1:840
Laoshi,0,0,1613350,1:847
Xing,0,0,1607465,1:850
Jingjing,0,0,1518243,1:900
Zhiyong,0,0,1515328,1:901
Yanping,0,0,1488595,1:918
Xiaohua,0,0,1480973,1:922
Xuan,0,0,1476153,1:925
Xiaofeng,0,0,1473071,1:927
Jianming,0,0,1469596,1:930
Weidong,0,0,1460405,1:935
Di,0,0,1457042,1:938
Huan,0,0,1430645,1:955
Xiaojun,0,0,1428964,1:956
Shuang,0,0,1418652,1:963
Qiong,0,0,1413552,1:966
Zhigang,0,0,1398812,1:977
Xiaoying,0,0,1392535,1:981
Zhiming,0,0,1389901,1:983
Jianfeng,0,0,1376730,1:992
Xiaomei,0,0,1372639,1:995
Xiaohui,0,0,1366474,1:1000
Hongmei,0,0,1358964,1:1005
Zhiwei,0,0,1351006,1:1011
Xuemei,0,0,1342711,1:1017
Long,0,0,1307684,1:1045
Chunyan,0,0,1304994,1:1047
Weiwei,0,0,1292272,1:1057
Hongwei,0,0,1291935,1:1057
Dongmei,0,0,1289245,1:1060
Shu,0,0,1287003,1:1061
Jinhua,0,0,1286331,1:1062
Zhihua,0,0,1265482,1:1079
Guoqiang,0,0,1257188,1:1087
Hai,0,0,1253993,1:1089
Song,0,0,1224009,1:1116
Hongyan,0,0,1213809,1:1125
Xiaoyu,0,0,1202769,1:1136
Jianxin,0,0,1199742,1:1139
Guohua,0,0,1188365,1:1150
Han,0,0,1174130,1:1163
Jianzhong,0,0,1168526,1:1169
Chun,0,0,1161856,1:1176
Zhijun,0,0,1153394,1:1184
Tong,0,0,1130583,1:1208
Yanling,0,0,1115956,1:1224
Weihua,0,0,1113434,1:1227
Shanshan,0,0,1112089,1:1228
Zhihong,0,0,1104243,1:1237
Liming,0,0,1086196,1:1258
Yanhong,0,0,1080592,1:1264
Qun,0,0,1079135,1:1266
Wenjun,0,0,1077509,1:1268
Lihong,0,0,1073474,1:1273
Yuhua,0,0,1072465,1:1274
Jianmin,0,0,1066581,1:1281
Xiaolin,0,0,1061369,1:1287
Quan,0,0,1050608,1:1300
Junjie,0,0,1049151,1:1302
Yanhua,0,0,1041977,1:1311
Xiaoqing,0,0,1041081,1:1312
Weimin,0,0,1039960,1:1314
Jianwei,0,0,1037270,1:1317
Yin,0,0,1020905,1:1338
Tian,0,0,1019728,1:1340
Yingying,0,0,1015020,1:1346
Haibo,0,0,1014403,1:1347
Weiping,0,0,1008239,1:1355
Wenjie,0,0,1007902,1:1355
Xian,0,0,992770,1:1376
Lingling,0,0,988343,1:1382
Ran,0,0,983467,1:1389
Qinghua,0,0,983019,1:1390
Lixin,0,0,977526,1:1397
Xiaomin,0,0,975004,1:1401
Zhihui,0,0,973043,1:1404
Huimin,0,0,969007,1:1410
Chunhua,0,0,968111,1:1411
Yanyan,0,0,967606,1:1412
Xiaowei,0,0,962002,1:1420
Haiying,0,0,957743,1:1426
Weiming,0,0,957687,1:1426
Zhenhua,0,0,936726,1:1458
Wenjing,0,0,933868,1:1463
Zhijian,0,0,931290,1:1467
Haitao,0,0,928487,1:1471
Guoliang,0,0,919520,1:1486
Liying,0,0,919464,1:1486
Zhiping,0,0,919184,1:1486
Xiaoxia,0,0,917279,1:1489
Haifeng,0,0,913131,1:1496
Jianhui,0,0,912010,1:1498
Zhimin,0,0,902090,1:1514
Guoqing,0,0,901418,1:1515
Yuping,0,0,899625,1:1518
Guoping,0,0,899569,1:1519
Weihong,0,0,899232,1:1519
Pei,0,0,898055,1:1521
Yumei,0,0,878888,1:1554
Zhangchun,0,0,871827,1:1567
Bei,0,0,865101,1:1579
Wenbin,0,0,858488,1:1591
Xiaojing,0,0,854733,1:1598
Yanli,0,0,846102,1:1615
Xinhua,0,0,844197,1:1618
Xiaoyun,0,0,840386,1:1626
Yonghong,0,0,826543,1:1653
Cong,0,0,817688,1:1671
Xiaofang,0,0,815110,1:1676
Dandan,0,0,813260,1:1680
Biao,0,0,812924,1:1680
Shaohua,0,0,812251,1:1682
Hongxia,0,0,809561,1:1687
Weiqiang,0,0,801603,1:1704
Chunmei,0,0,800034,1:1707
Yanjun,0,0,798745,1:1710
Jianhong,0,0,796391,1:1715
Yongsheng,0,0,790338,1:1728
Wenhua,0,0,789553,1:1730
Lifang,0,0,786415,1:1737
Jinfeng,0,0,782940,1:1745
Wenhui,0,0,781875,1:1747
Hang,0,0,769770,1:1775
Xuefeng,0,0,769321,1:1776
Yuhong,0,0,767192,1:1781
Heng,0,0,765454,1:1785
Weiguo,0,0,764333,1:1787
Yongqiang,0,0,763829,1:1788
Zhifeng,0,0,763269,1:1790
Yanfang,0,0,762876,1:1791
Xiaojuan,0,0,756655,1:1805
Yufeng,0,0,753573,1:1813
Jianwen,0,0,744830,1:1834
Yongjun,0,0,743541,1:1837
Weifeng,0,0,742140,1:1841
Le,0,0,734182,1:1861
Jiao,0,0,720619,1:1896
Xiaolan,0,0,719386,1:1899
Yanan,0,0,718433,1:1901
Yiming,0,0,717032,1:1905
Mingshi,0,0,716640,1:1906
Wenjuan,0,0,713613,1:1914
Lian,0,0,708513,1:1928
Jianqiang,0,0,708345,1:1929
Hongbo,0,0,707504,1:1931
Yaping,0,0,702516,1:1945
Xiaolong,0,0,700443,1:1950
Weijun,0,0,699546,1:1953
Yuting,0,0,698593,1:1955
Pengfei,0,0,698313,1:1956
Hongyu,0,0,696127,1:1962
Xiaobo,0,0,689402,1:1982
Yuling,0,0,683069,1:2000
Xiaoqin,0,0,680603,1:2007
Yuqing,0,0,679650,1:2010
Zhicheng,0,0,677857,1:2015
Zhiwen,0,0,676176,1:2020
Hongying,0,0,675727,1:2022
Yulin,0,0,675559,1:2022
Jiawei,0,0,673822,1:2027
Zhenyu,0,0,673261,1:2029
Chaohui,0,0,672645,1:2031
Yanmei,0,0,670235,1:2038
Xiaofei,0,0,669674,1:2040
Jingyi,0,0,662277,1:2063
Laoban,0,0,661996,1:2064
Jingwen,0,0,661604,1:2065
Haixia,0,0,656168,1:2082
Huiling,0,0,653702,1:2090
Linlin,0,0,653365,1:2091
Shuhua,0,0,653197,1:2091
Xiaowen,0,0,650675,1:2099
Weijie,0,0,647593,1:2109
Shuo,0,0,647425,1:2110
Yuming,0,0,645407,1:2117
Yanxia,0,0,644567,1:2119
Junsheng,0,0,642941,1:2125
Xiuying,0,0,642493,1:2126
Guanghui,0,0,640643,1:2132
Man,0,0,640587,1:2133
Jinrong,0,0,631228,1:2164
Meiling,0,0,630668,1:2166
Jianying,0,0,630331,1:2167
Zhiyuan,0,0,630331,1:2167
Fen,0,0,630051,1:2168
Hongjun,0,0,626464,1:2181
Yuying,0,0,624783,1:2186
Huifang,0,0,618394,1:2209
Zhonghua,0,0,618170,1:2210
Zhibin,0,0,618001,1:2210
Limei,0,0,617777,1:2211
Yonghua,0,0,617497,1:2212
Xuejun,0,0,616769,1:2215
Yanqing,0,0,611332,1:2235
Xinyu,0,0,610043,1:2239
Hongbin,0,0,609539,1:2241
Jiaqi,0,0,608306,1:2246
Junfeng,0,0,605616,1:2256
Jinghua,0,0,603710,1:2263
Haijun,0,0,602645,1:2267
Xudong,0,0,601020,1:2273
Guangming,0,0,600908,1:2273
Xiaorong,0,0,599731,1:2278
Guihua,0,0,598610,1:2282
Yiping,0,0,598106,1:2284
Yulan,0,0,598106,1:2284
Dongsheng,0,0,595416,1:2294
Jingli,0,0,593678,1:2301
Jinming,0,0,590708,1:2313
Weijian,0,0,590596,1:2313
Huijuan,0,0,589867,1:2316
Jianrong,0,0,589475,1:2317
Huiping,0,0,587569,1:2325
Yuzhen,0,0,586729,1:2328
Yujie,0,0,585776,1:2332
Jianbo,0,0,584319,1:2338
Zhuren,0,0,582077,1:2347
Xun,0,0,580172,1:2355
Jinping,0,0,578883,1:2360
Jiayi,0,0,578266,1:2362
Heping,0,0,570027,1:2396
Xiumei,0,0,567898,1:2405
Jinsheng,0,0,563638,1:2424
Sha,0,0,563582,1:2424
Jiahui,0,0,562518,1:2428
Junhua,0,0,561789,1:2432
Jinlong,0,0,561116,1:2435
Yimin,0,0,556913,1:2453
Huiying,0,0,555680,1:2458
Lizhen,0,0,555624,1:2459
Minghua,0,0,554335,1:2464
Yongjian,0,0,550860,1:2480
Yijun,0,0,550300,1:2482
Jiali,0,0,550020,1:2484
Minghui,0,0,549123,1:2488
Xueying,0,0,548843,1:2489
Zhuo,0,0,547105,1:2497
Caixia,0,0,544079,1:2511
Chong,0,0,542286,1:2519
Zhiying,0,0,540548,1:2527
Xiaochun,0,0,540100,1:2529
Xiaodan,0,0,539988,1:2530
Lirong,0,0,539595,1:2532
Yunfeng,0,0,539595,1:2532
Haiping,0,0,539203,1:2533
Meihua,0,0,536233,1:2548
Jinhui,0,0,535784,1:2550
Xiuzhen,0,0,534832,1:2554
Guodong,0,0,531133,1:2572
Guojun,0,0,530572,1:2575
Jiansheng,0,0,528443,1:2585
Wenting,0,0,527994,1:2587
Guohui,0,0,527210,1:2591
Feifei,0,0,525528,1:2599
Chuan,0,0,525360,1:2600
Ronghua,0,0,524407,1:2605
Jiaxin,0,0,523118,1:2611
