Name,Male,Female,Incidence,Frequency
Mohamed,100,0,1728655,1:20
Mohammed,100,0,878972,1:39
Fatima,0,100,865542,1:40
Ahmed,100,0,689289,1:50
Khadija,0,100,521553,1:66
Youssef,100,0,418400,1:82
Said,100,0,381304,1:90
Rachid,100,0,367246,1:94
Hassan,100,0,349804,1:98
Mustapha,100,0,315983,1:109
Hicham,100,0,309159,1:111
Imane,6,94,289397,1:119
Khalid,100,0,285875,1:120
Yassine,88,12,270781,1:127
Omar,100,0,259016,1:133
Nadia,0,100,254348,1:135
Zineb,0,100,252274,1:136
Ali,100,0,250854,1:137
Abdellah,100,0,249462,1:138
Naima,0,100,246869,1:139
Amina,0,100,246842,1:139
Brahim,100,0,235213,1:146
Aicha,0,100,224759,1:153
Sara,0,100,220337,1:156
Amine,100,0,219818,1:156
Malika,0,100,205105,1:167
Hamza,100,0,203659,1:169
Abderrahim,100,0,202758,1:169
Latifa,0,100,202512,1:170
Driss,100,0,201775,1:170
Hanane,25,75,200601,1:171
Fatiha,0,100,193122,1:178
Bouchra,0,100,182913,1:188
Amal,0,100,176144,1:195
Hamid,100,0,173605,1:198
Abdelaziz,100,0,170685,1:201
Laila,0,100,170139,1:202
Ayoub,100,0,167818,1:205
Adil,100,0,166126,1:207
Meryem,0,100,163342,1:210
Souad,0,100,161431,1:213
Rachida,0,100,161349,1:213
Soukaina,0,100,156627,1:219
Mehdi,100,0,155726,1:221
Aziz,100,0,152505,1:225
Zakaria,100,0,151795,1:226
Hajar,0,100,149857,1:229
Lahcen,100,0,149803,1:229
Abdellatif,100,0,148738,1:231
Hind,0,100,148220,1:232
Karim,100,0,146227,1:235
Samira,0,100,145326,1:236
Siham,0,100,142542,1:241
Karima,0,100,140768,1:244
Jamal,100,0,138038,1:249
Younes,100,0,130422,1:263
Salma,0,100,128839,1:267
Meriem,0,100,127966,1:268
Asmaa,0,100,127420,1:270
Houda,0,100,126328,1:272
Loubna,0,100,121960,1:282
Ilham,55,45,118057,1:291
Mostafa,100,0,117921,1:291
Nabil,100,0,116283,1:295
Mina,0,100,115764,1:297
Najat,0,100,112489,1:305
Saida,0,100,109322,1:314
Jamila,0,100,109077,1:315
Soufiane,88,12,108367,1:317
Kamal,100,0,107193,1:320
Noureddine,100,0,105255,1:326
Sanaa,0,100,105119,1:327
Abdelkader,100,0,103317,1:332
Ismail,100,0,102880,1:334
Saadia,0,100,101079,1:340
Zahra,0,100,99414,1:346
Tarik,100,0,95619,1:359
Moulay,100,0,94063,1:365
Oussama,90,10,94063,1:365
Halima,0,100,93954,1:366
Ghizlane,0,100,93054,1:369
Oumaima,0,100,92835,1:370
Fouad,100,0,92316,1:372
Kaoutar,0,100,91307,1:376
Salah,100,0,90679,1:379
Abdelilah,100,0,89205,1:385
Anas,56,44,88331,1:389
Youness,100,0,87813,1:391
Samir,100,0,85219,1:403
Abderrahmane,100,0,84073,1:409
Touria,0,100,82763,1:415
Med,100,0,82190,1:418
Fouzia,0,100,78941,1:435
Mounir,100,0,78122,1:440
Mouna,0,100,77686,1:442
Ibtissam,0,100,76976,1:446
Hafida,0,100,76130,1:451
Asmae,0,100,75775,1:453
Mourad,100,0,75720,1:454
Nezha,0,100,75475,1:455
Saad,100,0,74710,1:460
Abdelhak,100,0,74628,1:460
Abdeslam,100,0,74164,1:463
Hayat,0,100,73728,1:466
Aziza,0,100,72854,1:471
Kawtar,0,100,72499,1:474
Soumia,0,100,71544,1:480
Abdelmajid,100,0,70943,1:484
Abdelali,100,0,70152,1:490
Reda,24,76,69551,1:494
Abdelkrim,100,0,69469,1:494
Abdallah,100,0,68732,1:500
Larbi,100,0,68241,1:503
Anass,40,60,67613,1:508
Abderrahman,100,0,65266,1:526
Achraf,81,19,63546,1:541
Abdessamad,100,0,62973,1:545
Sanae,11,89,62782,1:547
Issam,100,0,62154,1:553
Najia,0,100,62099,1:553
Kenza,0,100,61990,1:554
Rabia,0,100,61444,1:559
Imad,100,0,61035,1:563
Bouchaib,100,0,60707,1:566
Jihane,0,100,59124,1:581
Chaimaa,32,68,56968,1:603
Leila,0,100,56476,1:608
Redouane,100,0,56476,1:608
Badr,100,0,55221,1:622
Hasna,0,100,55057,1:624
Othmane,100,0,54402,1:631
Zohra,0,100,53665,1:640
