Name,Male,Female,Incidence,Frequency
John,0,0,88222,1:51
David,0,0,67745,1:67
Peter,0,0,62441,1:73
Michael,0,0,49503,1:92
Paul,0,0,44305,1:102
Mark,0,0,37336,1:121
Andrew,0,0,36360,1:125
Chris,0,0,33808,1:134
Ian,0,0,29589,1:153
Richard,0,0,29436,1:154
Robert,0,0,27411,1:165
Tony,0,0,27057,1:168
Bruce,0,0,23929,1:190
Brian,0,0,23793,1:191
Sarah,0,0,23502,1:193
Karen,0,0,23356,1:194
James,0,0,23240,1:195
Sue,0,0,23240,1:195
Steven,0,0,22512,1:201
Helen,0,0,21650,1:210
Alan,0,0,20533,1:221
Kevin,0,0,20402,1:222
Margaret,0,0,20384,1:223
Anne,0,0,19901,1:228
Mary,0,0,18789,1:241
Craig,0,0,18038,1:251
Kim,0,0,17606,1:258
Ross,0,0,17517,1:259
Graeme,0,0,17315,1:262
Michelle,0,0,17229,1:263
Jane,0,0,17133,1:265
Pat,0,0,17091,1:265
Christine,0,0,17073,1:266
Simon,0,0,16924,1:268
Kerry,0,0,16516,1:275
Jenny,0,0,16438,1:276
Graham,0,0,16225,1:280
Lisa,0,0,16154,1:281
Colin,0,0,16015,1:283
Murray,0,0,15588,1:291
Grant,0,0,15494,1:293
Stephen,0,0,15304,1:296
Julie,0,0,15160,1:299
Jan,0,0,14959,1:303
Elizabeth,0,0,14955,1:303
Susan,0,0,14702,1:309
Tim,0,0,14358,1:316
Linda,0,0,14278,1:318
Anna,0,0,14228,1:319
Neil,0,0,14174,1:320
Rachel,0,0,14114,1:321
Gary,0,0,13992,1:324
Marae,0,0,13869,1:327
Barry,0,0,13852,1:327
Wayne,0,0,13843,1:328
Lindsay,0,0,13801,1:329
Wendy,0,0,13736,1:330
Kate,0,0,13631,1:333
William,0,0,13517,1:336
Barbara,0,0,13457,1:337
Angela,0,0,13403,1:338
Robyn,0,0,13339,1:340
Greg,0,0,12955,1:350
Nick,0,0,12674,1:358
Jim,0,0,12470,1:364
Thomas,0,0,12394,1:366
Jason,0,0,12204,1:372
Sharon,0,0,12201,1:372
Daniel,0,0,12124,1:374
Roger,0,0,12056,1:376
Alison,0,0,11928,1:380
Fiona,0,0,11783,1:385
Sam,0,0,11753,1:386
Phil,0,0,11695,1:388
Carol,0,0,11598,1:391
Donna,0,0,11525,1:394
Keith,0,0,11473,1:395
Ann,0,0,11371,1:399
Heather,0,0,11342,1:400
Allan,0,0,11234,1:404
Rebecca,0,0,11161,1:406
Martin,0,0,11058,1:410
Geoff,0,0,11003,1:412
Debbie,0,0,10928,1:415
Emma,0,0,10900,1:416
Sandra,0,0,10838,1:419
Stuart,0,0,10794,1:420
Scott,0,0,10659,1:426
Ray,0,0,10545,1:430
Bob,0,0,10543,1:430
Matt,0,0,10539,1:430
George,0,0,10494,1:432
Russell,0,0,10282,1:441
Trevor,0,0,10222,1:444
Ken,0,0,10177,1:446
