Name,Male,Female,Incidence,Frequency
Jean,100,0,758737,1:15
Emmanuel,100,0,298999,1:38
Innocent,96,4,146236,1:78
Eric,99,1,145028,1:78
Joseph,100,0,127866,1:89
John,100,0,113122,1:101
Marie,0,100,112397,1:101
Patrick,100,0,110705,1:103
Charles,100,0,94993,1:120
David,100,0,86292,1:132
Olivier,100,0,86050,1:132
Richard,100,0,71547,1:159
Claude,100,0,70580,1:161
Alphonse,100,0,66954,1:170
Vincent,100,0,65746,1:173
Alice,21,79,65262,1:174
Eugene,100,0,65021,1:175
Francois,100,0,62845,1:181
Pascal,100,0,61395,1:185
Aimable,100,0,59461,1:191
Peter,100,0,59220,1:192
Robert,100,0,59220,1:192
Chantal,0,100,55836,1:204
James,100,0,55836,1:204
Samuel,97,3,54385,1:209
Alexis,0,0,53177,1:214
Christine,0,100,53177,1:214
Pierre,100,0,53177,1:214
Paul,97,3,52693,1:216
Claudine,0,100,52452,1:217
Felix,100,0,50035,1:227
Christian,100,0,49793,1:228
Faustin,100,0,49551,1:229
Theogene,100,0,49309,1:231
Alain,84,16,47376,1:240
Jeanne,0,100,46651,1:244
Yves,100,0,45200,1:252
Daniel,100,0,44233,1:257
Grace,50,50,43992,1:258
Justin,100,0,42783,1:266
Fred,100,0,42058,1:270
Jacques,100,0,41575,1:274
Alex,100,0,40849,1:278
Diane,0,100,38191,1:298
Fidele,100,0,37949,1:300
Aline,0,100,36740,1:310
Martin,100,0,36499,1:312
Gilbert,100,0,36015,1:316
Pacifique,0,100,35774,1:318
Solange,16,84,34807,1:327
Benjamin,100,0,34323,1:331
Desire,100,0,34323,1:331
Maurice,100,0,33356,1:341
Janvier,96,4,33115,1:343
Steven,100,0,32873,1:346
Rose,0,100,32631,1:348
Theoneste,100,0,32631,1:348
Bernard,100,0,32390,1:351
Albert,100,0,32148,1:354
Angelique,0,100,32148,1:354
Clement,100,0,32148,1:354
Yvonne,0,100,30939,1:368
Claire,0,100,30698,1:370
Moses,100,0,30698,1:370
Thierry,0,0,30456,1:373
Clarisse,0,100,30214,1:376
Ernest,100,0,29731,1:382
Francis,100,0,29731,1:382
Michel,0,0,29731,1:382
Etienne,100,0,29489,1:386
Frank,100,0,29489,1:386
Fabrice,100,0,29247,1:389
Jules,100,0,29247,1:389
Theophile,100,0,29247,1:389
Evariste,0,0,29006,1:392
Emile,100,0,28764,1:395
Francine,0,100,28522,1:399
Aime,0,100,27797,1:409
Celestin,100,0,27314,1:416
Michael,100,0,27072,1:420
Ange,0,100,26588,1:428
Laurent,0,0,26347,1:432
Augustin,100,0,26105,1:436
Egide,100,0,26105,1:436
Gerard,100,0,25863,1:440
Sam,0,0,25863,1:440
Beatrice,0,100,25380,1:448
Antoine,100,0,25138,1:452
Agnes,0,100,24896,1:457
Vedaste,0,0,24896,1:457
Esperance,0,100,24655,1:461
Yvette,0,100,24655,1:461
Alfred,100,0,24171,1:470
Liliane,0,0,24171,1:470
Placide,100,0,24171,1:470
Thomas,100,0,23930,1:475
Jacqueline,0,100,23688,1:480
Marcel,100,0,23446,1:485
Jerome,100,0,23204,1:490
Elie,75,25,22721,1:500
Florence,0,100,22721,1:500
Francoise,33,67,22721,1:500
Josephine,0,100,22479,1:506
Serge,100,0,22479,1:506
Aloys,100,0,22238,1:511
Clementine,0,100,21996,1:517
Isaac,100,0,21754,1:523
Odette,0,100,21754,1:523
Louis,100,0,21271,1:535
Cyprien,0,0,20787,1:547
