Name,Male,Female,Incidence,Frequency
John,100,0,479068,1:69
David,100,0,405339,1:82
Robert,100,0,378444,1:88
Michael,100,0,315440,1:105
Paul,100,0,240062,1:138
Richard,100,0,204238,1:162
James,100,0,201540,1:164
Peter,100,0,196594,1:169
William,100,0,165970,1:200
Brian,100,0,164452,1:201
Mary,0,100,163237,1:203
Linda,0,100,152880,1:217
Daniel,100,0,149439,1:222
Mark,100,0,148995,1:222
Chris,100,0,143919,1:230
Karen,0,100,142348,1:233
Jennifer,0,100,139151,1:238
Lisa,0,100,131711,1:252
Susan,0,100,129689,1:255
Michel,100,0,128871,1:257
Kevin,100,0,128230,1:258
George,100,0,121349,1:273
Jean,75,25,119527,1:277
Ken,100,0,118479,1:280
Steven,100,0,117588,1:282
Jim,100,0,117202,1:283
Andrew,100,0,116460,1:285
Michelle,0,100,111907,1:296
Eric,100,0,109403,1:303
Pierre,100,0,109214,1:303
Ron,100,0,106428,1:311
Don,100,0,103681,1:320
Nancy,0,100,102657,1:323
Andre,100,0,102170,1:324
Gary,100,0,102136,1:324
Thomas,100,0,100299,1:330
Frank,100,0,99517,1:333
Kim,4,96,97786,1:339
Kelly,24,76,97177,1:341
Jason,100,0,96223,1:344
Diane,0,100,95946,1:345
Donna,0,100,94604,1:350
Julie,0,100,94274,1:351
Claude,100,0,92934,1:357
Jeff,100,0,92037,1:360
Sandra,0,100,90425,1:366
Scott,100,0,89973,1:368
Heather,0,100,89397,1:371
Donald,100,0,89078,1:372
Roger,100,0,89037,1:372
Carol,0,100,88831,1:373
Denis,100,0,88314,1:375
Dan,100,0,87967,1:377
Patrick,100,0,87763,1:378
Wayne,100,0,87753,1:378
Nicole,0,100,86359,1:384
Martin,100,0,86253,1:384
Barbara,0,100,84066,1:394
Christine,0,100,83185,1:398
Doug,100,0,83018,1:399
Sarah,0,100,82594,1:401
Pat,60,40,82271,1:403
Joe,100,0,80909,1:410
Jacques,100,0,80355,1:412
Sharon,0,100,80132,1:413
Brenda,0,100,79895,1:415
Elizabeth,0,100,79800,1:415
Terry,86,14,79721,1:416
Bob,100,0,79402,1:417
Laura,0,100,78907,1:420
Bruce,100,0,78305,1:423
Marc,100,0,77766,1:426
Greg,100,0,76755,1:432
Gordon,100,0,75192,1:441
Joseph,100,0,75111,1:441
Stephen,100,0,75060,1:441
Gilles,100,0,74436,1:445
Rick,100,0,73664,1:450
Anne,0,100,73588,1:450
Mike,100,0,72726,1:456
Margaret,0,100,72509,1:457
Raymond,100,0,72329,1:458
Debbie,0,100,72319,1:458
Edward,100,0,71818,1:461
Guy,100,0,70536,1:470
Larry,100,0,70430,1:470
Wendy,0,100,69923,1:474
Charles,100,0,69456,1:477
Tim,100,0,68514,1:484
Tony,100,0,68291,1:485
Joanne,0,100,67533,1:491
Marie,0,100,67221,1:493
Kathy,0,100,66590,1:498
Alain,100,0,66547,1:498
Amanda,0,100,66133,1:501
Judy,0,100,66035,1:502
Ryan,100,0,65444,1:506
Cindy,0,100,65139,1:509
Angela,0,100,63867,1:519
Helen,0,100,62946,1:526
Jack,100,0,62235,1:532
Alex,100,0,61967,1:535
Ian,100,0,61886,1:535
Stephanie,0,100,61782,1:536
Melissa,0,100,61411,1:540
Janet,0,100,61077,1:542
Joan,0,100,60928,1:544
Denise,0,100,60763,1:545
Mario,100,0,60607,1:547
Gerald,100,0,60432,1:548
Cheryl,0,100,60277,1:550
Cathy,0,100,59962,1:553
Anna,0,100,59894,1:553
Ronald,100,0,59815,1:554
Marcel,100,0,59127,1:560
Fred,100,0,58846,1:563
Dennis,100,0,58650,1:565
Steve,100,0,58178,1:570
Shirley,0,100,58005,1:571
Catherine,0,100,57585,1:575
Keith,100,0,57437,1:577
Lynn,0,100,57080,1:580
Wm,100,0,57021,1:581
Louise,0,100,57013,1:581
Maria,0,100,56005,1:592
Robin,49,51,54951,1:603
Lori,0,100,54879,1:604
Andrea,0,100,54445,1:609
Tracy,0,100,53678,1:617
Allan,100,0,53622,1:618
Bill,100,0,52578,1:630
Randy,100,0,52350,1:633
Dave,100,0,52119,1:636
Barry,100,0,51849,1:639
Douglas,100,0,51436,1:644
Tammy,0,100,50286,1:659
Brad,100,0,50105,1:661
Jane,0,100,50019,1:662
Ann,0,100,49964,1:663
Patricia,0,100,49766,1:666
Serge,100,0,48641,1:681
Sylvain,100,0,48498,1:683
Melanie,0,100,48333,1:686
Rene,83,17,48154,1:688
Alan,100,0,47888,1:692
Ray,100,0,47738,1:694
Sue,0,100,47435,1:699
Jan,46,54,47016,1:705
Francois,100,0,46390,1:714
Luc,100,0,46181,1:717
Laurie,0,100,45630,1:726
Matthew,100,0,45558,1:727
Shannon,10,90,45297,1:731
Yves,100,0,45112,1:734
Dale,87,13,44786,1:740
Suzanne,0,100,44623,1:743
Tom,100,0,44560,1:744
Ruth,0,100,44382,1:747
Betty,0,100,44244,1:749
Adam,100,0,44038,1:752
Craig,100,0,43942,1:754
Janice,0,100,43804,1:756
Louis,100,0,43708,1:758
Amy,0,100,43600,1:760
Stephane,0,100,43015,1:770
Sean,100,0,42864,1:773
Norman,100,0,42758,1:775
Tina,0,100,42578,1:778
Nick,100,0,41527,1:798
Jonathan,100,0,41354,1:801
Danielle,0,100,41060,1:807
Roy,100,0,41015,1:808
Anthony,100,0,41011,1:808
Yvon,83,17,40640,1:815
Walter,100,0,40562,1:817
Irene,0,100,40496,1:818
Neil,100,0,40472,1:819
Gail,0,100,40120,1:826
Marilyn,0,100,40078,1:827
Elaine,0,100,40051,1:827
Bernard,100,0,39985,1:829
Maurice,100,0,39634,1:836
Sylvie,0,100,39437,1:840
Bonnie,0,100,39259,1:844
Henry,100,0,39257,1:844
Kenneth,100,0,38968,1:850
Shawn,100,0,38899,1:852
Albert,100,0,38895,1:852
Rose,0,100,38769,1:855
Shelley,0,100,38384,1:863
Sheila,0,100,38273,1:866
Joyce,0,100,38194,1:868
Glen,100,0,37994,1:872
Caroline,0,100,37992,1:872
Valerie,0,100,37691,1:879
Derek,100,0,37554,1:882
Simon,100,0,37511,1:883
Erin,0,100,36933,1:897
Ashley,0,100,36747,1:902
Christian,100,0,36703,1:903
Rita,0,100,36469,1:909
Christopher,100,0,36349,1:912
Harold,100,0,36263,1:914
Tanya,0,100,36135,1:917
Carl,100,0,36071,1:919
Colleen,0,100,35809,1:925
Darlene,0,100,35611,1:930
Dawn,0,100,35333,1:938
Jackie,3,97,35221,1:941
Sam,100,0,35108,1:944
Christina,0,100,34271,1:967
Brent,100,0,34232,1:968
Nathalie,0,100,34163,1:970
Trevor,100,0,34106,1:971
Ted,100,0,34103,1:972
Gerard,100,0,34057,1:973
Glenn,100,0,33999,1:975
Matt,100,0,33897,1:977
Jéssica,0,0,33472,1:990
Lorraine,0,100,33300,1:995
Harry,100,0,33245,1:997
Annie,0,100,33236,1:997
Rachel,0,100,33148,1:1000
Jamie,81,19,33040,1:1003
Carole,0,100,32935,1:1006
Dean,100,0,32902,1:1007
Dorothy,0,100,32747,1:1012
Maureen,0,100,32725,1:1012
Colin,100,0,32685,1:1014
Diana,0,100,32673,1:1014
Sherry,0,100,32280,1:1026
Kathleen,0,100,32012,1:1035
Darren,100,0,31997,1:1036
Rejean,0,100,31841,1:1041
Pam,0,100,31813,1:1042
Murray,100,0,31529,1:1051
Carolyn,0,100,31512,1:1051
Chantal,0,100,31389,1:1056
Tara,0,100,31249,1:1060
Benoit,100,0,31246,1:1060
Isabelle,0,100,31026,1:1068
Arthur,100,0,30988,1:1069
Paula,0,100,30944,1:1071
Jerry,100,0,30910,1:1072
Rebecca,0,100,30869,1:1073
Bev,0,100,30563,1:1084
Teresa,0,100,30492,1:1087
Lise,0,100,30435,1:1089
Justin,100,0,30294,1:1094
Normand,100,0,30290,1:1094
Pauline,0,100,30249,1:1095
Tracey,0,100,30163,1:1098
Philip,100,0,30020,1:1104
Ralph,100,0,29991,1:1105
Leslie,28,72,29984,1:1105
Todd,100,0,29848,1:1110
Ross,100,0,29728,1:1115
Mária,0,0,29595,1:1120
Connie,0,100,29216,1:1134
Theresa,0,100,29160,1:1136
Anita,0,100,29059,1:1140
Carmen,0,100,29034,1:1141
Jacqueline,0,100,28938,1:1145
Al,100,0,28838,1:1149
Sara,0,100,28604,1:1158
Gerry,98,2,28539,1:1161
Barb,0,100,28524,1:1162
Lindsay,0,100,28296,1:1171
Francis,100,0,28237,1:1173
Danny,100,0,28042,1:1182
Grace,0,100,27761,1:1194
Monique,0,100,27617,1:1200
Audrey,0,100,27577,1:1201
Crystal,0,100,27455,1:1207
Cynthia,0,100,27428,1:1208
Roland,100,0,27417,1:1208
Ed,100,0,27365,1:1211
Natalie,0,100,27229,1:1217
Marlene,0,100,27009,1:1227
Yvonne,0,100,26964,1:1229
Doris,0,100,26909,1:1231
Bryan,100,0,26853,1:1234
Patrícia,0,0,26836,1:1235
Grant,100,0,26674,1:1242
