Name,Male,Female,Incidence,Frequency
Mohammed,100,0,34907071,1:5
Mohammad,100,0,2181818,1:73
Sharmin,0,100,1070701,1:149
Jannatul,0,100,881818,1:181
Abdul,100,0,835537,1:191
Fatema,0,100,805202,1:198
Sadia,0,100,698435,1:228
Taslima,0,100,641339,1:249
Tania,0,100,634191,1:251
Salma,0,100,597532,1:267
Asma,0,100,567564,1:281
Muhammad,100,0,545111,1:293
Nasrin,0,100,534938,1:298
Abdullah,100,0,523482,1:305
Farjana,0,100,500479,1:319
Khadiza,0,100,481600,1:331
Nusrat,1,99,467487,1:341
Ahmed,100,0,454381,1:351
Umme,0,100,452732,1:352
Syed,100,0,447874,1:356
Farzana,0,100,441459,1:361
Farhana,0,100,433028,1:368
Sabina,0,100,428629,1:372
Kazi,70,30,421847,1:378
Sarmin,0,100,418823,1:381
Tahmina,0,100,415982,1:383
Sheikh,89,11,410025,1:389
Ayesha,0,100,392245,1:407
Hasan,90,10,389312,1:410
Mahmuda,0,100,384272,1:415
Tamanna,0,100,383356,1:416
Sonia,0,100,377765,1:422
Halima,0,100,374283,1:426
Rabeya,0,100,361177,1:442
Abdur,100,0,360811,1:442
Mehedi,85,15,357145,1:446
Aklima,0,100,356503,1:447
Sumaiya,0,100,346697,1:460
Nazmul,100,0,345139,1:462
Israt,1,99,341382,1:467
Sumi,1,99,328460,1:485
Afsana,0,100,314804,1:507
Rima,0,100,314438,1:507
Shamima,0,100,312421,1:510
Tanvir,68,32,311963,1:511
Saiful,100,0,311047,1:513
Nur,41,59,310863,1:513
Masud,100,0,306464,1:520
Shamim,27,73,303257,1:526
Abul,100,0,291618,1:547
Rahima,0,100,279429,1:571
Imran,100,0,278512,1:573
Arif,100,0,276130,1:577
Ruma,0,100,275763,1:578
Ali,100,0,269256,1:592
Nasima,0,100,263024,1:606
Jesmin,0,100,262933,1:606
Sumon,95,5,262108,1:608
Sanjida,0,100,259450,1:615
Golam,100,0,258534,1:617
Nazma,0,100,248086,1:643
Sohel,100,0,246528,1:647
Khadija,0,100,245886,1:649
Amena,0,100,242221,1:658
Rasel,100,0,241487,1:660
Sumaya,0,100,240846,1:662
Ariful,84,16,240388,1:663
Lima,0,100,232873,1:685
Monira,0,100,224899,1:709
Mahmudul,100,0,222792,1:716
Sultana,0,100,215643,1:739
Amina,0,100,214452,1:744
Kamrul,100,0,213810,1:746
Shahin,17,83,212894,1:749
Fahima,0,100,209320,1:762
Bibi,0,100,208220,1:766
Habiba,0,100,206387,1:773
Sabbir,100,0,206112,1:774
Fahmida,0,100,200063,1:797
Afroza,0,100,199788,1:798
Fatima,0,100,197314,1:808
Asif,100,0,197039,1:809
Aysha,0,100,195848,1:814
Mukta,2,98,194656,1:819
Mizanur,100,0,191632,1:832
Rakibul,100,0,189432,1:842
Runa,0,100,188149,1:848
Masum,100,0,186225,1:856
Marufa,0,100,185400,1:860
Zannatul,0,100,184942,1:862
Omar,100,0,184758,1:863
Mousumi,0,100,184484,1:864
Arifa,0,100,183475,1:869
Sabrina,0,100,183475,1:869
Anika,0,100,180818,1:882
Nurul,100,0,180726,1:882
