Name,Male,Female,Incidence,Frequency
Maria,0,100,189448,1:61
Luis,0,0,185006,1:62
Roberto,0,0,170191,1:68
Jose,0,0,158105,1:73
Caridad,0,0,148018,1:78
Rafael,0,0,147122,1:78
Manuel,0,0,142432,1:81
Ramon,0,0,133659,1:86
Carlos,0,0,128428,1:90
Antonio,0,0,127259,1:90
Alberto,0,0,126464,1:91
Jorge,0,0,120210,1:96
Juan,0,0,117564,1:98
Francisco,0,0,115562,1:100
Pedro,0,0,115151,1:100
Mercedes,0,0,111868,1:103
Raul,0,0,101600,1:113
Miguel,0,0,100433,1:115
Orlando,0,0,92380,1:125
Rolando,0,0,92064,1:125
Jesus,0,0,88467,1:130
Isabel,0,0,88271,1:130
Eduardo,0,0,85902,1:134
Angel,0,0,84279,1:137
Rosa,0,0,83241,1:138
Barbara,0,0,77934,1:148
Margarita,0,0,77190,1:149
Teresa,0,0,76491,1:150
Armando,0,0,74373,1:155
Martha,0,0,74253,1:155
Lazaro,0,0,71888,1:160
Maritza,0,0,71583,1:161
Enrique,0,0,70069,1:164
Juana,0,0,68523,1:168
Julio,0,0,64695,1:178
Ricardo,0,0,64476,1:178
Alfredo,0,0,64412,1:179
Ernesto,0,0,64246,1:179
Nancy,0,0,63263,1:182
Felix,0,0,62816,1:183
Miriam,0,0,60005,1:192
Mario,0,0,57097,1:202
Rene,0,0,56946,1:202
Guillermo,0,0,56671,1:203
Osvaldo,0,0,53796,1:214
Andres,0,0,52799,1:218
Olga,0,0,52394,1:220
Carmen,0,0,52120,1:221
Elena,0,0,52095,1:221
Xiomara,0,0,52004,1:221
Yolanda,0,0,49762,1:231
Hector,0,0,49142,1:234
Fernando,0,0,49089,1:234
Luisa,0,0,46694,1:246
Esther,0,0,45817,1:251
Oscar,0,0,45238,1:254
Pablo,0,0,44223,1:260
Gilberto,0,0,44110,1:261
Daniel,0,0,43950,1:262
Odalys,0,0,43932,1:262
Omar,0,0,43757,1:263
Alexis,0,0,43329,1:266
Humberto,0,0,43118,1:267
Norma,0,0,43068,1:267
Milagros,0,0,42900,1:268
Reinaldo,0,0,42850,1:269
Silvia,0,0,41850,1:275
Gladys,0,0,40830,1:282
Odalis,0,0,39628,1:290
Lourdes,0,0,39508,1:291
Migdalia,0,0,37806,1:304
Alejandro,0,0,37516,1:307
Nelson,0,0,37327,1:308
Lidia,0,0,37061,1:310
Sonia,0,0,36998,1:311
Maribel,0,0,36405,1:316
Raquel,0,0,35629,1:323
Leonardo,0,0,35550,1:324
Julia,0,0,35047,1:328
Tania,0,0,34817,1:330
Belkis,0,0,34809,1:331
Rodolfo,0,0,34773,1:331
Angela,0,0,34751,1:331
Marta,0,0,34124,1:337
Reynaldo,0,0,33432,1:344
Ruben,0,0,33382,1:345
Mirtha,0,0,33054,1:348
Josefa,0,0,33041,1:348
Victor,0,0,31625,1:364
Rigoberto,0,0,31551,1:365
Ana,0,0,31132,1:370
Hilda,0,0,30782,1:374
Tomas,0,0,30712,1:375
Emilio,0,0,30460,1:378
Sergio,0,0,30391,1:379
Marisol,0,0,30057,1:383
Alicia,0,0,29572,1:389
Gustavo,0,0,29456,1:391
Mayra,0,0,29435,1:391
Israel,0,0,29271,1:393
Esperanza,0,0,29007,1:397
Fidel,0,0,28888,1:398
Santiago,0,0,28526,1:403
Abel,0,0,28408,1:405
Idalmis,0,0,28396,1:405
Wilfredo,0,0,28351,1:406
Ramona,0,0,28235,1:408
Lorenzo,0,0,28203,1:408
