Name,Male,Female,Incidence,Frequency
Anna,0,100,242201,1:41
Lars,100,0,223905,1:44
Eva,0,100,176317,1:56
Per,100,0,160650,1:61
Karl,100,0,152922,1:64
Jan,100,0,130598,1:75
Karin,0,100,120543,1:82
Hans,100,0,115487,1:85
Nils,100,0,103518,1:95
Maria,0,100,98367,1:100
Sven,100,0,97177,1:101
Erik,100,0,93935,1:105
Johan,100,0,92475,1:107
Anders,100,0,91890,1:107
Bengt,100,0,90795,1:109
Carl,100,0,89488,1:110
Bo,100,0,83962,1:117
Lena,0,100,80119,1:123
Ingrid,0,100,79639,1:124
Kerstin,0,100,74284,1:133
Mats,100,0,69211,1:142
Leif,100,0,64994,1:152
Ulf,100,0,64682,1:152
Björn,100,0,57488,1:171
Inger,0,100,55211,1:179
Sara,0,100,55000,1:179
Ulla,0,100,54776,1:180
Kjell,100,0,54267,1:182
Peter,100,0,53579,1:184
Emma,0,100,51436,1:192
Stig,100,0,51389,1:192
Linda,0,100,49728,1:198
Rolf,100,0,49371,1:200
John,100,0,48940,1:201
Malin,0,100,46312,1:213
Jenny,0,100,43166,1:228
Daniel,100,0,42888,1:230
Marie,0,100,41972,1:235
Siv,0,100,38706,1:255
Elin,0,100,37390,1:264
Jonas,100,0,37132,1:265
Åsa,0,100,36681,1:269
Hanna,1,99,35961,1:274
Fredrik,100,0,34922,1:282
Annika,0,100,34286,1:288
Ann,0,100,33526,1:294
Barbro,0,100,33193,1:297
Thomas,100,0,33083,1:298
Gun,0,100,33065,1:298
Britt,0,100,32083,1:307
Martin,100,0,31648,1:311
Mikael,100,0,31562,1:312
Stefan,100,0,31178,1:316
Johanna,0,100,30706,1:321
Kent,100,0,30671,1:321
Birgitta,0,100,29405,1:335
Sandra,0,100,28942,1:341
Ida,0,100,28031,1:352
David,100,0,27922,1:353
Andreas,100,0,27742,1:355
Magnus,100,0,26261,1:375
Susanne,0,100,26087,1:378
Monica,0,100,26024,1:379
Robert,100,0,25647,1:384
Berit,0,100,24628,1:400
Anita,0,100,24249,1:407
Pia,0,100,24171,1:408
Kurt,100,0,24168,1:408
Sofia,0,100,24081,1:409
Inga,0,100,23965,1:411
Helena,0,100,23846,1:413
Dan,100,0,23432,1:421
Gunilla,0,100,23022,1:428
Carina,0,100,22886,1:431
Sten,100,0,22467,1:439
Frida,0,100,21975,1:449
Henrik,100,0,21845,1:451
Camilla,0,100,21515,1:458
Claes,100,0,21430,1:460
Lisa,0,100,21280,1:463
Jessica,0,100,21233,1:464
Gerd,0,100,21176,1:466
Mona,0,100,21140,1:466
Christina,0,100,21013,1:469
Alf,100,0,21001,1:469
Tommy,100,0,20288,1:486
Marcus,100,0,19552,1:504
Kristina,0,100,19458,1:507
Elsa,0,100,19383,1:509
Patrik,100,0,19296,1:511
Lennart,100,0,18966,1:520
Jens,100,0,18844,1:523
Astrid,0,100,18645,1:529
Sonja,0,100,18445,1:534
Gunnel,0,100,18394,1:536
Göran,100,0,18389,1:536
Simon,100,0,18210,1:541
Cecilia,0,100,18119,1:544
Joakim,100,0,18039,1:546
Anette,0,100,17910,1:550
