Name,Male,Female,Incidence,Frequency
Mohammed,0,0,6417,1:139
Jone,0,0,6330,1:141
John,0,0,6215,1:144
Mere,0,0,5179,1:172
Tevita,0,0,4719,1:189
Ana,0,0,4374,1:204
Viliame,0,0,4028,1:222
David,0,0,3913,1:228
Michael,0,0,3654,1:244
William,0,0,3654,1:244
Peni,0,0,3626,1:246
Mosese,0,0,3568,1:250
Joe,0,0,3424,1:261
Josefa,0,0,3251,1:274
Maria,0,0,3251,1:274
Litia,0,0,3194,1:279
Salote,0,0,3108,1:287
Peter,0,0,3079,1:290
Adi,0,0,2964,1:301
Ratu,0,0,2906,1:307
Samuela,0,0,2877,1:310
Joseph,0,0,2820,1:316
Kelera,0,0,2705,1:330
George,0,0,2676,1:333
Sera,0,0,2503,1:357
Abdul,0,0,2446,1:365
Krishneel,0,0,2446,1:365
Ashika,0,0,2417,1:369
Isoa,0,0,2388,1:374
Tomasi,0,0,2388,1:374
Epeli,0,0,2359,1:378
Sereana,0,0,2331,1:383
Elenoa,0,0,2302,1:388
James,0,0,2302,1:388
Robert,0,0,2302,1:388
Ashneel,0,0,2273,1:393
Avinesh,0,0,2273,1:393
Ravinesh,0,0,2244,1:398
Timoci,0,0,2244,1:398
Paul,0,0,2187,1:408
Paula,0,0,2187,1:408
Semi,0,0,2158,1:414
Inoke,0,0,2129,1:419
Laisa,0,0,2101,1:425
Nilesh,0,0,2101,1:425
Luke,0,0,2072,1:431
Sam,0,0,2043,1:437
Emosi,0,0,2014,1:443
Ronald,0,0,2014,1:443
Ben,0,0,1985,1:450
Richard,0,0,1985,1:450
Josaia,0,0,1957,1:456
Luisa,0,0,1957,1:456
Andrew,0,0,1928,1:463
Priya,0,0,1928,1:463
Lavenia,0,0,1899,1:470
Ritesh,0,0,1870,1:477
Sanjay,0,0,1842,1:484
Ali,0,0,1813,1:492
Amelia,0,0,1813,1:492
Elizabeth,0,0,1813,1:492
Asenaca,0,0,1755,1:508
Daniel,0,0,1755,1:508
Marica,0,0,1726,1:517
Unaisi,0,0,1726,1:517
Eroni,0,0,1698,1:526
Mary,0,0,1669,1:535
