Name,Male,Female,Incidence,Frequency
Mehmet,100,0,2557203,1:30
Fatma,0,100,1808748,1:43
Mustafa,100,0,1461828,1:53
Ayşe,0,100,1413659,1:55
Ahmet,100,0,1254943,1:62
Ali,100,0,1249786,1:62
Emine,0,100,1156900,1:67
Hatice,0,100,1016777,1:77
Hasan,100,0,853850,1:91
Hüseyin,100,0,819508,1:95
Ibrahim,100,0,689253,1:113
Murat,100,0,648980,1:120
Ismail,100,0,617728,1:126
Zeynep,0,100,539032,1:144
Ömer,100,0,460133,1:169
Osman,100,0,458901,1:170
Ramazan,100,0,446037,1:174
Halil,100,0,409608,1:190
Yusuf,100,0,398330,1:195
Elif,0,100,395135,1:197
Meryem,0,100,338206,1:230
Abdullah,100,0,321464,1:242
Süleyman,100,0,313388,1:248
Fatih,100,0,283690,1:274
Sultan,2,98,268758,1:289
Özlem,0,100,267691,1:291
Mahmut,100,0,265915,1:293
Hülya,0,100,260121,1:299
Recep,100,0,247918,1:314
Yasemin,0,100,240768,1:323
Hakan,100,0,238448,1:326
Sevim,0,100,236840,1:328
Yaşar,89,11,236464,1:329
Şerife,0,100,235127,1:331
Dilek,0,100,230812,1:337
Adem,100,0,228231,1:341
Aysel,0,100,228019,1:341
Fadime,0,100,226521,1:343
Metin,100,0,224965,1:346
Leyla,0,100,224104,1:347
Zehra,0,100,223994,1:347
Kemal,100,0,223534,1:348
Hacer,0,100,219430,1:355
Hanife,0,100,219279,1:355
Havva,0,100,214844,1:362
Songül,0,100,214468,1:363
Kadir,100,0,214402,1:363
Salih,100,0,207939,1:374
Esra,0,100,207618,1:375
Orhan,100,0,203693,1:382
Aynur,0,100,202683,1:384
Zeliha,0,100,197415,1:394
Merve,0,100,196488,1:396
Serkan,100,0,189747,1:410
Filiz,0,100,186612,1:417
Melek,0,100,186365,1:417
Gökhan,100,0,185206,1:420
Bayram,99,1,184853,1:421
Cemile,0,100,177281,1:439
Sevgi,0,100,176169,1:442
Sibel,0,100,173596,1:448
Kadriye,0,100,173549,1:448
Selma,0,100,170290,1:457
Uğur,99,1,168124,1:463
Ayten,0,100,166581,1:467
Derya,2,98,164846,1:472
Yunus,100,0,161741,1:481
Ayhan,89,11,161113,1:483
Muhammet,100,0,158275,1:492
Emre,99,1,158209,1:492
Semra,0,100,157805,1:493
Tuğba,0,100,155643,1:500
Halime,0,100,151072,1:515
Yılmaz,100,0,150671,1:516
Bekir,100,0,148954,1:522
Arzu,0,100,148055,1:525
Musa,100,0,147749,1:527
Türkan,0,100,147304,1:528
Erkan,100,0,143966,1:540
Ebru,0,100,143331,1:543
Şükran,0,100,143042,1:544
Gülsüm,0,100,140581,1:553
Hayriye,0,100,140095,1:555
Serpil,0,100,138997,1:560
Mesut,100,0,138717,1:561
Yüksel,56,44,138670,1:561
Haci,99,1,137593,1:565
Bülent,100,0,136959,1:568
Gülşen,0,100,136343,1:571
Nurcan,0,100,135983,1:572
Ercan,100,0,135390,1:575
Nuray,1,99,135197,1:575
Sinan,100,0,134943,1:577
Erol,100,0,134849,1:577
Cemal,100,0,133254,1:584
Asiye,0,100,132848,1:586
Pınar,0,100,132642,1:587
Ayşegül,0,100,130064,1:598
Ismet,88,12,129807,1:599
Cengiz,100,0,129679,1:600
Çiğdem,0,100,129532,1:601
