Name,Male,Female,Incidence,Frequency
Maria,0,100,931755,1:19
Juan,100,0,523273,1:34
Jose,100,0,495091,1:36
Luis,100,0,464760,1:38
Carlos,100,0,278786,1:63
Jorge,100,0,233885,1:75
Ana,0,100,211988,1:83
Rosa,0,100,201836,1:87
Manuel,100,0,181346,1:97
Cristian,100,0,169511,1:104
Victor,100,0,166582,1:106
Francisco,100,0,155955,1:113
Hector,100,0,140959,1:125
Patricia,0,100,138816,1:127
Sergio,100,0,137613,1:128
Pedro,100,0,136166,1:129
Claudia,0,100,132552,1:133
Carolina,0,100,130712,1:135
Rodrigo,100,0,127428,1:138
Miguel,100,0,124945,1:141
Eduardo,100,0,116879,1:151
Patricio,100,0,115850,1:152
Claudio,100,0,110263,1:160
Mario,100,0,105891,1:166
Jaime,99,1,101816,1:173
Ricardo,100,0,98987,1:178
Pablo,100,0,96954,1:182
Alejandro,100,0,93665,1:188
Margarita,0,100,93548,1:188
Carmen,0,100,93279,1:189
Daniel,100,0,93163,1:189
Felipe,100,0,88670,1:199
Juana,0,100,87958,1:200
Marcela,0,100,87715,1:201
Roberto,100,0,86731,1:203
Daniela,0,100,86583,1:203
Sandra,0,100,85239,1:207
Fernando,100,0,84256,1:209
Mauricio,100,0,84168,1:209
Oscar,100,0,83630,1:211
Veronica,0,100,82586,1:213
Raul,100,0,77441,1:227
Marcelo,100,0,75449,1:233
Elizabeth,0,100,75218,1:234
Cecilia,0,100,75102,1:234
Marta,0,100,74959,1:235
Sebastian,100,0,74753,1:236
Monica,0,100,72815,1:242
Guillermo,100,0,70593,1:249
Paola,0,100,69770,1:252
Camila,0,100,69690,1:253
Alejandra,0,100,68520,1:257
Marco,100,0,66592,1:264
Julio,98,2,65666,1:268
Gloria,0,100,64553,1:273
Andrea,0,100,63729,1:276
Andres,100,0,61756,1:285
Pamela,0,100,61010,1:289
David,100,0,60570,1:291
Silvia,0,100,60432,1:291
Teresa,0,100,60333,1:292
Gladys,0,100,60054,1:293
Hugo,100,0,58945,1:299
Diego,100,0,58417,1:301
Isabel,0,100,58307,1:302
Cesar,100,0,57565,1:306
Javier,100,0,57483,1:306
Nelson,100,0,55398,1:318
Alicia,0,100,55292,1:318
Jessica,0,100,54973,1:320
Paulina,0,100,52935,1:333
Nicolas,100,0,51839,1:340
Jacqueline,0,100,51043,1:345
Hernan,100,0,50858,1:346
Francisca,0,100,50522,1:349
